full_name,age,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Julián Speroni,39,Premier League,2013/2014,Goalkeeper,Crystal Palace,3330,1710,1620,Argentina,37,19,18,0,0,0,0,0,0,0,0,12,7,5,45,23,22,0,0,0,0,0,0,0,0,1.22,74,90,0,0,0,425,419,68,25
Danny Gabbidon,39,Premier League,2013/2014,Defender,Crystal Palace,1973,981,992,Wales,23,11,11,1,1,0,0,0,0,0,0,8,5,3,26,10,16,0,0,0.05,0,0.05,0.09,0,1973,1.19,76,86,0,0,0,230,420,63,12
Damien Delaney,37,Premier League,2013/2014,Defender,Crystal Palace,3286,1666,1620,Republic of Ireland,37,19,18,1,1,0,1,0,1,0,0,12,7,5,43,22,21,9,0,0.05,0.03,0.03,0.05,0,3286,1.18,76,89,365,3286,0.25,254,252,59,13
Dean Moxey,32,Premier League,2013/2014,Defender,Crystal Palace,1519,885,634,England,20,11,7,0,0,0,1,0,1,0,0,7,5,2,25,13,12,2,0,0.06,0.06,0,0,0,0,1.48,61,76,760,1519,0.12,427,196,129,16
Joel Ward,29,Premier League,2013/2014,Defender,Crystal Palace,3240,1620,1620,England,36,18,18,0,0,0,2,0,2,0,0,12,7,5,42,21,21,3,0,0.06,0.06,0,0,0,0,1.17,77,90,1080,1620,0.08,415,188,55,28
Owen Garvan,30,Premier League,2013/2014,Midfielder,Crystal Palace,92,66,26,Republic of Ireland,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.98,92,46,0,0,0,-1,-1,-1,24
Mile Jedinak,34,Premier League,2013/2014,Midfielder,Crystal Palace,3389,1710,1679,Australia,38,19,19,1,0,1,1,1,0,1,0,12,7,5,45,23,22,7,0,0.05,0.03,0.03,0,0.05,3389,1.2,75,89,484,3389,0.19,263,244,-1,14
Kagisho Evidence Dikgacoi,33,Premier League,2013/2014,Midfielder,Crystal Palace,1957,892,1065,South Africa,26,12,13,0,0,0,0,0,0,0,0,9,5,4,21,10,11,4,1,0,0,0,0,0,0,0.97,93,75,391,0,0.23,400,421,-1,27
Stephen Dobbie,35,Premier League,2013/2014,Forward,Crystal Palace,66,66,0,Scotland,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.36,66,66,0,0,0,-1,-1,-1,21
Aaron Wilbraham,39,Premier League,2013/2014,Forward,Crystal Palace,81,81,0,England,4,1,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,1.11,81,20,0,0,0,-1,-1,-1,20
Dwight Gayle,28,Premier League,2013/2014,Forward,Crystal Palace,881,370,511,England,23,3,5,7,3,4,0,0,0,1,0,2,0,2,16,8,8,1,0,0.72,0,0.72,0.73,0.7,126,1.63,55,38,881,0,0.1,6,422,-1,1
Marouane Chamakh,34,Premier League,2013/2014,Forward,Crystal Palace,2308,1279,1029,Morocco,32,14,13,5,3,2,2,1,1,1,0,8,6,2,38,17,21,9,0,0.27,0.08,0.19,0.21,0.17,462,1.48,61,72,256,1154,0.35,104,160,-1,3
Jose Campana,25,Premier League,2013/2014,Midfielder,Crystal Palace,311,144,167,Spain,6,2,2,0,0,0,1,0,1,0,0,0,0,0,6,3,3,0,0,0.29,0.29,0,0,0,0,1.74,52,52,0,311,0,387,25,-1,26
Stuart O'Keefe,27,Premier League,2013/2014,Midfielder,Crystal Palace,389,206,183,England,12,1,1,1,1,0,0,0,0,0,0,7,6,1,9,4,5,2,0,0.23,0,0.23,0.44,0,389,2.08,43,32,195,0,0.46,79,423,-1,10
Hugo Lloris,31,Premier League,2013/2014,Goalkeeper,Tottenham Hotspur,3330,1620,1710,France,37,18,19,0,0,0,0,0,0,0,0,14,8,6,49,22,27,2,0,0,0,0,0,0,0,1.32,68,90,1665,0,0.05,399,424,85,20
Jan Vertonghen,31,Premier League,2013/2014,Defender,Tottenham Hotspur,2004,990,1014,Belgium,23,11,12,0,0,0,0,0,0,0,0,10,5,5,24,10,14,4,0,0,0,0,0,0,0,1.08,84,87,501,0,0.18,375,425,44,24
Michael Dawson,35,Premier League,2013/2014,Defender,Tottenham Hotspur,2838,1350,1488,England,32,15,16,0,0,0,0,0,0,0,0,13,8,5,39,18,21,7,0,0,0,0,0,0,0,1.24,73,89,405,0,0.22,376,426,71,25
Danny Rose,28,Premier League,2013/2014,Defender,Tottenham Hotspur,1901,950,951,England,22,11,11,1,0,1,2,0,2,0,0,7,5,2,23,7,16,5,1,0.14,0.09,0.05,0,0.09,1901,1.09,83,86,317,951,0.28,227,144,47,12
Kyle Walker,28,Premier League,2013/2014,Defender,Tottenham Hotspur,2298,1038,1260,England,26,12,14,1,1,0,2,1,1,0,0,10,5,5,35,18,17,5,0,0.12,0.08,0.04,0.09,0,2298,1.37,66,88,460,1149,0.2,247,156,103,10
Aaron Lennon,31,Premier League,2013/2014,Midfielder,Tottenham Hotspur,2184,901,1283,England,27,11,15,1,1,0,3,2,1,0,0,10,5,5,39,16,23,1,0,0.16,0.12,0.04,0.1,0,2184,1.61,56,81,2184,728,0.04,243,119,-1,8
Moussa Dembele,31,Premier League,2013/2014,Midfielder,Tottenham Hotspur,1821,1043,778,Belgium,28,13,9,1,1,0,1,1,0,0,0,12,7,5,19,12,7,5,0,0.1,0.05,0.05,0.09,0,1821,0.94,96,65,364,1821,0.25,219,209,-1,9
Paulinho,30,Premier League,2013/2014,Midfielder,Tottenham Hotspur,2380,1170,1210,Brazil,30,14,14,6,2,4,2,1,1,0,0,13,7,6,28,11,17,5,1,0.3,0.08,0.23,0.15,0.3,397,1.06,85,79,397,1190,0.23,81,155,-1,3
Nacer Chadli,29,Premier League,2013/2014,Midfielder,Tottenham Hotspur,1453,719,734,Belgium,24,8,7,1,0,1,3,1,2,0,0,7,4,3,24,14,10,1,0,0.25,0.19,0.06,0,0.12,1453,1.49,61,61,1453,484,0.06,218,68,-1,11
Gylfi Sigurdsson,29,Premier League,2013/2014,Midfielder,Tottenham Hotspur,1276,633,643,Iceland,25,7,7,5,5,0,0,0,0,0,0,8,3,5,17,6,11,2,0,0.35,0,0.35,0.71,0,255,1.2,75,51,638,0,0.14,41,427,-1,5
Roberto Soldado Rillo,33,Premier League,2013/2014,Forward,Tottenham Hotspur,1931,1035,896,Spain,28,12,10,6,4,2,4,2,2,4,0,11,6,5,27,13,14,6,0,0.47,0.19,0.28,0.35,0.2,322,1.26,72,69,322,483,0.28,62,64,-1,4
Etienne Capoue,30,Premier League,2013/2014,Midfielder,Tottenham Hotspur,685,274,411,France,12,2,6,1,1,0,0,0,0,0,0,5,3,2,11,9,2,1,0,0.13,0,0.13,0.33,0,685,1.45,62,57,685,0,0.13,137,415,-1,13
Jermain Defoe,36,Premier League,2013/2014,Forward,Tottenham Hotspur,426,210,216,England,14,1,2,1,1,0,0,0,0,0,0,6,4,2,5,3,2,1,0,0.21,0,0.21,0.43,0,426,1.06,85,30,426,0,0.21,94,399,-1,14
Younes Kaboul,32,Premier League,2013/2014,Defender,Tottenham Hotspur,943,404,539,France,13,4,7,1,1,0,1,1,0,0,0,3,0,3,18,5,13,3,2,0.19,0.1,0.1,0.22,0,943,1.72,52,73,189,943,0.48,161,137,148,18
Kyle Naughton,30,Premier League,2013/2014,Defender,Tottenham Hotspur,1744,923,821,England,22,10,9,0,0,0,0,0,0,0,0,7,4,3,28,13,15,6,0,0,0,0,0,0,0,1.44,62,79,291,0,0.31,377,385,122,23
Andros Townsend,27,Premier League,2013/2014,Midfielder,Tottenham Hotspur,1227,785,442,England,25,8,4,1,0,1,0,0,0,0,0,10,5,5,10,8,2,2,0,0.07,0,0.07,0,0.2,1227,0.73,123,49,614,0,0.15,191,398,-1,16
Brad Friedel,47,Premier League,2013/2014,Goalkeeper,Tottenham Hotspur,90,90,0,USA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,22
Petr Čech,36,Premier League,2013/2014,Goalkeeper,Chelsea,3060,1530,1530,Czech Republic,34,17,17,0,0,0,0,0,0,0,0,16,9,7,23,9,14,0,0,0,0,0,0,0,0,0.68,133,90,0,0,0,378,373,5,19
Ashley Cole,37,Premier League,2013/2014,Defender,Chelsea,1386,612,774,England,17,6,9,0,0,0,2,1,1,0,0,9,5,4,8,2,6,1,0,0.13,0.13,0,0,0,0,0.52,173,82,1386,693,0.06,379,114,1,23
John Terry,37,Premier League,2013/2014,Defender,Chelsea,3060,1620,1440,England,34,18,16,3,2,1,1,1,0,0,0,16,9,7,24,11,13,3,0,0.12,0.03,0.09,0.11,0.06,1020,0.71,128,90,1020,3060,0.09,165,242,11,10
Gary Cahill,32,Premier League,2013/2014,Defender,Chelsea,2623,1440,1183,England,30,16,13,1,1,0,1,1,0,0,0,17,9,8,18,9,9,2,0,0.07,0.03,0.03,0.06,0,2623,0.62,146,87,1312,2623,0.07,258,238,3,14
Branislav Ivanović,34,Premier League,2013/2014,Defender,Chelsea,3180,1650,1530,Serbia,36,19,17,3,1,2,1,1,0,0,0,16,10,6,26,11,15,8,0,0.11,0.03,0.08,0.05,0.12,1060,0.74,122,88,398,3180,0.23,182,240,12,11
Frank Lampard,40,Premier League,2013/2014,Midfielder,Chelsea,1706,897,809,England,26,11,9,5,2,3,3,2,1,1,2,13,9,4,12,5,7,4,0,0.42,0.16,0.26,0.2,0.33,341,0.63,142,66,427,569,0.21,67,89,-1,7
Ramires Santos do Nascimento,31,Premier League,2013/2014,Midfielder,Chelsea,2609,1214,1395,Brazil,30,13,16,1,1,0,2,2,0,0,0,13,6,7,23,10,13,9,1,0.1,0.07,0.03,0.07,0,2609,0.79,113,87,261,1305,0.34,262,167,-1,13
Eden Hazard,27,Premier League,2013/2014,Midfielder,Chelsea,2896,1491,1405,Belgium,35,16,16,14,10,4,7,2,5,4,0,16,10,6,23,9,14,2,0,0.65,0.22,0.44,0.6,0.26,207,0.71,126,83,1448,414,0.06,28,49,-1,1
Oscar dos Santos Emboaba Júnior,27,Premier League,2013/2014,Midfielder,Chelsea,2140,1134,1006,Brazil,33,14,10,8,5,3,2,1,1,0,0,15,8,7,14,7,7,4,0,0.42,0.08,0.34,0.4,0.27,268,0.59,153,65,535,1070,0.17,43,154,-1,4
Kevin De Bruyne,27,Premier League,2013/2014,Midfielder,Chelsea,132,72,60,Belgium,3,1,1,0,0,0,1,1,0,0,0,3,2,1,0,0,0,1,0,0.68,0.68,0,0,0,0,0,0,44,132,132,0.68,-1,-1,-1,24
Fernando Torres,34,Premier League,2013/2014,Forward,Chelsea,1572,631,941,Spain,28,5,11,5,2,3,4,2,2,0,0,11,6,5,13,4,9,5,1,0.52,0.23,0.29,0.29,0.29,314,0.74,121,56,314,393,0.29,55,46,-1,8
Romelu Lukaku,25,Premier League,2013/2014,Forward,Everton,2601,1379,1222,Belgium,33,15,14,15,10,5,5,3,2,0,0,13,7,6,29,17,12,1,0,0.69,0.17,0.52,0.65,0.37,173,1,90,79,2601,520,0.03,23,85,-1,1
Michael Essien,35,Premier League,2013/2014,Midfielder,Chelsea,147,136,11,Ghana,5,2,0,0,0,0,0,0,0,0,0,3,0,3,2,2,0,2,0,0,0,0,0,0,0,1.22,74,29,74,0,1.22,-1,-1,-1,25
Juan Mata,30,Premier League,2013/2014,Midfielder,Chelsea,2061,901,1160,Spain,28,11,14,6,3,3,5,2,3,0,0,9,3,6,23,12,11,0,0,0.48,0.22,0.26,0.3,0.23,344,1,90,74,0,412,0,66,50,-1,5
Mark Schwarzer,46,Premier League,2013/2014,Goalkeeper,Chelsea,360,180,180,Australia,4,2,2,0,0,0,0,0,0,0,0,2,1,1,3,2,1,0,0,0,0,0,0,0,0,0.75,120,90,0,0,0,380,374,13,22
Demba Ba,33,Premier League,2013/2014,Forward,Chelsea,659,305,354,Senegal,19,2,3,5,3,2,1,0,1,0,0,8,4,4,6,3,3,0,0,0.82,0.14,0.68,0.89,0.51,132,0.82,110,35,0,659,0,7,100,-1,6
Allan McGregor,36,Premier League,2013/2014,Goalkeeper,Hull City,2230,1216,1014,Scotland,26,14,12,0,0,0,0,0,0,0,0,7,6,1,28,13,15,2,2,0,0,0,0,0,0,1.13,80,86,558,0,0.16,381,375,52,17
Maynor Alexis Figueroa Róchez,35,Premier League,2013/2014,Defender,Hull City,2716,1412,1304,Honduras,32,17,14,0,0,0,0,0,0,0,0,9,7,2,41,16,25,6,0,0,0,0,0,0,0,1.36,66,85,453,0,0.2,382,376,97,20
Curtis Davies,33,Premier League,2013/2014,Defender,Hull City,3326,1706,1620,England,37,19,18,2,2,0,1,1,0,0,0,10,8,2,48,19,29,6,0,0.08,0.03,0.05,0.11,0,1663,1.3,69,90,554,3326,0.16,225,232,79,3
James Chester,29,Premier League,2013/2014,Defender,Hull City,1869,891,978,Wales,24,10,12,1,1,0,0,0,0,0,0,6,5,1,27,9,18,0,0,0.05,0,0.05,0.1,0,1869,1.3,69,78,0,0,0,222,377,81,11
Robert Koren,38,Premier League,2013/2014,Midfielder,Hull City,1130,621,509,Slovenia,22,5,5,2,2,0,0,0,0,0,0,6,5,1,13,4,9,1,0,0.16,0,0.16,0.29,0,565,1.04,87,51,1130,0,0.08,115,378,-1,4
Omatsone Aluko,29,Premier League,2013/2014,Midfielder,Hull City,933,567,366,Nigeria,17,6,4,1,0,1,3,0,3,0,0,6,5,1,10,3,7,1,0,0.39,0.29,0.1,0,0.25,933,0.96,93,55,933,311,0.1,162,26,-1,12
Ahmed Eissa El Mohamady Abdel Fattah,31,Premier League,2013/2014,Midfielder,Hull City,3329,1672,1657,Egypt,38,19,19,2,1,1,2,0,2,0,0,10,8,2,48,19,29,3,0,0.11,0.05,0.05,0.05,0.05,1665,1.3,69,88,1110,1665,0.08,220,208,-1,5
David Meyler,29,Premier League,2013/2014,Midfielder,Hull City,2136,936,1200,Republic of Ireland,30,12,15,2,2,0,1,1,0,0,0,8,6,2,37,13,24,8,0,0.13,0.04,0.08,0.19,0,1068,1.56,58,71,267,2136,0.34,180,214,-1,6
Robbie Brady,26,Premier League,2013/2014,Midfielder,Hull City,892,483,409,Republic of Ireland,16,6,5,3,2,1,1,0,1,2,0,5,4,1,12,3,9,2,0,0.4,0.1,0.3,0.37,0.22,297,1.21,74,56,446,892,0.2,53,138,-1,2
Yannick Anister Sagbo-Latte,30,Premier League,2013/2014,Forward,Hull City,1499,683,816,Côte d'Ivoire,28,8,8,2,0,2,1,1,0,0,0,8,8,0,23,7,16,3,1,0.18,0.06,0.12,0,0.22,750,1.38,65,54,375,1499,0.24,146,189,-1,7
Danny Graham,33,Premier League,2013/2014,Forward,Hull City,1002,502,500,England,18,5,7,1,0,1,1,0,1,0,0,5,5,0,15,5,10,1,0,0.18,0.09,0.09,0,0.18,1002,1.35,67,56,1002,1002,0.09,166,149,-1,10
Tom Huddlestone,31,Premier League,2013/2014,Midfielder,Hull City,3145,1620,1525,England,36,18,17,2,1,1,3,2,1,0,0,9,7,2,45,19,26,6,1,0.14,0.09,0.06,0.06,0.06,1573,1.29,70,87,524,1048,0.17,202,147,-1,8
Jake Livermore,29,Premier League,2013/2014,Midfielder,Hull City,3055,1575,1480,England,36,18,16,3,1,2,4,1,3,0,0,10,8,2,44,18,26,6,0,0.21,0.12,0.09,0.06,0.12,1018,1.3,69,85,509,764,0.18,167,125,-1,1
George Boyd,33,Premier League,2013/2014,Midfielder,Hull City,1198,700,498,Scotland,29,6,3,2,2,0,1,0,1,0,0,8,7,1,15,6,9,2,0,0.23,0.08,0.15,0.26,0,599,1.13,80,41,599,1198,0.15,122,152,-1,9
Liam Rosenior,34,Premier League,2013/2014,Defender,Hull City,1988,972,1016,England,29,10,12,1,1,0,2,1,1,0,0,10,8,2,27,9,18,5,0,0.14,0.09,0.05,0.09,0,1988,1.22,74,69,398,994,0.23,221,146,67,13
Alex Bruce,34,Premier League,2013/2014,Defender,Hull City,1593,607,986,Northern Ireland,20,7,12,0,0,0,0,0,0,0,0,2,1,1,28,12,16,2,0,0,0,0,0,0,0,1.58,57,80,797,0,0.11,383,379,138,19
Paul McShane,32,Premier League,2013/2014,Defender,Hull City,687,327,360,Republic of Ireland,10,5,4,0,0,0,0,0,0,0,0,3,2,1,9,3,6,0,0,0,0,0,0,0,0,1.18,76,69,0,0,0,384,380,61,18
Steve Harper,43,Premier League,2013/2014,Goalkeeper,Hull City,1099,494,605,England,13,5,6,0,0,0,0,0,0,0,0,3,2,1,19,6,13,1,0,0,0,0,0,0,0,1.56,58,85,1099,0,0.08,385,381,134,14
Joe Hart,31,Premier League,2013/2014,Goalkeeper,Manchester City,2790,1350,1440,England,31,15,16,0,0,0,0,0,0,0,0,13,7,6,27,9,18,1,0,0,0,0,0,0,0,0.87,103,90,2790,0,0.03,374,382,22,23
Vincent Kompany,32,Premier League,2013/2014,Defender,Manchester City,2365,1185,1180,Belgium,28,14,14,4,2,2,1,1,0,0,0,10,5,5,26,11,15,7,1,0.19,0.04,0.15,0.15,0.15,591,0.99,91,84,296,2365,0.3,120,229,28,8
Joleon Lescott,36,Premier League,2013/2014,Defender,Manchester City,783,584,199,England,10,6,2,0,0,0,0,0,0,0,0,6,5,1,6,2,4,0,0,0,0,0,0,0,0,0.69,131,78,0,0,0,386,383,6,20
Gaël Clichy,33,Premier League,2013/2014,Defender,Manchester City,1660,670,990,France,20,7,11,0,0,0,0,0,0,0,0,8,5,3,17,3,14,1,0,0,0,0,0,0,0,0.92,98,83,1660,0,0.05,388,372,25,17
Pablo Zabaleta,33,Premier League,2013/2014,Defender,Manchester City,3079,1620,1459,Argentina,35,18,16,1,1,0,6,5,1,0,0,15,9,6,28,11,17,11,0,0.2,0.18,0.03,0.06,0,3079,0.82,110,88,280,513,0.32,251,79,19,12
David Silva,32,Premier League,2013/2014,Midfielder,Manchester City,2173,1183,990,Spain,27,15,11,7,3,4,9,4,5,0,0,12,8,4,20,8,12,5,0,0.66,0.37,0.29,0.23,0.36,310,0.83,109,80,435,241,0.21,58,10,-1,6
Gnégnéri Yaya Touré,35,Premier League,2013/2014,Midfielder,Manchester City,2927,1423,1504,Côte d'Ivoire,35,16,19,20,12,8,9,6,3,6,0,15,9,6,27,8,19,4,0,0.89,0.28,0.61,0.76,0.48,146,0.83,108,84,732,325,0.12,13,28,-1,1
Jesús Navas,33,Premier League,2013/2014,Midfielder,Manchester City,1775,965,810,Spain,30,10,8,4,3,1,7,7,0,0,0,13,8,5,14,5,9,0,0,0.56,0.35,0.2,0.28,0.11,444,0.71,127,59,0,254,0,98,14,-1,9
Fernando,33,Premier League,2013/2014,Midfielder,Manchester City,2609,1276,1333,Brazil,33,15,14,5,4,1,3,1,2,0,0,14,10,4,26,9,17,8,0,0.28,0.1,0.17,0.28,0.07,522,0.9,100,79,326,870,0.28,112,136,-1,7
Sergio Aguero,30,Premier League,2013/2014,Forward,Manchester City,1538,830,708,Argentina,23,11,9,17,10,7,6,4,2,0,1,8,6,2,12,3,9,4,0,1.35,0.35,0.99,1.08,0.89,90,0.7,128,67,385,256,0.23,1,15,-1,2
Edin Džeko,32,Premier League,2013/2014,Forward,Manchester City,1992,910,1082,Bosnia and Herzegovina,31,10,13,16,6,10,1,1,0,0,0,13,8,5,19,7,12,4,0,0.77,0.05,0.72,0.59,0.83,125,0.86,105,64,498,1992,0.18,5,210,-1,3
Samir Nasri,31,Premier League,2013/2014,Midfielder,Manchester City,2498,1210,1288,France,34,13,16,7,7,0,7,3,4,0,0,15,10,5,25,8,17,3,0,0.5,0.25,0.25,0.52,0,357,0.9,100,73,833,357,0.11,69,39,-1,5
Javi García,31,Premier League,2013/2014,Midfielder,Manchester City,1526,652,874,Spain,29,6,8,0,0,0,0,0,0,0,0,11,6,5,16,5,11,7,0,0,0,0,0,0,0,0.94,95,53,218,0,0.41,389,384,-1,16
Álvaro Negredo Sánchez,33,Premier League,2013/2014,Forward,Manchester City,1724,986,738,Spain,32,12,9,9,7,2,3,2,1,0,0,15,10,5,17,6,11,1,0,0.63,0.16,0.47,0.64,0.24,192,0.89,101,54,1724,575,0.05,26,87,-1,4
James Milner,32,Premier League,2013/2014,Midfielder,Manchester City,1358,578,780,England,31,5,7,1,0,1,4,2,2,0,0,13,8,5,15,4,11,3,0,0.33,0.27,0.07,0,0.12,1358,0.99,91,44,453,340,0.2,195,34,-1,13
Aleksandar Kolarov,33,Premier League,2013/2014,Defender,Manchester City,1970,1079,891,Serbia,30,12,9,1,0,1,6,3,3,0,0,12,7,5,17,8,9,2,0,0.32,0.27,0.05,0,0.1,1970,0.78,116,66,985,328,0.09,231,33,16,14
Jack Rodwell,27,Premier League,2013/2014,Midfielder,Manchester City,108,16,92,England,5,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,-1,-1,-1,18
Costel Pantilimon,31,Premier League,2013/2014,Goalkeeper,Manchester City,630,360,270,Romania,7,4,3,0,0,0,0,0,0,0,0,3,3,0,5,2,3,1,0,0,0,0,0,0,0,0.71,126,90,630,0,0.14,390,386,10,19
Tim Krul,30,Premier League,2013/2014,Goalkeeper,Newcastle United,3240,1620,1620,Netherlands,36,18,18,0,0,0,0,0,0,0,0,10,6,4,49,22,27,0,0,0,0,0,0,0,0,1.36,66,90,0,0,0,391,387,100,16
Fabricio Coloccini,36,Premier League,2013/2014,Defender,Newcastle United,2405,1260,1145,Argentina,27,14,13,0,0,0,0,0,0,0,0,7,5,2,38,15,23,2,0,0,0,0,0,0,0,1.42,63,89,1203,0,0.07,392,388,114,20
Mathieu Debuchy,33,Premier League,2013/2014,Defender,Newcastle United,2494,1235,1259,France,29,13,15,1,0,1,2,1,1,0,0,9,5,4,39,17,22,9,1,0.11,0.07,0.04,0,0.07,2494,1.41,64,86,249,1247,0.36,238,170,110,9
Steven Taylor,32,Premier League,2013/2014,Defender,Newcastle United,730,281,449,England,10,3,6,1,1,0,0,0,0,0,0,2,1,1,17,8,9,1,1,0.12,0,0.12,0.32,0,730,2.1,43,73,365,0,0.25,144,389,171,10
Mapou Yanga-Mbiwa,29,Premier League,2013/2014,Defender,Newcastle United,1499,737,762,France,23,9,8,0,0,0,0,0,0,0,0,6,4,2,22,7,15,6,1,0,0,0,0,0,0,1.32,68,65,214,0,0.42,393,390,84,23
Hatem Ben Arfa,31,Premier League,2013/2014,Midfielder,Newcastle United,1305,708,597,France,27,6,7,3,1,2,3,2,1,1,0,6,3,3,28,14,14,1,0,0.41,0.21,0.21,0.13,0.3,435,1.93,47,48,1305,435,0.07,96,56,-1,4
Jonás Manuel Gutiérrez,35,Premier League,2013/2014,Midfielder,Newcastle United,260,78,182,Argentina,6,1,2,0,0,0,0,0,0,0,0,1,1,0,5,0,5,0,0,0,0,0,0,0,0,1.73,52,43,0,0,0,-1,-1,-1,22
Cheik Ismaël Tioté,32,Premier League,2013/2014,Midfielder,Newcastle United,2764,1226,1538,Côte d'Ivoire,33,14,17,0,0,0,1,1,0,0,0,8,4,4,44,17,27,10,0,0.03,0.03,0,0,0,0,1.43,63,84,276,2764,0.33,394,235,-1,21
Moussa Sissoko,29,Premier League,2013/2014,Midfielder,Newcastle United,3036,1472,1564,France,35,17,18,3,1,2,5,2,3,0,0,10,6,4,48,20,28,8,0,0.24,0.15,0.09,0.06,0.12,1012,1.42,63,87,380,607,0.24,176,97,-1,5
Yoan Gouffran,32,Premier League,2013/2014,Midfielder,Newcastle United,2620,1297,1323,France,35,15,16,6,5,1,3,0,3,0,0,9,6,3,44,19,25,3,0,0.31,0.1,0.21,0.35,0.07,437,1.51,60,75,873,873,0.1,97,139,-1,3
Papiss Demba Cissé,33,Premier League,2013/2014,Forward,Newcastle United,1381,796,585,Senegal,24,9,6,2,2,0,2,1,1,1,0,6,5,1,27,14,13,0,0,0.26,0.13,0.13,0.23,0,691,1.76,51,58,0,691,0,135,106,-1,7
Vurnon Anita,29,Premier League,2013/2014,Midfielder,Newcastle United,2464,1300,1164,Netherlands,34,15,13,1,0,1,1,1,0,0,0,10,6,4,43,21,22,2,0,0.07,0.04,0.04,0,0.08,2464,1.57,57,72,1232,2464,0.07,240,219,-1,11
Paul Dummett,27,Premier League,2013/2014,Defender,Newcastle United,1142,521,621,Wales,18,5,6,1,1,0,0,0,0,0,0,3,3,0,23,9,14,2,1,0.08,0,0.08,0.17,0,1142,1.81,50,63,381,0,0.24,178,391,155,8
Sammy Ameobi,26,Premier League,2013/2014,Midfielder,Newcastle United,373,153,220,England,10,2,2,0,0,0,0,0,0,0,0,2,1,1,8,4,4,1,0,0,0,0,0,0,0,1.93,47,37,373,0,0.24,395,392,-1,19
Rob Elliot,32,Premier League,2013/2014,Goalkeeper,Newcastle United,180,90,90,Republic of Ireland,2,1,1,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,0,0,3.5,26,90,0,0,0,-1,-1,-1,18
Sylvain Marveaux,32,Premier League,2013/2014,Midfielder,Newcastle United,224,209,15,France,9,2,0,0,0,0,0,0,0,0,0,3,3,0,5,5,0,0,0,0,0,0,0,0,0,2.01,45,25,0,0,0,-1,-1,-1,17
Shola Ameobi,37,Premier League,2013/2014,Forward,Newcastle United,1281,791,490,Nigeria,26,9,5,2,2,0,0,0,0,0,0,9,5,4,10,5,5,2,1,0.14,0,0.14,0.23,0,641,0.7,128,49,641,0,0.14,132,393,-1,6
John Michael Nchekwube Obinna,31,Premier League,2013/2014,Midfielder,Chelsea,1063,374,689,Nigeria,24,3,8,1,1,0,1,0,1,0,0,12,4,8,8,1,7,3,0,0.17,0.08,0.08,0.24,0,1063,0.68,133,44,354,1063,0.25,179,161,-1,15
Cesar Azpilicueta,29,Premier League,2013/2014,Defender,Chelsea,2325,1057,1268,Spain,29,12,14,0,0,0,0,0,0,0,0,14,6,8,18,8,10,1,0,0,0,0,0,0,0,0.7,129,80,2325,0,0.04,396,394,9,21
Yacouba Sylla,27,Premier League,2013/2014,Midfielder,Aston Villa,547,330,217,Mali,11,3,2,0,0,0,0,0,0,0,0,3,1,2,8,6,2,1,0,0,0,0,0,0,0,1.32,68,50,547,0,0.16,397,395,-1,11
Joe Bennett,28,Premier League,2013/2014,Defender,Aston Villa,244,160,84,England,5,2,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,2,0,0,0,0,0,0,0,0.37,244,49,122,0,0.74,-1,-1,-1,14
John Arne Semundseth Riise,38,Premier League,2013/2014,Defender,Fulham,1487,766,721,Norway,20,9,8,0,0,0,0,0,0,0,0,1,1,0,45,19,26,2,0,0,0,0,0,0,0,2.72,33,74,744,0,0.12,398,396,180,30
Scott Parker,38,Premier League,2013/2014,Midfielder,Fulham,2318,1157,1161,England,29,14,13,2,1,1,1,1,0,0,0,2,2,0,58,28,30,7,0,0.12,0.04,0.08,0.08,0.08,1159,2.25,40,80,331,2318,0.27,181,218,-1,8
Alexander Kačaniklić,27,Premier League,2013/2014,Midfielder,Fulham,1301,529,772,Sweden,23,6,9,1,1,0,0,0,0,0,0,2,2,0,28,6,22,0,0,0.07,0,0.07,0.17,0,1301,1.94,46,57,0,0,0,199,397,-1,12
