full_name,age,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Sergio Germán Romero,31,Premier League,2015/2016,Goalkeeper,Manchester United,360,180,180,Argentina,4,2,2,0,0,0,0,0,0,0,0,3,2,1,2,0,2,0,0,0,0,0,0,0,0,0.5,180,90,0,0,0,311,432,2,15
Matteo Darmian,28,Premier League,2015/2016,Defender,Manchester United,1931,901,1030,Italy,28,10,14,1,1,0,0,0,0,0,0,16,10,6,16,2,14,8,0,0.05,0,0.05,0.1,0,1931,0.75,121,69,241,0,0.37,223,427,12,14
Daley Blind,28,Premier League,2015/2016,Defender,Manchester United,3117,1587,1530,Netherlands,35,18,17,1,1,0,1,0,1,0,0,15,11,4,32,8,24,2,0,0.06,0.03,0.03,0.06,0,3117,0.92,97,89,1559,3117,0.06,242,238,37,8
Chris Smalling,29,Premier League,2015/2016,Defender,Manchester United,3150,1530,1620,England,35,17,18,0,0,0,1,0,1,0,0,17,11,6,28,6,22,8,0,0.03,0.03,0,0,0,0,0.8,113,90,394,3150,0.23,344,237,19,25
Luke Shaw,23,Premier League,2015/2016,Defender,Manchester United,450,270,180,England,5,3,2,0,0,0,1,0,1,0,0,3,2,1,3,1,2,1,0,0.2,0.2,0,0,0,0,0.6,150,90,450,450,0.2,345,67,7,24
Michael Carrick,37,Premier League,2015/2016,Midfielder,Manchester United,1973,875,1098,England,28,10,12,0,0,0,0,0,0,0,0,11,7,4,22,5,17,4,0,0,0,0,0,0,0,1,90,70,493,0,0.18,346,310,-1,23
Ashley Young,33,Premier League,2015/2016,Midfielder,Manchester United,1061,473,588,England,18,5,6,1,1,0,2,2,0,0,0,7,4,3,16,4,12,5,0,0.25,0.17,0.08,0.19,0,1061,1.36,66,59,212,531,0.42,189,83,-1,11
Juan Mata,30,Premier League,2015/2016,Midfielder,Manchester United,2900,1523,1377,Spain,38,17,17,6,3,3,5,2,3,1,0,18,12,6,25,6,19,6,1,0.34,0.16,0.19,0.18,0.2,483,0.78,116,76,483,580,0.19,99,86,-1,3
Morgan Schneiderlin,29,Premier League,2015/2016,Midfielder,Manchester United,2205,1142,1063,France,29,13,12,1,0,1,0,0,0,0,0,16,10,6,19,5,14,3,0,0.04,0,0.04,0,0.08,2205,0.78,116,76,735,0,0.12,226,307,-1,12
Wayne Rooney,33,Premier League,2015/2016,Forward,Manchester United,2409,1217,1192,England,28,14,13,8,4,4,6,3,3,1,0,14,9,5,20,5,15,4,0,0.52,0.22,0.3,0.3,0.3,301,0.75,120,86,602,402,0.15,59,44,-1,2
Memphis Depay,24,Premier League,2015/2016,Forward,Manchester United,1477,727,750,Netherlands,29,8,8,2,1,1,0,0,0,0,0,12,9,3,18,4,14,2,0,0.12,0,0.12,0.12,0.12,739,1.1,82,51,739,0,0.12,140,303,-1,7
Bastian Schweinsteiger,34,Premier League,2015/2016,Midfielder,Manchester United,1202,619,583,Germany,18,7,6,1,0,1,0,0,0,0,0,11,7,4,10,2,8,3,0,0.07,0,0.07,0,0.15,1202,0.75,120,67,401,0,0.22,204,301,-1,13
Ander Herrera,29,Premier League,2015/2016,Midfielder,Manchester United,1533,766,767,Spain,27,7,10,3,2,1,2,0,2,1,0,13,8,5,14,5,9,4,0,0.29,0.12,0.18,0.23,0.12,511,0.82,110,57,383,767,0.23,107,122,-1,6
Antonio Valencia,33,Premier League,2015/2016,Defender,Manchester United,853,561,292,Ecuador,14,6,2,0,0,0,3,3,0,0,0,9,7,2,5,1,4,1,0,0.32,0.32,0,0,0,0,0.53,171,61,853,284,0.11,347,20,5,19
Paddy McNair,23,Premier League,2015/2016,Midfielder,Manchester United,311,89,222,Northern Ireland,8,1,2,0,0,0,0,0,0,0,0,2,2,0,6,1,5,0,0,0,0,0,0,0,0,1.74,52,39,0,0,0,348,297,-1,22
Michel Vorm,35,Premier League,2015/2016,Goalkeeper,Tottenham Hotspur,90,0,90,Netherlands,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,20
Jan Vertonghen,31,Premier League,2015/2016,Defender,Tottenham Hotspur,2595,1350,1245,Belgium,29,15,14,0,0,0,0,0,0,0,0,9,6,3,28,11,17,5,0,0,0,0,0,0,0,0.97,93,89,519,0,0.17,349,294,43,17
Kyle Walker,28,Premier League,2015/2016,Defender,Tottenham Hotspur,2943,1530,1413,England,33,17,16,1,1,0,3,2,1,0,0,12,7,5,27,13,14,7,0,0.12,0.09,0.03,0.06,0,2943,0.83,109,89,420,981,0.21,244,147,22,11
Toby Alderweireld,29,Premier League,2015/2016,Defender,Tottenham Hotspur,3420,1710,1710,Belgium,38,19,19,4,4,0,2,0,2,0,0,13,8,5,34,14,20,3,0,0.16,0.05,0.11,0.21,0,855,0.89,101,90,1140,1710,0.08,152,209,32,6
Ben Davies,25,Premier League,2015/2016,Defender,Tottenham Hotspur,1288,560,728,Wales,17,6,8,0,0,0,2,2,0,0,0,5,3,2,16,4,12,3,0,0.14,0.14,0,0,0,0,1.12,81,76,429,644,0.21,350,103,62,15
Moussa Dembele,31,Premier League,2015/2016,Midfielder,Tottenham Hotspur,2273,1109,1164,Belgium,29,13,14,3,2,1,1,0,1,0,0,11,7,4,18,8,10,3,0,0.16,0.04,0.12,0.16,0.08,758,0.71,126,78,758,2273,0.12,146,219,-1,7
Nacer Chadli,29,Premier League,2015/2016,Midfielder,Tottenham Hotspur,933,390,543,Belgium,29,5,5,3,2,1,2,0,2,0,0,12,7,5,10,2,8,1,0,0.48,0.19,0.29,0.46,0.17,311,0.96,93,32,933,467,0.1,66,72,-1,8
Christian Eriksen,26,Premier League,2015/2016,Midfielder,Tottenham Hotspur,2941,1495,1446,Denmark,35,17,16,6,3,3,13,6,7,0,0,11,7,4,31,13,18,2,0,0.58,0.4,0.18,0.18,0.19,490,0.95,95,84,1471,226,0.06,106,11,-1,3
Nabil Bentaleb,24,Premier League,2015/2016,Midfielder,Tottenham Hotspur,168,111,57,Algeria,5,1,1,0,0,0,0,0,0,0,0,1,1,0,3,2,1,1,0,0,0,0,0,0,0,1.61,56,34,168,0,0.54,-1,-1,-1,16
Eric Dier,24,Premier League,2015/2016,Midfielder,Tottenham Hotspur,3268,1605,1663,England,37,18,19,3,3,0,2,1,1,0,0,12,7,5,34,14,20,10,0,0.14,0.06,0.08,0.17,0,1089,0.94,96,88,327,1634,0.28,190,194,-1,9
Harry Kane,25,Premier League,2015/2016,Forward,Tottenham Hotspur,3370,1675,1695,England,38,19,19,25,10,15,1,0,1,5,0,13,8,5,32,12,20,5,0,0.69,0.03,0.67,0.54,0.8,135,0.85,105,89,674,3370,0.13,6,236,-1,1
Ryan Mason,27,Premier League,2015/2016,Midfielder,Tottenham Hotspur,798,389,409,England,22,4,4,1,0,1,0,0,0,0,0,7,4,3,10,5,5,3,0,0.11,0,0.11,0,0.22,798,1.13,80,36,266,0,0.34,150,322,-1,10
Erik Lamela,26,Premier League,2015/2016,Midfielder,Tottenham Hotspur,2384,1280,1104,Argentina,34,15,13,5,2,3,9,5,4,0,0,12,7,5,26,12,14,9,0,0.53,0.34,0.19,0.14,0.24,477,0.98,92,70,265,265,0.34,100,15,-1,4
Dele Alli,22,Premier League,2015/2016,Midfielder,Tottenham Hotspur,2482,1287,1195,England,33,14,14,10,2,8,9,5,4,0,0,12,7,5,20,9,11,7,0,0.69,0.33,0.36,0.14,0.6,248,0.73,124,75,355,276,0.25,33,18,-1,2
Hugo Lloris,31,Premier League,2015/2016,Goalkeeper,Tottenham Hotspur,3330,1710,1620,France,37,19,18,0,0,0,0,0,0,0,0,13,8,5,33,14,19,0,0,0,0,0,0,0,0,0.89,101,90,0,0,0,351,319,30,18
Kieran Trippier,28,Premier League,2015/2016,Defender,Tottenham Hotspur,458,180,278,England,6,2,3,1,1,0,1,0,1,0,0,1,1,0,4,1,3,1,0,0.39,0.2,0.2,0.5,0,458,0.79,115,76,458,458,0.2,96,61,17,12
Kevin Wimmer,26,Premier League,2015/2016,Defender,Tottenham Hotspur,812,360,452,Austria,10,4,5,0,0,0,0,0,0,0,0,4,2,2,6,3,3,2,0,0,0,0,0,0,0,0.67,135,81,406,0,0.22,352,316,10,19
Tom Carroll,26,Premier League,2015/2016,Midfielder,Tottenham Hotspur,503,209,294,England,19,2,2,1,1,0,0,0,0,0,0,8,4,4,7,0,7,3,0,0.18,0,0.18,0.43,0,503,1.25,72,26,168,0,0.54,105,290,-1,13
Artur Boruc,38,Premier League,2015/2016,Goalkeeper,AFC Bournemouth,2880,1530,1350,Poland,32,17,15,0,0,0,0,0,0,0,0,7,4,3,49,28,21,2,0,0,0,0,0,0,0,1.53,59,90,1440,0,0.06,353,287,143,20
Tommy Elphick,31,Premier League,2015/2016,Defender,AFC Bournemouth,1012,472,540,England,12,5,6,1,1,0,0,0,0,0,0,0,0,0,21,8,13,1,0,0.09,0,0.09,0.19,0,1012,1.87,48,84,1012,0,0.09,169,264,166,11
Simon Francis,33,Premier League,2015/2016,Defender,AFC Bournemouth,3387,1710,1677,England,38,19,19,0,0,0,4,1,3,0,0,7,4,3,64,31,33,6,1,0.11,0.11,0,0,0,0,1.7,53,89,484,847,0.19,354,132,157,15
Charlie Daniels,32,Premier League,2015/2016,Defender,AFC Bournemouth,3286,1666,1620,England,37,19,18,3,1,2,5,4,1,2,0,7,4,3,60,30,30,2,0,0.22,0.14,0.08,0.05,0.11,1095,1.64,55,89,1643,657,0.05,192,100,150,8
Steve Cook,27,Premier League,2015/2016,Defender,AFC Bournemouth,3196,1576,1620,England,36,18,18,4,2,2,0,0,0,0,0,7,4,3,61,30,31,5,0,0.11,0,0.11,0.11,0.11,799,1.72,52,89,639,0,0.14,159,260,158,5
Andrew Surman,32,Premier League,2015/2016,Midfielder,AFC Bournemouth,3420,1710,1710,England,38,19,19,0,0,0,3,2,1,0,0,7,4,3,64,31,33,4,0,0.08,0.08,0,0,0,0,1.68,53,90,855,1140,0.11,355,178,-1,14
Dan Gosling,28,Premier League,2015/2016,Midfielder,AFC Bournemouth,2445,1262,1183,England,34,15,13,3,1,2,1,1,0,0,0,7,4,3,43,23,20,6,0,0.15,0.04,0.11,0.07,0.15,815,1.58,57,72,408,2445,0.22,155,220,-1,6
Marc Pugh,31,Premier League,2015/2016,Midfielder,AFC Bournemouth,1336,724,612,England,26,8,7,3,0,3,2,1,1,0,0,3,3,0,29,13,16,1,0,0.34,0.13,0.2,0,0.44,445,1.95,46,51,1336,668,0.07,97,104,-1,7
Matt Ritchie,29,Premier League,2015/2016,Midfielder,AFC Bournemouth,2978,1345,1633,Scotland,37,15,18,4,4,0,6,4,2,0,0,6,3,3,55,23,32,5,0,0.3,0.18,0.12,0.27,0,745,1.66,54,80,596,496,0.15,142,77,-1,3
Callum Wilson,26,Premier League,2015/2016,Forward,AFC Bournemouth,771,326,445,England,13,3,6,5,2,3,0,0,0,1,0,1,1,0,14,3,11,0,0,0.58,0,0.58,0.55,0.61,154,1.63,55,59,0,0,0,9,256,-1,2
Joshua King,26,Premier League,2015/2016,Forward,AFC Bournemouth,1924,868,1056,Norway,31,11,13,6,3,3,2,1,1,0,0,4,1,3,38,20,18,1,0,0.37,0.09,0.28,0.31,0.26,321,1.78,51,62,1924,962,0.05,69,160,-1,1
Max-Alain Gradel,30,Premier League,2015/2016,Forward,AFC Bournemouth,899,453,446,Côte d'Ivoire,14,6,5,1,1,0,2,1,1,0,0,2,1,1,18,9,9,1,0,0.3,0.2,0.1,0.2,0,899,1.8,50,64,899,450,0.1,168,64,-1,12
Eunan O'Kane,28,Premier League,2015/2016,Midfielder,AFC Bournemouth,749,362,387,Republic of Ireland,16,2,4,0,0,0,1,0,1,0,0,3,3,0,19,6,13,2,0,0.12,0.12,0,0,0,0,2.28,39,47,375,749,0.24,343,120,-1,16
Adam Smith,27,Premier League,2015/2016,Defender,AFC Bournemouth,2093,1003,1090,England,31,10,12,2,1,1,0,0,0,0,0,7,4,3,34,16,18,5,0,0.09,0,0.09,0.09,0.08,1047,1.46,62,68,419,0,0.22,179,246,125,10
Adam Federici,33,Premier League,2015/2016,Goalkeeper,AFC Bournemouth,496,136,360,Australia,6,2,4,0,0,0,0,0,0,0,0,0,0,0,15,3,12,0,0,0,0,0,0,0,0,2.72,33,83,0,0,0,356,253,184,17
Sylvain Distin,40,Premier League,2015/2016,Defender,AFC Bournemouth,840,450,390,France,12,5,4,0,0,0,0,0,0,0,0,2,1,1,20,9,11,0,0,0,0,0,0,0,0,2.14,42,70,0,0,0,358,252,179,18
Bradley Guzan,34,Premier League,2015/2016,Goalkeeper,Aston Villa,2520,1260,1260,USA,28,14,14,0,0,0,0,0,0,0,0,2,1,1,55,27,28,2,0,0,0,0,0,0,0,1.96,46,90,1260,0,0.07,359,249,172,11
Micah Richards,30,Premier League,2015/2016,Defender,Aston Villa,2046,1031,1015,England,24,12,11,1,1,0,1,0,1,0,0,4,2,2,51,25,26,3,0,0.09,0.04,0.04,0.09,0,2046,2.24,40,85,682,2046,0.13,233,223,181,10
Ciaran Clark,29,Premier League,2015/2016,Defender,Aston Villa,1440,630,810,Republic of Ireland,18,7,9,1,0,1,0,0,0,0,0,5,4,1,28,11,17,6,0,0.06,0,0.06,0,0.11,1440,1.75,51,80,240,0,0.38,207,278,159,7
Jordan Amavi,24,Premier League,2015/2016,Defender,Aston Villa,836,450,386,France,10,5,4,0,0,0,2,1,1,0,0,2,1,1,13,5,8,2,0,0.22,0.22,0,0,0,0,1.4,64,84,418,418,0.22,360,46,118,23
Scott Sinclair,29,Premier League,2015/2016,Midfielder,Aston Villa,1597,806,791,England,27,10,9,2,2,0,0,0,0,1,0,3,2,1,33,17,16,0,0,0.11,0,0.11,0.22,0,799,1.86,48,59,0,0,0,154,285,-1,3
Ashley Westwood,28,Premier League,2015/2016,Midfielder,Aston Villa,2719,1316,1403,England,32,15,16,2,2,0,2,0,2,0,0,5,3,2,57,27,30,6,0,0.13,0.07,0.07,0.14,0,1360,1.89,48,85,453,1360,0.2,200,187,-1,4
Leandro Bacuna,27,Premier League,2015/2016,Midfielder,Aston Villa,2418,1179,1239,Curaçao,31,13,14,1,0,1,0,0,0,0,0,6,4,2,42,22,20,8,0,0.04,0,0.04,0,0.07,2418,1.56,58,78,302,0,0.3,239,268,-1,8
Idrissa Gana Gueye,29,Premier League,2015/2016,Midfielder,Aston Villa,3076,1592,1484,Senegal,35,18,17,0,0,0,1,1,0,0,0,6,4,2,62,32,30,10,0,0.03,0.03,0,0,0,0,1.81,50,88,308,3076,0.29,361,239,-1,22
Jordan Veretout,25,Premier League,2015/2016,Midfielder,Aston Villa,1824,970,854,France,25,11,10,0,0,0,5,3,2,0,0,5,3,2,36,17,19,4,0,0.25,0.25,0,0,0,0,1.78,51,73,456,365,0.2,362,31,-1,21
Gabby Agbonlahor,32,Premier League,2015/2016,Forward,Aston Villa,1036,479,557,England,15,6,7,1,1,0,2,1,1,0,0,2,1,1,20,8,12,0,0,0.26,0.17,0.09,0.19,0,1036,1.74,52,69,0,518,0,178,81,-1,9
Jordan Ayew,27,Premier League,2015/2016,Forward,Aston Villa,2353,1254,1099,Ghana,30,14,13,7,4,3,0,0,0,1,0,5,3,2,47,23,24,7,1,0.27,0,0.27,0.29,0.25,336,1.8,50,78,294,0,0.31,72,273,-1,1
Rudy Gestede,30,Premier League,2015/2016,Forward,Aston Villa,1654,808,846,Benin,32,7,7,5,2,3,2,0,2,0,0,3,1,2,33,17,16,2,0,0.38,0.11,0.27,0.22,0.32,331,1.8,50,52,827,827,0.11,71,134,-1,2
Carlos Sánchez,32,Premier League,2015/2016,Midfielder,Aston Villa,1370,717,653,Colombia,20,9,7,0,0,0,0,0,0,0,0,3,2,1,27,14,13,3,0,0,0,0,0,0,0,1.77,51,69,457,0,0.2,363,314,-1,16
Kieran Richardson,34,Premier League,2015/2016,Defender,Aston Villa,723,264,459,England,11,3,5,0,0,0,1,1,0,0,0,1,0,1,19,7,12,4,0,0.12,0.12,0,0,0,0,2.37,38,66,181,723,0.5,364,123,182,20
Alan Hutton,33,Premier League,2015/2016,Defender,Aston Villa,2330,1170,1160,Scotland,28,13,13,0,0,0,1,0,1,0,0,2,2,0,51,24,27,8,1,0.04,0.04,0,0,0,0,1.97,46,83,291,2330,0.31,365,224,173,19
Mark Bunn,34,Premier League,2015/2016,Goalkeeper,Aston Villa,900,450,450,England,10,5,5,0,0,0,0,0,0,0,0,4,3,1,15,7,8,2,0,0,0,0,0,0,0,1.5,60,90,450,0,0.2,366,407,133,18
John Ruddy,32,Premier League,2015/2016,Goalkeeper,Norwich City,2430,1260,1170,England,27,14,13,0,0,0,0,0,0,0,0,3,2,1,41,19,22,0,0,0,0,0,0,0,0,1.52,59,90,0,0,0,367,405,140,25
Steven Whittaker,34,Premier League,2015/2016,Defender,Norwich City,661,270,391,Scotland,8,3,5,1,0,1,0,0,0,0,0,0,0,0,14,5,9,3,1,0.14,0,0.14,0,0.23,661,1.91,47,83,220,0,0.41,133,401,170,11
Sébastien Aymar Bassong Nguena,32,Premier League,2015/2016,Defender,Norwich City,2789,1350,1439,Cameroon,32,15,15,1,1,0,0,0,0,0,0,4,3,1,50,20,30,4,0,0.03,0,0.03,0.07,0,2789,1.61,56,87,697,0,0.13,250,400,149,13
Russell Martin,32,Premier League,2015/2016,Defender,Norwich City,2698,1260,1438,Scotland,30,14,16,3,1,2,0,0,0,0,0,4,3,1,50,19,31,5,1,0.1,0,0.1,0.07,0.13,899,1.67,54,90,450,0,0.2,165,395,153,5
Alexander Banor Tettey,32,Premier League,2015/2016,Midfielder,Norwich City,1952,900,1052,Norway,23,11,12,2,1,1,0,0,0,0,0,3,3,0,34,11,23,10,0,0.09,0,0.09,0.1,0.09,976,1.57,57,85,195,0,0.46,174,394,-1,8
Wes Hoolahan,36,Premier League,2015/2016,Midfielder,Norwich City,2006,1351,655,Republic of Ireland,30,16,9,4,4,0,8,5,3,1,0,4,4,0,30,19,11,1,0,0.54,0.36,0.18,0.27,0,502,1.35,67,67,2006,251,0.04,103,14,-1,3
Graham Dorrans,31,Premier League,2015/2016,Midfielder,Norwich City,1287,654,633,Scotland,21,7,7,0,0,0,1,1,0,0,0,2,2,0,30,13,17,2,0,0.07,0.07,0,0,0,0,2.1,43,61,644,1287,0.14,368,185,-1,21
Jonathan Howson,30,Premier League,2015/2016,Midfielder,Norwich City,2953,1501,1452,England,36,17,16,3,2,1,4,4,0,0,0,5,4,1,52,23,29,7,0,0.21,0.12,0.09,0.12,0.06,984,1.58,57,82,422,738,0.21,171,128,-1,6
Bradley Johnson,31,Premier League,2015/2016,Midfielder,Norwich City,151,103,48,England,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1.79,50,38,0,0,0,-1,-1,-1,20
Robbie Brady,26,Premier League,2015/2016,Midfielder,Norwich City,2988,1387,1601,Republic of Ireland,36,16,18,3,1,2,2,2,0,0,0,4,3,1,53,20,33,3,0,0.15,0.06,0.09,0.06,0.11,996,1.6,56,83,996,1494,0.09,170,201,-1,7
Lewis Grabban,30,Premier League,2015/2016,Forward,Norwich City,818,502,316,England,21,5,2,1,1,0,0,0,0,0,0,1,1,0,18,11,7,2,0,0.11,0,0.11,0.18,0,818,1.98,45,39,409,0,0.22,153,391,-1,14
Cameron Jerome,32,Premier League,2015/2016,Forward,Norwich City,1775,795,980,England,34,8,11,3,1,2,2,1,1,0,0,4,4,0,30,11,19,2,0,0.25,0.1,0.15,0.11,0.18,592,1.52,59,52,888,888,0.1,125,143,-1,4
Nathan Redmond,24,Premier League,2015/2016,Midfielder,Norwich City,2336,1132,1204,England,35,12,12,6,3,3,3,2,1,0,0,3,3,0,43,16,27,0,0,0.35,0.12,0.23,0.24,0.22,389,1.66,54,67,0,779,0,88,125,-1,2
Andre Wisdom,25,Premier League,2015/2016,Defender,Norwich City,824,496,328,England,10,6,3,0,0,0,0,0,0,0,0,1,1,0,13,7,6,1,0,0,0,0,0,0,0,1.42,63,82,824,0,0.11,369,388,121,15
Declan Rudd,27,Premier League,2015/2016,Goalkeeper,Norwich City,990,450,540,England,11,5,6,0,0,0,0,0,0,0,0,2,2,0,20,7,13,2,0,0,0,0,0,0,0,1.82,50,90,495,0,0.18,370,398,162,16
Ryan Bennett,28,Premier League,2015/2016,Defender,Norwich City,1837,914,923,England,22,10,10,0,0,0,0,0,0,0,0,4,4,0,30,10,20,7,0,0,0,0,0,0,0,1.47,61,84,262,0,0.34,357,422,128,17
Gary O'Neil,35,Premier League,2015/2016,Midfielder,Norwich City,1749,963,786,England,27,10,9,0,0,0,0,0,0,0,0,5,4,1,25,12,13,8,1,0,0,0,0,0,0,1.29,70,65,194,0,0.46,341,430,-1,18
Alex McCarthy,28,Premier League,2015/2016,Goalkeeper,Crystal Palace,630,360,270,England,7,4,3,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,0,0,0,0,0,1,90,90,0,0,0,327,429,46,26
Damien Delaney,37,Premier League,2015/2016,Defender,Crystal Palace,2880,1350,1530,Republic of Ireland,32,15,17,2,0,2,3,1,2,0,0,5,4,1,43,17,26,2,0,0.16,0.09,0.06,0,0.12,1440,1.34,67,90,1440,960,0.06,206,148,111,12
Scott Dann,31,Premier League,2015/2016,Defender,Crystal Palace,3150,1710,1440,England,35,19,16,5,2,3,1,1,0,0,0,8,6,2,39,19,20,7,0,0.17,0.03,0.14,0.11,0.19,630,1.11,81,90,450,3150,0.2,132,234,59,2
Joel Ward,29,Premier League,2015/2016,Defender,Crystal Palace,2692,1440,1252,England,30,16,14,2,1,1,1,1,0,0,0,6,5,1,38,17,21,4,0,0.1,0.03,0.07,0.06,0.07,1346,1.27,71,90,673,2692,0.13,202,233,93,7
Pape N'Diaye Souaré,28,Premier League,2015/2016,Defender,Crystal Palace,3016,1576,1440,Senegal,34,18,16,0,0,0,1,0,1,0,0,7,5,2,41,19,22,7,1,0.03,0.03,0,0,0,0,1.22,74,89,377,3016,0.24,340,240,85,21
Yohan Cabaye,32,Premier League,2015/2016,Midfielder,Crystal Palace,2703,1415,1288,France,33,17,15,5,3,2,1,1,0,3,1,8,6,2,31,12,19,7,0,0.2,0.03,0.17,0.19,0.14,541,1.03,87,82,386,2703,0.23,108,231,-1,3
Jordon Mutch,26,Premier League,2015/2016,Midfielder,Crystal Palace,794,279,515,England,20,1,6,0,0,0,0,0,0,0,0,3,2,1,14,5,9,0,0,0,0,0,0,0,0,1.59,57,40,0,0,0,314,423,-1,20
Jason Puncheon,32,Premier League,2015/2016,Midfielder,Crystal Palace,2625,1351,1274,England,31,16,15,2,1,1,3,1,2,0,0,8,6,2,34,14,20,3,0,0.17,0.1,0.07,0.07,0.07,1313,1.17,77,85,875,875,0.1,201,141,-1,9
James McArthur,31,Premier League,2015/2016,Midfielder,Crystal Palace,2193,1153,1040,Scotland,28,14,12,2,2,0,2,1,1,0,0,6,4,2,27,12,15,5,0,0.16,0.08,0.08,0.16,0,1097,1.11,81,78,439,1097,0.21,188,176,-1,10
Wilfried Zaha,26,Premier League,2015/2016,Midfielder,Crystal Palace,2496,1416,1080,Côte d'Ivoire,34,17,13,2,1,1,1,1,0,0,0,8,6,2,33,16,17,5,0,0.11,0.04,0.07,0.06,0.08,1248,1.19,76,73,499,2496,0.18,197,216,-1,11
Glenn Murray,35,Premier League,2015/2016,Forward,Crystal Palace,796,344,452,England,21,4,4,3,1,2,0,0,0,0,1,6,3,3,17,7,10,2,0,0.34,0,0.34,0.26,0.4,265,1.92,47,38,398,0,0.23,46,417,-1,6
Yannick Bolasie Yala,29,Premier League,2015/2016,Forward,Crystal Palace,2076,1092,984,Congo DR,26,13,10,5,3,2,3,2,1,0,0,6,5,1,19,8,11,2,0,0.35,0.13,0.22,0.25,0.18,415,0.82,109,80,1038,692,0.09,91,109,-1,4
Mile Jedinak,34,Premier League,2015/2016,Midfielder,Crystal Palace,1531,786,745,Australia,27,8,8,0,0,0,0,0,0,0,0,5,4,1,24,11,13,6,0,0,0,0,0,0,0,1.41,64,57,255,0,0.35,315,415,-1,18
Connor Wickham,25,Premier League,2015/2016,Forward,Crystal Palace,1324,623,701,England,21,7,8,5,0,5,3,3,0,1,0,3,3,0,17,7,10,1,0,0.54,0.2,0.34,0,0.64,265,1.16,78,63,1324,441,0.07,43,58,-1,1
Patrick Bamford,25,Premier League,2015/2016,Forward,Norwich City,353,158,195,England,13,1,1,0,0,0,0,0,0,0,0,3,2,1,3,1,2,0,0,0,0,0,0,0,0,0.76,118,27,0,0,0,316,410,-1,19
Wayne Hennessey,31,Premier League,2015/2016,Goalkeeper,Crystal Palace,2610,1350,1260,Wales,29,15,14,0,0,0,0,0,0,0,0,8,6,2,33,15,18,1,0,0,0,0,0,0,0,1.14,79,90,2610,0,0.03,317,362,64,16
Dwight Gayle,28,Premier League,2015/2016,Forward,Crystal Palace,769,510,259,England,16,6,2,3,2,1,0,0,0,0,0,5,4,1,8,3,5,3,1,0.35,0,0.35,0.35,0.35,256,0.94,96,48,256,0,0.35,40,384,-1,5
Martin Kelly,28,Premier League,2015/2016,Defender,Crystal Palace,1042,404,638,England,13,4,7,0,0,0,0,0,0,0,0,3,2,1,12,2,10,3,0,0,0,0,0,0,0,1.04,87,80,347,0,0.26,318,359,51,17
Kasper Schmeichel,32,Premier League,2015/2016,Goalkeeper,Leicester City,3420,1710,1710,Denmark,38,19,19,0,0,0,0,0,0,0,0,15,9,6,34,17,17,2,0,0,0,0,0,0,0,0.89,101,90,1710,0,0.05,319,358,34,15
Robert Huth,34,Premier League,2015/2016,Defender,Leicester City,3150,1620,1530,Germany,35,18,17,3,0,3,0,0,0,0,0,15,9,6,30,16,14,8,0,0.09,0,0.09,0,0.18,1050,0.86,105,90,394,0,0.23,177,352,25,5
Wes Morgan,34,Premier League,2015/2016,Defender,Leicester City,3420,1710,1710,Jamaica,38,19,19,2,1,1,0,0,0,0,0,15,9,6,34,17,17,3,0,0.05,0,0.05,0.05,0.05,1710,0.89,101,90,1140,0,0.08,224,351,31,6
Ritchie De Laet,29,Premier League,2015/2016,Defender,Leicester City,655,371,284,Belgium,12,4,3,1,1,0,0,0,0,0,0,2,2,0,15,9,6,1,0,0.14,0,0.14,0.24,0,655,2.06,44,55,655,0,0.14,135,339,174,10
Jeffrey Schlupp,25,Premier League,2015/2016,Defender,Leicester City,1382,730,652,Ghana,24,7,7,1,0,1,2,1,1,0,0,7,4,3,23,12,11,4,0,0.2,0.13,0.07,0,0.14,1382,1.5,60,58,346,691,0.26,194,114,134,11
Andy King,30,Premier League,2015/2016,Midfielder,Leicester City,1047,521,526,Wales,25,4,5,2,2,0,1,1,0,0,0,8,4,4,15,9,6,2,0,0.26,0.09,0.17,0.35,0,524,1.29,70,42,524,1047,0.17,109,151,-1,7
Marc Albrighton,29,Premier League,2015/2016,Midfielder,Leicester City,2767,1378,1389,England,38,18,16,2,2,0,6,3,3,0,0,15,9,6,22,12,10,4,0,0.26,0.2,0.07,0.13,0,1384,0.72,126,73,692,461,0.13,203,65,-1,8
