Players,Clubs,Position,Total,Goals,A,Yellow,Yellow - Red,Red,Start,Sub,CO,Off,Pen S,Pen SV,Pen M,Pen C,OG,More
Andy Reid,Sunderland,Midfielder,21,2,8,2,0,0,18,4,3,5,0,0,0,0,0,More
Michel Salgado,Blackburn Rovers,Defender,21,0,1,3,0,0,16,20,5,4,0,0,0,0,0,More
Kevin Kilbane,Hull City,Midfielder,21,1,1,2,0,0,15,22,6,4,0,0,0,0,0,More
Bernard Mendy,Hull City,Defender,21,0,0,5,0,1,15,10,6,3,0,0,0,0,0,More
Ricardo Gardner,Bolton Wanderers,Midfielder,21,1,1,1,0,0,11,14,10,5,0,0,0,0,0,More
 Denilson,Arsenal,Midfielder,20,3,1,2,0,0,19,4,1,6,0,0,0,0,0,More
Ledley King,Tottenham Hotspur,Defender,20,2,0,0,0,0,19,1,1,5,0,0,0,0,0,More
James McCarthy,Wigan Athletic,Midfielder,20,1,1,2,0,0,19,7,1,6,0,0,0,0,1,More
Tony Hibbert,Everton,Defender,20,0,1,1,0,0,17,12,3,3,0,0,0,0,0,More
David Jones,Wolverhampton Wanderers,Midfielder,20,1,2,3,0,0,16,8,4,7,0,0,0,0,0,More
David Edwards,Wolverhampton Wanderers,Midfielder,20,1,0,3,0,0,16,6,4,8,0,0,0,0,0,More
Robbie Keane,Tottenham Hotspur,Forward,20,6,2,1,0,0,15,9,5,12,1,0,0,0,0,More
Dickson Etuhu,Fulham,Midfielder,20,0,0,2,0,0,14,10,6,2,0,0,0,0,0,More
Nick Barmby,Hull City,Midfielder,20,0,0,4,0,0,6,31,14,7,0,0,0,0,0,More
Steven Thompson,Burnley,Forward,20,4,0,1,0,0,1,37,19,1,0,0,0,0,0,More
Boudewijn Zenden,Sunderland,Midfielder,20,2,0,1,0,0,1,24,19,0,0,0,0,0,0,More
Aruna Dindane,Portsmouth,Forward,19,8,3,5,0,0,18,4,1,6,1,0,1,0,0,More
Joleon Lescott,Manchester City,Defender,19,1,1,1,0,0,18,1,1,0,0,0,0,0,0,More
Wes Brown,Manchester United,Defender,19,0,0,2,0,0,18,6,1,2,0,0,0,0,0,More
Nadir Belhadj,Portsmouth,Defender,19,3,2,2,0,0,16,11,3,1,0,0,0,0,0,More
Martin Skrtel,Liverpool,Defender,19,1,0,5,0,0,16,10,3,2,0,0,0,0,0,More
Anthony Vanden Borre,Portsmouth,Defender,19,0,2,2,1,0,15,11,4,2,0,0,0,0,1,More
 Deco,Chelsea,Midfielder,19,2,2,4,0,0,14,10,5,6,0,0,0,0,0,More
Nenad Milijas,Wolverhampton Wanderers,Midfielder,19,2,3,1,0,0,12,24,7,10,0,0,0,0,0,More
Alan Hutton,Sunderland,Defender,19,0,1,3,0,1,12,22,7,0,0,0,0,0,0,More
Seyi Olofinjana,Hull City,Midfielder,19,1,0,3,0,0,11,18,8,1,0,0,0,0,0,More
Benni McCarthy,Blackburn Rovers,Forward,19,1,3,1,0,0,9,20,10,6,0,0,0,0,0,More
Jermaine Jenas,Tottenham Hotspur,Midfielder,19,1,2,6,0,0,9,16,10,1,0,0,0,0,0,More
Roque Santa Cruz,Manchester City,Forward,19,3,0,1,0,0,6,21,13,4,0,0,0,0,0,More
Michael Owen,Manchester United,Forward,19,3,0,0,0,0,5,22,14,4,0,0,0,0,0,More
Kevin Phillips,Birmingham City,Forward,19,4,0,0,0,0,2,29,17,1,0,0,0,0,0,More
Jonny Evans,Manchester United,Defender,18,0,0,2,0,0,18,8,0,2,0,0,0,0,0,More
Hassan Yebda,Portsmouth,Midfielder,18,2,0,2,0,0,15,7,3,7,1,0,0,0,0,More
Hayden Mullins,Portsmouth,Midfielder,18,0,0,3,0,0,15,17,3,3,0,0,0,0,0,More
Richard Garcia,Hull City,Midfielder,18,0,1,1,0,0,14,8,4,10,0,0,0,0,1,More
Dave Kitson,Stoke City,Forward,18,3,1,1,0,0,10,12,8,10,0,0,0,0,0,More
John Utaka,Portsmouth,Midfielder,18,1,2,1,0,0,10,13,8,2,0,0,0,0,0,More
Alberto Aquilani,Liverpool,Midfielder,18,1,4,0,0,0,9,16,9,7,0,0,0,0,0,More
Aaron Ramsey,Arsenal,Midfielder,18,3,3,0,0,0,7,18,11,3,0,0,0,0,0,More
Scott Sinclair,Wigan Athletic,Forward,18,1,0,0,0,0,1,35,17,0,0,0,0,0,0,More
Hermann Hreidarsson,Portsmouth,Defender,17,1,0,2,0,0,17,1,0,3,0,0,0,0,0,More
Gary Neville,Manchester United,Defender,17,0,1,3,0,0,15,9,2,2,0,0,0,0,0,More
Maxi Rodriguez,Liverpool,Midfielder,17,1,3,1,0,0,14,3,3,4,0,0,0,0,0,More
Joseph Yobo,Everton,Defender,17,1,0,2,0,0,14,11,3,2,0,0,0,0,1,More
Simon Davies,Fulham,Midfielder,17,0,2,1,0,0,12,6,5,5,0,0,0,0,0,More
Ji Sung Park,Manchester United,Midfielder,17,3,1,0,0,0,10,16,7,7,0,0,0,0,0,More
Yuri Zhirkov,Chelsea,Midfielder,17,0,2,4,0,0,10,18,7,5,0,0,0,0,0,More
Mark Davies,Bolton Wanderers,Midfielder,17,0,0,1,0,0,5,24,12,4,0,0,0,0,0,More
Danny Webber,Portsmouth,Forward,17,1,0,1,0,0,4,18,13,3,0,0,0,0,0,More
Gary Caldwell,Wigan Athletic,Defender,16,2,0,3,0,2,16,0,0,0,0,0,0,0,0,More
Herita N'Kongolo Ilunga,West Ham United,Defender,16,0,0,2,0,0,16,4,0,5,0,0,0,0,0,More
Dean Marney,Hull City,Midfielder,16,1,2,4,0,0,15,3,1,7,0,0,0,0,0,More
Marton Fulop,Sunderland,Goalkeeper,16,0,0,0,0,0,15,9,1,0,0,0,0,2,0,More
Robin van Persie,Arsenal,Forward,16,9,6,3,0,0,14,2,2,3,0,0,0,0,0,More
Adam Johnson,Manchester City,Midfielder,16,1,6,1,0,0,14,2,2,10,0,0,0,0,0,More
John Mensah,Sunderland,Defender,16,1,0,4,0,0,14,4,2,9,0,0,0,0,1,More
Luke Young,Aston Villa,Defender,16,0,0,4,0,0,14,15,2,2,0,0,0,0,0,More
 Alex Costa,Chelsea,Defender,16,1,0,2,0,0,13,10,3,0,0,0,0,0,0,More
Tommy Smith,Portsmouth,Forward,16,1,1,0,0,0,12,7,4,9,0,0,0,0,0,More
Richard Stearman,Wolverhampton Wanderers,Defender,16,1,0,5,1,0,12,10,4,1,0,0,0,0,0,More
Paulo da Silva,Sunderland,Defender,16,0,1,1,0,0,12,23,4,3,0,0,0,0,0,More
Salif Diao,Stoke City,Midfielder,16,1,0,7,0,0,11,9,5,6,0,0,0,0,0,More
Roman Pavlyuchenko,Tottenham Hotspur,Forward,16,5,2,1,0,0,8,21,8,7,0,0,0,0,0,More
Martin Petrov,Manchester City,Forward,16,4,2,0,0,0,8,15,8,5,0,0,0,0,0,More
Leon Cort,Stoke City,Defender,15,0,1,0,0,0,15,12,0,1,0,0,0,0,0,More
Jack Wilshere,Bolton Wanderers,Midfielder,15,1,1,3,0,0,13,12,2,8,0,0,0,0,0,More
Manuel Da Costa,West Ham United,Defender,15,2,0,0,0,0,12,18,3,0,0,0,0,0,0,More
John O'Shea,Manchester United,Defender,15,1,1,0,0,0,12,5,3,1,0,0,0,0,0,More
Greg Halford,Wolverhampton Wanderers,Defender,15,0,0,2,0,0,12,8,3,6,0,0,0,0,0,More
David Bentley,Tottenham Hotspur,Midfielder,15,2,1,1,0,0,11,17,4,4,0,0,0,0,0,More
Vincenzo Grella,Blackburn Rovers,Midfielder,15,0,0,2,1,0,10,11,5,2,0,0,0,0,0,More
Darron Gibson,Manchester United,Midfielder,15,2,2,2,0,0,6,16,9,4,0,0,0,0,0,More
 Jo,Everton,Forward,15,0,2,0,0,0,6,9,9,5,0,0,0,0,0,More
Chris Iwelumo,Wolverhampton Wanderers,Forward,15,0,0,0,0,0,2,16,13,1,0,0,0,0,0,More
Jimmy Bullard,Hull City,Midfielder,14,5,1,0,0,0,13,1,1,3,4,0,1,0,0,More
Michael Essien,Chelsea,Midfielder,14,3,0,2,0,0,13,2,1,0,0,0,0,0,0,More
Danny Fox,Burnley,Defender,14,1,1,3,0,0,13,1,1,3,0,0,0,0,0,More
Sotiris Kyrgiakos,Liverpool,Defender,14,1,0,1,0,1,13,14,1,0,0,0,0,0,0,More
 Anderson,Manchester United,Midfielder,14,1,2,1,0,0,10,11,4,7,0,0,0,0,0,More
Craig Gardner,Birmingham City,Midfielder,14,1,2,4,0,0,10,15,4,3,0,0,0,0,0,More
 Fabio Aurelio,Liverpool,Defender,14,0,2,1,0,0,8,9,6,4,0,0,0,0,0,More
Adlene Guedioura,Wolverhampton Wanderers,Midfielder,14,1,0,2,0,0,7,10,7,5,0,0,0,0,0,More
Victor Moses,Wigan Athletic,Midfielder,14,1,3,0,0,0,2,14,12,1,0,0,0,0,0,More
Wayne Hennessey,Wolverhampton Wanderers,Goalkeeper,13,0,1,0,0,0,13,23,0,0,0,0,0,3,0,More
Steven Caldwell,Burnley,Defender,13,1,0,1,0,1,12,4,1,1,0,0,0,0,0,More
Jlloyd Samuel,Bolton Wanderers,Defender,13,0,0,4,0,1,12,17,1,1,0,0,0,0,1,More
Rio Ferdinand,Manchester United,Defender,13,0,0,0,0,0,12,2,1,0,0,0,0,0,0,More
Mikel Arteta,Everton,Midfielder,13,6,0,3,0,0,11,2,2,3,2,0,0,0,0,More
 Paulo Ferreira,Chelsea,Defender,13,0,0,2,0,0,11,19,2,3,0,0,0,0,0,More
Lars Jacobsen,Blackburn Rovers,Defender,13,0,0,0,0,0,11,8,2,2,0,0,0,0,0,More
Asmir Begovic,Portsmouth,Goalkeeper,13,0,0,0,0,0,11,21,2,0,0,0,0,5,0,More
Patrick Vieira,Manchester City,Midfielder,13,1,2,2,0,0,8,5,5,1,0,0,0,0,0,More
Andrew Keogh,Wolverhampton Wanderers,Forward,13,1,1,4,0,0,8,12,5,4,0,0,0,0,0,More
Kamel Ghilas,Hull City,Forward,13,1,1,0,0,0,6,14,7,4,0,0,0,0,0,More
Zavon Hines,West Ham United,Forward,13,1,1,3,0,0,5,10,8,2,0,0,0,0,0,More
Vladimir Weiss,Bolton Wanderers,Forward,13,0,3,0,0,0,3,30,10,3,0,0,0,0,0,More
Daniel Sturridge,Chelsea,Forward,13,1,0,0,0,0,2,27,11,2,0,0,0,0,0,More
Nicky Shorey,Aston Villa,Defender,12,0,1,1,0,0,12,15,0,0,0,0,0,0,0,More
Philip Jagielka,Everton,Defender,12,0,0,0,0,0,11,1,1,0,0,0,0,0,1,More
Lucas Neill,Everton,Defender,12,0,2,1,0,0,10,5,2,0,0,0,0,0,0,More
Mikael Silvestre,Arsenal,Defender,12,1,0,2,0,0,9,23,3,1,0,0,0,0,0,More
Albert Riera,Liverpool,Midfielder,12,0,4,0,0,0,9,11,3,7,0,0,0,0,0,More
Marcelo Moreno,Wigan Athletic,Forward,12,0,1,0,0,0,9,5,3,7,0,0,0,0,0,More
Papa Bouba Diop,Portsmouth,Midfielder,12,0,0,1,0,0,9,8,3,6,0,0,0,0,0,More
Chris Smalling,Fulham,Defender,12,0,0,0,0,0,9,24,3,0,0,0,0,0,2,More
Angelos Basinas,Portsmouth,Midfielder,12,0,0,3,0,0,7,10,5,2,0,0,0,0,0,More
Kagisho Dikgacoi,Fulham,Midfielder,12,0,0,1,0,1,7,14,5,2,0,0,0,0,0,More
Bjorn Helge Riise,Fulham,Midfielder,12,0,0,0,0,0,5,26,7,3,0,0,0,0,0,More
Matt Duke,Hull City,Goalkeeper,11,0,0,1,0,0,11,22,0,0,0,0,0,4,0,More
Tom Cairney,Hull City,Midfielder,11,1,0,1,0,0,10,9,1,2,0,0,0,0,0,More
Sol Campbell,Arsenal,Defender,11,0,0,3,0,0,10,4,1,0,0,0,0,0,0,More
Michael Duff,Burnley,Defender,11,0,0,5,0,0,10,20,1,1,0,0,0,0,0,More
Jack Cork,Burnley,Midfielder,11,1,3,1,0,0,8,6,3,2,0,0,0,0,0,More
 Ilan,West Ham United,Forward,11,4,0,0,0,0,6,9,5,4,0,0,0,0,0,More
Luis Jimenez,West Ham United,Midfielder,11,1,3,3,0,0,6,10,5,4,1,0,0,0,0,More
Victor Anichebe,Everton,Forward,11,1,1,1,0,0,6,5,5,6,0,0,0,0,0,More
Gavin McCann,Bolton Wanderers,Midfielder,11,0,0,4,0,0,5,8,6,2,0,0,0,0,0,More
Juliano Belletti,Chelsea,Defender,11,0,1,1,0,1,4,16,7,1,0,0,0,0,0,More
Dan Gosling,Everton,Midfielder,11,2,0,0,0,0,3,18,8,2,0,0,0,0,0,More
Stefano Okaka,Fulham,Forward,11,2,0,1,0,0,3,12,8,3,0,0,0,0,0,More
Eidur Gudjohnsen,Tottenham Hotspur,Forward,11,1,0,0,0,0,3,11,8,2,0,0,0,0,0,More
Carlos Vela,Arsenal,Forward,11,1,0,0,0,0,1,19,10,1,0,0,0,0,0,More
 Ricardo Rocha,Portsmouth,Defender,10,0,0,1,1,1,10,2,0,3,0,0,0,0,0,More
Richard Hughes,Portsmouth,Midfielder,10,0,0,5,0,0,9,13,1,4,0,0,0,0,1,More
David Meyler,Sunderland,Midfielder,10,0,0,4,0,1,9,7,1,3,0,0,0,0,0,More
Daniel Gabbidon,West Ham United,Defender,10,0,0,0,0,0,8,12,2,1,0,0,0,0,0,More
Landon Donovan,Everton,Forward,10,2,3,1,0,0,7,3,3,4,0,0,0,0,0,More
Nyron Nosworthy,Sunderland,Defender,10,0,0,3,0,0,7,14,3,1,0,0,0,0,0,More
 Robinho,Manchester City,Forward,10,0,3,0,0,0,6,6,4,7,0,0,0,0,0,More
 Silvinho,Manchester City,Defender,10,0,0,2,0,0,6,21,4,3,0,0,0,0,0,More
Nigel Reo-Coker,Aston Villa,Midfielder,10,0,0,1,0,0,6,18,4,5,0,0,0,0,0,More
Nedum Onuoha,Manchester City,Defender,10,1,1,0,0,0,5,20,5,0,0,0,0,0,0,More
Garry O'Connor,Birmingham City,Forward,10,1,0,2,0,0,5,5,5,2,0,0,0,0,0,More
Kieron Dyer,West Ham United,Midfielder,10,0,1,0,0,0,4,6,6,4,0,0,0,0,0,More
David Elm,Fulham,Forward,10,1,1,0,0,0,3,9,7,2,0,0,0,0,0,More
Quincy Owusu-Abeyie,Portsmouth,Forward,10,0,1,0,0,0,3,8,7,2,0,0,0,0,0,More
Benjani Mwaruwari,Sunderland,Forward,10,0,3,0,0,0,2,14,8,2,0,0,0,0,0,More
Johannes Gudjonsson,Burnley,Midfielder,10,0,0,1,0,0,1,21,9,0,0,0,0,0,0,More
Ibrahima Sonko,Hull City,Defender,9,0,0,0,0,0,9,1,0,0,0,0,0,0,0,More
Armand Traore,Arsenal,Defender,9,0,0,2,0,0,9,12,0,2,0,0,0,0,0,More
Ben Foster,Manchester United,Goalkeeper,9,0,0,0,0,0,9,12,0,0,0,0,0,0,0,More
Javier Garrido,Manchester City,Defender,9,1,0,1,0,0,7,8,2,2,0,0,0,0,0,More
Phil Jones,Blackburn Rovers,Defender,9,0,0,0,0,0,7,8,2,0,0,0,0,0,0,More
Diomansy Kamara,Fulham,Forward,9,1,0,1,0,0,5,6,4,4,0,0,0,0,0,More
Hossam Mido,West Ham United,Forward,9,0,0,2,0,0,5,6,4,5,0,0,1,0,0,More
 Michel,Birmingham City,Midfielder,9,0,1,1,0,0,3,14,6,3,0,0,0,0,0,More
Michael Kightly,Wolverhampton Wanderers,Midfielder,9,0,0,3,0,0,3,6,6,3,0,0,0,0,0,More
Nathan Delfouneso,Aston Villa,Forward,9,1,0,0,0,0,0,25,9,0,0,0,0,0,0,More
Rafael Da Silva,Manchester United,Defender,8,1,1,2,0,0,8,8,0,2,0,0,0,0,0,More
Jose Bosingwa,Chelsea,Defender,8,0,1,0,0,0,8,0,0,4,0,0,0,0,0,More
Tomasz Kuszczak,Manchester United,Goalkeeper,8,0,0,0,0,0,8,24,0,0,0,0,0,2,0,More
Caleb Folan,Hull City,Forward,8,2,0,1,0,0,7,2,1,3,0,0,0,0,0,More
Andrew Johnson,Fulham,Forward,8,0,1,0,0,0,7,2,1,3,0,0,0,0,0,More
Stephen Kelly,Fulham,Defender,8,0,0,1,0,0,7,16,1,3,0,0,0,0,0,More
Segundo Castillo,Wolverhampton Wanderers,Midfielder,8,0,0,1,0,0,7,7,1,4,0,0,0,0,0,More
Jason Koumas,Wigan Athletic,Midfielder,8,1,0,0,0,0,6,12,2,6,0,0,0,0,0,More
Stuart Parnaby,Birmingham City,Defender,8,0,0,2,0,0,6,16,2,2,0,0,0,0,0,More
Gregory Vignal,Birmingham City,Defender,8,0,0,3,0,0,6,22,2,3,0,0,0,0,0,More
Fabian Delph,Aston Villa,Midfielder,8,0,0,3,0,0,4,26,4,4,0,0,0,0,0,More
Frank Nouble,West Ham United,Forward,8,0,0,0,0,0,3,15,5,3,0,0,0,0,0,More
Chris Basham,Bolton Wanderers,Defender,8,0,1,0,0,0,2,10,6,1,0,0,0,0,0,More
Stefan Maierhofer,Wolverhampton Wanderers,Forward,8,1,0,1,1,0,1,14,7,1,0,0,0,0,0,More
Andriy Voronin,Liverpool,Forward,8,0,2,0,0,0,1,8,7,0,0,0,0,0,0,More
James Vaughan,Everton,Forward,8,1,0,0,0,0,0,13,8,0,0,0,0,0,0,More
Chris McCann,Burnley,Midfielder,7,0,0,0,0,0,7,0,0,2,0,0,0,0,0,More
Matthew Kilgallon,Sunderland,Defender,7,0,0,0,0,0,6,11,1,0,0,0,0,0,0,More
Carlo Cudicini,Tottenham Hotspur,Goalkeeper,7,0,0,0,0,0,6,4,1,0,0,0,0,0,0,More
Fabio Daprela,West Ham United,Defender,7,0,0,2,0,0,4,12,3,0,0,0,0,0,0,More
Philipp Degen,Liverpool,Defender,7,0,0,1,0,1,3,13,4,2,0,0,0,0,0,More
Andrew Surman,Wolverhampton Wanderers,Midfielder,7,0,0,0,0,0,3,11,4,0,0,0,0,0,0,More
Lee Carsley,Birmingham City,Midfielder,7,0,0,1,0,0,3,18,4,4,0,0,0,0,0,More
Danny Pugh,Stoke City,Midfielder,7,1,0,0,0,0,1,31,6,0,0,0,0,0,0,More
Gabriel Obertan,Manchester United,Forward,7,0,0,0,0,0,1,13,6,1,0,0,0,0,0,More
Fernando Guerrero,Burnley,Midfielder,7,0,0,0,0,0,0,18,7,0,0,0,0,0,0,More
Franck Queudrue,Birmingham City,Defender,6,0,0,0,0,0,6,9,0,1,0,0,0,0,0,More
Andrew O'Brien,Bolton Wanderers,Defender,6,0,0,0,0,0,6,24,0,1,0,0,0,0,0,More
Jamie Ashdown,Portsmouth,Goalkeeper,6,0,0,0,0,0,5,25,1,0,0,0,0,0,0,More
Habib Beye,Aston Villa,Defender,6,0,0,1,1,0,5,31,1,1,0,0,0,0,0,More
Teemu Tainio,Birmingham City,Midfielder,6,0,0,0,0,0,5,5,1,3,0,0,0,0,0,More
Christian Kalvenes,Burnley,Defender,6,0,0,0,0,0,3,12,3,1,0,0,0,0,0,More
Amr Zaki,Hull City,Forward,6,0,0,0,0,0,2,5,4,2,0,0,0,0,0,More
Vito Mannone,Arsenal,Goalkeeper,5,0,0,1,0,0,5,11,0,0,0,0,0,1,0,More
Steven Gohouri,Wigan Athletic,Defender,5,1,0,2,0,0,4,5,1,0,0,0,0,0,0,More
Ben Watson,Wigan Athletic,Midfielder,5,1,0,0,0,0,4,6,1,2,0,0,0,0,0,More
Lennard Sowah,Portsmouth,Defender,5,0,0,0,0,0,3,4,2,0,0,0,0,0,0,More
Daniel Ayala,Liverpool,Defender,5,0,0,0,0,0,2,8,3,0,0,0,0,0,0,More
Federico Macheda,Manchester United,Forward,5,1,1,0,0,0,1,6,4,1,0,0,0,0,0,More
Gary McSheffrey,Birmingham City,Forward,5,0,0,1,0,0,1,21,4,1,0,0,0,0,0,More
Danny Welbeck,Manchester United,Forward,5,0,0,0,0,0,1,8,4,1,0,0,0,0,0,More
Fabio Da Silva,Manchester United,Defender,5,0,0,0,0,0,1,15,4,0,0,0,0,0,0,More
Mame Biram Diouf,Manchester United,Forward,5,1,0,1,0,0,0,6,5,0,0,0,0,0,0,More
Sam Vokes,Wolverhampton Wanderers,Forward,5,0,0,0,0,0,0,14,5,0,0,0,0,0,0,More
Vladimir Stojkovic,Wigan Athletic,Goalkeeper,4,0,0,0,0,0,4,15,0,0,0,0,0,0,0,More
Lukasz Fabianski,Arsenal,Goalkeeper,4,0,0,1,0,0,4,22,0,0,0,0,0,0,0,More
Jason Brown,Blackburn Rovers,Goalkeeper,4,0,0,0,0,0,3,35,1,0,0,0,0,0,0,More
David Edgar,Burnley,Defender,4,0,0,0,0,0,2,8,2,0,0,0,0,0,0,More
Mike Pollitt,Wigan Athletic,Goalkeeper,4,0,0,0,0,0,2,19,2,0,0,0,0,3,0,More
Craig Eastmond,Arsenal,Defender,4,0,0,0,0,0,2,11,2,2,0,0,0,0,0,More
Steven Reid,Blackburn Rovers,Midfielder,4,0,0,1,0,0,1,7,3,1,0,0,0,0,0,More
Won Hee Cho,Wigan Athletic,Defender,4,0,0,0,0,0,1,15,3,0,0,0,0,0,0,More
Fran Merida,Arsenal,Midfielder,4,1,0,0,0,0,0,10,4,0,0,0,0,0,0,More
Daniel Pacheco,Liverpool,Forward,4,0,0,0,0,0,0,9,4,0,0,0,0,0,0,More
Fabio Borini,Chelsea,Forward,4,0,0,0,0,0,0,10,4,0,0,0,0,0,0,More
Sean Davis,Bolton Wanderers,Midfielder,3,0,0,3,1,0,3,1,0,0,0,0,0,0,0,More
Jonathan Woodgate,Tottenham Hotspur,Defender,3,0,0,0,0,0,3,1,0,1,0,0,0,0,0,More
Kieran Gibbs,Arsenal,Defender,3,0,0,1,0,0,3,10,0,0,0,0,0,0,0,More
Mark Cullen,Hull City,Forward,3,1,0,0,0,0,2,2,1,0,0,0,0,0,0,More
Steve Simonsen,Stoke City,Goalkeeper,3,0,0,0,0,0,2,23,1,0,0,0,0,0,0,More
 Hilario,Chelsea,Goalkeeper,3,0,0,0,0,0,2,25,1,0,0,0,0,1,0,More
Daryl Murphy,Sunderland,Forward,3,0,0,0,0,0,2,8,1,1,0,0,0,0,0,More
Erik Edman,Wigan Athletic,Defender,3,0,0,1,0,0,2,7,1,1,0,0,0,0,0,More
Jay Spearing,Liverpool,Midfielder,3,0,0,0,0,0,1,11,2,1,0,0,0,0,0,More
Dedryk Boyata,Manchester City,Defender,3,0,0,1,0,0,1,9,2,0,0,0,0,0,0,More
Geoffrey Mujangi Bia,Wolverhampton Wanderers,Midfielder,3,0,0,0,0,0,1,5,2,1,0,0,0,0,0,More
Nabil El Zhar,Liverpool,Forward,3,0,0,0,0,0,1,7,2,1,0,0,0,0,0,More
Daniel Cousin,Hull City,Forward,3,0,0,0,0,0,1,3,2,1,0,0,0,0,0,More
Joel Ward,Portsmouth,Defender,3,0,0,0,0,0,1,9,2,0,0,0,0,0,0,More
Seamus Coleman,Everton,Defender,3,0,1,0,0,0,0,18,3,0,0,0,0,0,0,More
David Healy,Sunderland,Forward,3,0,0,0,0,0,0,19,3,0,0,0,0,0,0,More
Marlon King,Wigan Athletic,Forward,3,0,0,0,0,0,0,10,3,0,0,0,0,0,0,More
Marc Albrighton,Aston Villa,Midfielder,3,0,0,0,0,0,0,8,3,0,0,0,0,0,0,More
Will Atkinson,Hull City,Midfielder,2,1,0,1,0,0,2,1,0,0,0,0,0,0,0,More
Curtis Davies,Aston Villa,Defender,2,1,0,0,0,0,2,5,0,0,0,0,0,0,0,More
Ross Turnbull,Chelsea,Goalkeeper,2,0,0,0,0,0,2,11,0,0,0,0,0,0,0,More
Ritchie de Laet,Manchester United,Defender,2,0,0,0,0,0,2,12,0,1,0,0,0,0,0,More
Matt Hill,Wolverhampton Wanderers,Defender,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,More
Kyle Walker,Tottenham Hotspur,Defender,2,0,0,0,0,0,2,6,0,0,0,0,0,0,0,More
Maik Taylor,Birmingham City,Goalkeeper,2,0,0,0,0,0,2,35,0,0,0,0,0,1,0,More
Andrea Dossena,Liverpool,Defender,2,0,0,0,0,0,1,10,1,1,0,0,0,0,0,More
Stuart Holden,Bolton Wanderers,Midfielder,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,More
Philippe Senderos,Arsenal,Defender,2,0,0,0,0,0,1,13,1,0,0,0,0,0,0,More
Liam Cooper,Hull City,Defender,2,0,0,0,0,0,1,8,1,0,0,0,0,0,0,More
Matt Ritchie,Portsmouth,Forward,2,0,0,0,0,0,1,10,1,1,0,0,0,0,0,More
Richard Cresswell,Stoke City,Forward,2,0,0,0,0,0,1,3,1,1,0,0,0,0,0,More
Sam Hutchinson,Chelsea,Defender,2,0,1,0,0,0,0,5,2,0,0,0,0,0,0,More
Jose Baxter,Everton,Forward,2,0,0,0,0,0,0,17,2,0,0,0,0,0,0,More
Fredrik Stoor,Fulham,Defender,2,0,0,0,0,0,0,7,2,0,0,0,0,0,0,More
Frederic Nimani,Burnley,Forward,2,0,0,1,0,0,0,3,2,0,0,0,0,0,0,More
Nemanja Matic,Chelsea,Midfielder,2,0,0,0,0,0,0,10,2,0,0,0,0,0,0,More
Patrick van Aanholt,Chelsea,Defender,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,More
Ki-Hyeon Seol,Fulham,Midfielder,2,0,0,0,0,0,0,6,2,0,0,0,0,0,0,More
Eddie Johnson,Fulham,Forward,2,0,0,1,0,0,0,5,2,0,0,0,0,0,0,More
Jeffrey Bruma,Chelsea,Defender,2,0,0,0,0,0,0,9,2,0,0,0,0,0,0,More
Greg Cunningham,Manchester City,Midfielder,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,More
Daniel Ward,Bolton Wanderers,Midfielder,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,More
Luis Boa Morte,West Ham United,Forward,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,More
Danny Rose,Tottenham Hotspur,Defender,1,1,0,0,0,0,1,12,0,1,0,0,0,0,0,More
Ciaran Clark,Aston Villa,Defender,1,0,0,0,0,0,1,7,0,0,0,0,0,0,0,More
David Stockdale,Fulham,Goalkeeper,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,More
Yildiray Basturk,Blackburn Rovers,Midfielder,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0,More
Amine Linganzi,Blackburn Rovers,Defender,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0,More
Grant Hanley,Blackburn Rovers,Defender,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,More
George Friend,Wolverhampton Wanderers,Defender,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,More
Ben Alnwick,Tottenham Hotspur,Goalkeeper,1,0,0,0,0,0,1,26,0,0,0,0,0,0,0,More
Jake Livermore,Tottenham Hotspur,Midfielder,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,More
Paul Gallagher,Blackburn Rovers,Forward,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,More
Gael Kakuta,Chelsea,Forward,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,More
Jay O'Shea,Birmingham City,Midfielder,1,0,0,0,0,0,0,11,1,0,0,0,0,0,0,More
Abdisalam Ibrahim,Manchester City,Midfielder,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,More
Kyle Naughton,Tottenham Hotspur,Defender,1,0,0,0,0,0,0,10,1,0,0,0,0,0,0,More
Jack Colback,Sunderland,Midfielder,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,More
Mustapha Riga,Bolton Wanderers,Midfielder,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,More
Giovani Dos Santos,Tottenham Hotspur,Forward,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,More
