Players,Clubs,Position,Total,Goals,A,Yellow,Yellow - Red,Red,Start,Sub,CO,Off,Pen S,Pen SV,Pen M,Pen C,OG,More
Frederic Piquionne,Portsmouth,Forward,34,5,2,2,0,0,26,9,8,12,0,0,0,0,0,More
Chris Eagles,Burnley,Midfielder,34,2,3,2,0,0,20,17,14,9,0,0,0,0,0,More
Tim Cahill,Everton,Midfielder,33,8,5,8,0,0,33,0,0,6,0,0,0,0,0,More
Thomas Vermaelen,Arsenal,Defender,33,7,1,3,0,1,33,0,0,2,0,0,0,0,1,More
Graham Alexander,Burnley,Defender,33,7,1,2,0,0,33,0,0,10,6,0,0,0,0,More
Jody Craddock,Wolverhampton Wanderers,Defender,33,5,2,2,0,0,33,2,0,0,0,0,0,0,1,More
Matthew Upson,West Ham United,Defender,33,3,0,3,0,0,33,0,0,1,0,0,0,0,0,More
Tom Huddlestone,Tottenham Hotspur,Midfielder,33,2,3,8,0,0,33,1,0,5,0,0,0,0,0,More
Steven N'Zonzi,Blackburn Rovers,Midfielder,33,2,0,6,0,0,33,2,0,5,0,0,0,0,0,More
Michael Turner,Sunderland,Defender,33,2,0,9,1,1,33,0,0,2,0,0,0,0,0,More
Thomas Sorensen,Stoke City,Goalkeeper,33,0,0,0,0,0,33,0,0,2,0,3,0,2,0,More
Steven Gerrard,Liverpool,Midfielder,33,9,7,6,0,0,32,1,1,6,2,0,0,0,0,More
Julian Faubert,West Ham United,Midfielder,33,1,3,6,0,0,32,4,1,2,0,0,0,0,0,More
Nicolas Anelka,Chelsea,Forward,33,11,7,0,0,0,31,4,2,14,0,0,0,0,0,More
Wilson Palacios,Tottenham Hotspur,Midfielder,33,1,1,8,0,0,29,7,4,7,0,0,0,0,0,More
Morten Gamst Pedersen,Blackburn Rovers,Midfielder,33,3,6,5,0,0,27,9,6,6,0,0,0,0,0,More
Louis Saha,Everton,Forward,33,13,2,2,0,0,26,7,7,18,2,0,2,0,0,More
Florent Malouda,Chelsea,Midfielder,33,12,9,4,1,0,26,11,7,6,0,0,0,0,0,More
Sebastian Larsson,Birmingham City,Midfielder,33,4,3,3,0,0,26,11,7,11,0,0,0,0,0,More
Glenn Whelan,Stoke City,Midfielder,33,2,2,9,0,0,25,11,8,3,0,0,0,0,0,More
Dimitar Berbatov,Manchester United,Forward,33,12,6,1,0,0,24,11,9,12,0,0,0,0,0,More
Jordan Henderson,Sunderland,Midfielder,33,1,5,3,0,0,23,11,10,6,0,0,0,0,0,More
John Carew,Aston Villa,Forward,33,10,4,2,0,0,22,12,11,15,1,0,1,0,0,More
Dave Nugent,Burnley,Forward,33,6,2,0,0,0,20,14,13,11,0,0,0,0,0,More
Keith Fahey,Birmingham City,Midfielder,33,0,2,2,0,0,18,16,15,7,0,0,0,0,0,More
Wayne Rooney,Manchester United,Forward,32,26,3,6,0,0,32,0,0,10,4,0,1,0,0,More
Cameron Jerome,Birmingham City,Forward,32,11,3,5,0,0,32,0,0,12,0,0,0,0,0,More
Brede Hangeland,Fulham,Defender,32,1,0,2,0,0,32,0,0,2,0,0,0,0,0,More
Christophe Berra,Wolverhampton Wanderers,Defender,32,0,3,4,0,0,32,4,0,1,0,0,0,0,0,More
Sylvain Distin,Portsmouth,Defender,32,0,1,2,0,0,32,0,0,1,0,0,0,0,0,More
Mario Melchiot,Wigan Athletic,Defender,32,0,1,2,0,0,32,2,0,2,0,0,0,0,0,More
Christopher Kirkland,Wigan Athletic,Goalkeeper,32,0,0,0,0,0,32,0,0,2,0,0,0,4,0,More
Didier Drogba,Chelsea,Forward,32,29,10,6,0,0,31,2,1,7,1,0,0,0,0,More
Damien Duff,Fulham,Midfielder,32,6,5,2,0,0,30,2,2,10,0,0,0,0,0,More
Robert Huth,Stoke City,Defender,32,3,0,6,0,0,30,2,2,0,0,0,0,0,0,More
Chris Baird,Fulham,Defender,32,0,1,4,0,0,29,9,3,1,0,0,0,0,2,More
Craig Bellamy,Manchester City,Forward,32,10,8,4,1,0,26,6,6,6,0,0,0,0,0,More
Michael Ballack,Chelsea,Midfielder,32,4,4,3,1,0,26,7,6,7,0,0,0,0,0,More
Kenwyne Jones,Sunderland,Forward,32,9,3,1,0,1,24,8,8,10,1,0,0,0,0,More
Keith Andrews,Blackburn Rovers,Midfielder,32,1,0,4,0,0,22,14,10,5,1,0,0,0,0,More
Jason Scotland,Wigan Athletic,Forward,32,1,2,1,0,0,14,24,18,7,0,0,0,0,0,More
Kolo Toure,Manchester City,Defender,31,1,0,1,0,0,31,3,0,3,0,0,0,0,0,More
Stephen Warnock,Aston Villa,Defender,31,0,3,4,0,0,31,1,0,4,0,0,0,0,0,More
Heurelho Gomes,Tottenham Hotspur,Goalkeeper,31,0,0,2,0,0,31,4,0,1,0,3,0,6,0,More
Liam Ridgewell,Birmingham City,Defender,31,3,0,4,0,0,30,2,1,0,0,0,0,0,0,More
Scott Parker,West Ham United,Midfielder,31,2,3,9,1,0,30,1,1,5,0,0,0,0,0,More
Abdoulaye Faye,Stoke City,Defender,31,2,0,5,1,1,30,2,1,5,0,0,0,0,0,More
Steed Malbranque,Sunderland,Midfielder,31,0,3,3,0,0,30,5,1,26,0,0,0,0,0,More
Emiliano Insua,Liverpool,Defender,31,0,3,1,0,0,30,3,1,2,0,0,0,0,0,More
John Heitinga,Everton,Defender,31,0,4,8,0,0,29,2,2,2,0,0,0,0,0,More
Lorik Cana,Sunderland,Midfielder,31,0,1,10,1,0,29,2,2,2,0,0,0,0,0,More
Radoslav Kovac,West Ham United,Midfielder,31,2,2,8,1,0,27,8,4,10,0,0,0,0,0,More
Hendry Thomas,Wigan Athletic,Midfielder,31,0,0,8,1,0,27,6,4,9,0,0,0,0,0,More
Robbie Blake,Burnley,Forward,31,2,4,1,0,0,20,18,11,17,0,0,0,0,0,More
Fraizer Campbell,Sunderland,Forward,31,4,4,3,0,0,19,17,12,4,0,0,0,0,0,More
Jan Vennegoor of Hesselink,Hull City,Forward,31,3,2,0,0,0,17,16,14,14,0,0,0,0,0,More
Emile Heskey,Aston Villa,Forward,31,3,2,2,0,0,16,18,15,11,0,0,0,0,0,More
Steven Pienaar,Everton,Midfielder,30,4,4,9,1,0,30,0,0,5,0,0,0,0,0,More
Christopher Samba,Blackburn Rovers,Defender,30,4,0,5,1,0,30,0,0,3,0,0,0,0,0,More
Scott Dann,Birmingham City,Defender,30,0,1,4,0,0,30,0,0,0,0,0,0,0,1,More
Darren Fletcher,Manchester United,Midfielder,30,4,7,5,1,0,29,5,1,5,0,0,0,0,0,More
Benoit Assou-Ekotto,Tottenham Hotspur,Defender,30,1,2,5,0,0,29,2,1,5,0,0,0,0,0,More
James Collins,Aston Villa,Defender,30,1,0,3,0,0,29,5,1,0,0,0,0,0,1,More
Carlton Cole,West Ham United,Forward,30,10,3,2,0,0,26,4,4,6,1,0,0,0,1,More
Andrey Arshavin,Arsenal,Forward,30,10,2,2,0,0,25,5,5,12,0,0,0,0,0,More
Michael Carrick,Manchester United,Midfielder,30,2,1,1,0,0,22,12,8,3,0,0,1,0,0,More
Michael Mancienne,Wolverhampton Wanderers,Defender,30,0,0,6,0,0,22,11,8,6,0,0,0,0,1,More
Christian Benitez,Birmingham City,Forward,30,3,6,1,0,0,21,14,9,9,0,0,1,0,0,More
Yossi Benayoun,Liverpool,Midfielder,30,6,5,1,0,0,19,12,11,16,0,0,0,0,0,More
Shaun Wright-Phillips,Manchester City,Midfielder,30,4,8,2,0,0,19,16,11,7,0,0,0,0,0,More
 Tuncay Sanli,Stoke City,Forward,30,4,2,2,0,0,13,22,17,9,0,0,0,0,0,More
Gary Cahill,Bolton Wanderers,Defender,29,5,2,3,0,0,29,1,0,0,0,0,0,0,0,More
Vedran Corluka,Tottenham Hotspur,Defender,29,1,2,2,0,0,29,1,0,3,0,0,0,0,0,More
Manuel Almunia,Arsenal,Goalkeeper,29,0,1,1,0,0,29,2,0,0,0,2,0,4,0,More
Kieran Richardson,Sunderland,Midfielder,29,1,1,8,1,0,28,1,1,5,0,0,0,0,0,More
Clint Dempsey,Fulham,Forward,29,7,3,1,0,0,27,2,2,6,1,0,0,0,0,More
Younes Kaboul,Portsmouth,Defender,29,3,0,5,1,0,27,6,2,0,0,0,0,0,1,More
Abou Diaby,Arsenal,Midfielder,29,6,3,2,0,0,26,4,3,5,0,0,0,0,1,More
George Boateng,Hull City,Midfielder,29,1,1,4,1,1,26,7,3,4,0,0,0,0,0,More
Michael Dawson,Tottenham Hotspur,Defender,29,2,0,4,0,0,25,6,4,1,0,0,0,0,0,More
Jason Roberts,Blackburn Rovers,Forward,29,5,3,1,0,0,15,18,14,9,0,0,0,0,0,More
Marc Wilson,Portsmouth,Defender,28,0,0,2,0,0,28,4,0,3,0,0,0,0,1,More
Ryan Shawcross,Stoke City,Defender,28,2,3,8,0,1,27,2,1,1,0,0,0,0,0,More
Andre Amougou,Burnley,Defender,28,1,0,5,0,0,26,8,2,8,0,0,0,0,0,More
Ryan Nelsen,Blackburn Rovers,Defender,28,4,2,3,0,0,25,4,3,2,0,0,0,0,0,More
Jamie O'Hara,Portsmouth,Midfielder,28,2,4,8,0,0,25,5,3,4,0,0,1,0,0,More
Branislav Ivanovic,Chelsea,Defender,28,1,5,6,0,0,25,9,3,3,0,0,0,0,0,More
Sebastien Bassong,Tottenham Hotspur,Defender,28,1,0,2,0,0,25,12,3,3,0,0,0,0,0,More
Danny Collins,Stoke City,Defender,28,0,1,0,0,0,25,13,3,0,0,0,0,0,0,More
Paul Scholes,Manchester United,Midfielder,28,3,3,9,1,0,24,8,4,11,0,0,0,0,0,More
Niko Kranjcar,Tottenham Hotspur,Midfielder,28,6,5,3,0,0,23,8,5,10,0,0,0,0,0,More
Jozy Altidore,Hull City,Forward,28,1,4,4,0,1,16,13,12,13,0,0,0,0,0,More
Bobby Zamora,Fulham,Forward,27,8,4,3,0,0,27,0,0,11,0,0,0,0,0,More
Stephen Hunt,Hull City,Midfielder,27,6,5,4,0,0,27,0,0,6,1,0,0,0,0,More
Paul Konchesky,Fulham,Defender,27,1,1,3,0,0,27,0,0,2,0,0,0,0,0,More
Clarke Carlisle,Burnley,Defender,27,0,0,7,0,0,27,4,0,1,0,0,0,0,1,More
Boaz Myhill,Hull City,Goalkeeper,27,0,0,1,0,0,27,9,0,0,0,1,0,3,0,More
Francesc Fabregas,Arsenal,Midfielder,27,15,14,5,0,0,26,1,1,6,3,0,1,0,0,More
Tamir Cohen,Bolton Wanderers,Midfielder,27,3,3,7,1,0,26,7,1,11,0,0,0,0,0,More
Paul McShane,Hull City,Defender,27,0,0,5,0,0,26,3,1,4,0,0,0,0,0,More
Ashley Cole,Chelsea,Defender,27,4,2,4,0,0,25,3,2,4,0,0,0,0,0,More
Mark Noble,West Ham United,Midfielder,27,2,6,6,1,0,25,6,2,6,1,0,0,0,0,More
Gretar Steinsson,Bolton Wanderers,Defender,27,0,2,4,0,1,25,10,2,1,0,0,0,0,0,More
Sam Ricketts,Bolton Wanderers,Defender,27,0,1,2,1,0,25,12,2,3,0,0,0,0,1,More
Valon Behrami,West Ham United,Midfielder,27,1,1,0,0,0,24,3,3,7,0,0,0,0,0,More
Pablo Zabaleta,Manchester City,Defender,27,0,1,9,1,0,23,11,4,1,0,0,0,0,0,More
Jonathan Spector,West Ham United,Defender,27,0,0,2,0,0,22,16,5,1,0,0,0,0,1,More
Zoltan Gera,Fulham,Midfielder,27,2,3,2,0,0,19,14,8,6,0,0,0,0,0,More
Alessandro Diamanti,West Ham United,Forward,27,7,5,5,0,0,18,13,9,7,4,0,1,0,0,More
Ivan Klasnic,Bolton Wanderers,Forward,27,8,1,4,0,0,12,17,15,10,0,0,0,0,0,More
William Gallas,Arsenal,Defender,26,3,0,2,0,0,26,0,0,0,0,0,0,0,0,More
Craig Gordon,Sunderland,Goalkeeper,26,0,0,3,0,0,26,3,0,1,0,0,1,3,0,More
Emmanuel Adebayor,Manchester City,Forward,26,14,3,1,0,0,25,2,1,5,0,0,0,0,1,More
Leon Osman,Everton,Midfielder,26,2,1,3,0,0,25,1,1,15,0,0,0,0,1,More
Alex Song,Arsenal,Midfielder,26,1,1,10,0,0,25,2,1,3,0,0,0,0,0,More
El-Hadji Diouf,Blackburn Rovers,Forward,26,3,2,3,0,0,24,7,2,13,0,0,0,0,0,More
Michael Brown,Portsmouth,Midfielder,26,2,3,5,1,0,24,4,2,5,0,0,0,0,0,More
Samir Nasri,Arsenal,Midfielder,26,2,4,2,0,0,22,6,4,8,0,0,0,0,0,More
Philip Bardsley,Sunderland,Defender,26,0,0,7,0,0,18,17,8,2,0,0,0,0,0,More
Jack Rodwell,Everton,Midfielder,26,2,2,4,0,0,17,11,9,5,0,0,0,0,0,More
 Geovanni,Hull City,Midfielder,26,3,0,4,1,0,16,17,10,8,0,0,1,0,0,More
Kevin McDonald,Burnley,Midfielder,26,1,0,5,0,0,15,18,11,5,0,0,0,0,0,More
Joe Cole,Chelsea,Midfielder,26,2,6,1,0,0,14,16,12,9,0,0,0,0,0,More
Nikola Kalinic,Blackburn Rovers,Forward,26,2,1,2,0,0,14,21,12,7,0,0,0,0,0,More
Junior Stanislas,West Ham United,Midfielder,26,3,3,3,0,0,11,24,15,5,0,0,0,0,0,More
Danny Murphy,Fulham,Midfielder,25,5,0,5,0,0,25,3,0,7,3,0,0,0,0,More
Marcus Hahnemann,Wolverhampton Wanderers,Goalkeeper,25,0,0,3,0,0,25,13,0,0,0,1,0,2,0,More
David James,Portsmouth,Goalkeeper,25,0,0,3,0,0,25,0,0,2,0,1,0,4,0,More
Glen Johnson,Liverpool,Defender,25,3,4,1,0,0,24,1,1,4,0,0,0,0,1,More
Paul Robinson,Bolton Wanderers,Defender,25,0,2,7,0,0,24,8,1,2,0,0,0,0,0,More
Stewart Downing,Aston Villa,Midfielder,25,2,1,0,0,0,23,3,2,5,0,0,0,0,0,More
Kevin Foley,Wolverhampton Wanderers,Defender,25,0,1,1,0,0,23,5,2,9,0,0,0,0,0,More
Stephen Jordan,Burnley,Defender,25,0,1,3,1,0,23,6,2,2,0,0,0,0,1,More
Luka Modric,Tottenham Hotspur,Midfielder,25,3,4,2,0,0,21,5,4,7,0,0,0,0,0,More
Vincent Kompany,Manchester City,Defender,25,2,2,2,0,0,21,7,4,2,0,0,0,0,0,More
John Mikel Obi,Chelsea,Midfielder,25,0,1,3,0,0,21,6,4,10,0,0,0,0,0,More
Andy Wilkinson,Stoke City,Defender,25,0,0,6,1,0,21,14,4,1,0,0,0,0,0,More
Ryan Giggs,Manchester United,Midfielder,25,5,9,0,0,0,20,6,5,7,2,0,0,0,0,More
Craig Fagan,Hull City,Forward,25,2,1,6,1,0,20,7,5,4,1,0,0,0,0,More
George McCartney,Sunderland,Defender,25,0,0,3,0,0,20,7,5,4,0,0,0,0,0,More
Emmanuel Eboue,Arsenal,Defender,25,1,3,4,0,0,17,15,8,10,0,0,0,0,0,More
Johan Elmander,Bolton Wanderers,Forward,25,3,1,1,0,0,15,18,10,11,0,0,0,0,0,More
Tomas Rosicky,Arsenal,Midfielder,25,3,4,1,0,0,14,12,11,12,0,0,0,0,0,More
Liam Lawrence,Stoke City,Midfielder,25,1,3,0,0,0,14,23,11,7,0,0,0,0,0,More
Steve Sidwell,Aston Villa,Midfielder,25,0,2,3,0,0,12,25,13,2,0,0,0,0,0,More
Aiyegbeni Yakubu,Everton,Forward,25,5,4,1,0,0,9,21,16,6,0,0,1,0,0,More
Ryan Babel,Liverpool,Forward,25,4,1,1,0,0,9,21,16,6,0,0,0,0,0,More
Nemanja Vidic,Manchester United,Defender,24,1,0,8,1,0,24,2,0,2,0,0,0,0,0,More
Anthony Gardner,Hull City,Defender,24,0,0,1,0,0,24,0,0,0,0,0,0,0,1,More
Emmerson Boyce,Wigan Athletic,Defender,24,3,1,1,0,0,23,12,1,3,0,0,0,0,0,More
Danny Higginbotham,Stoke City,Defender,24,1,1,0,0,0,23,11,1,2,0,0,0,0,1,More
Gael Clichy,Arsenal,Defender,24,0,1,4,0,0,23,3,1,0,0,0,0,0,0,More
Pascal Chimbonda,Blackburn Rovers,Defender,24,1,2,3,0,0,22,9,2,3,0,0,0,0,0,More
Mamady Sidibe,Stoke City,Forward,24,2,1,0,0,0,19,6,5,13,0,0,0,0,0,More
Anton Ferdinand,Sunderland,Defender,24,0,1,2,0,0,19,9,5,1,0,0,0,0,1,More
Brett Emerton,Blackburn Rovers,Defender,24,0,1,2,0,0,17,13,7,7,0,0,0,0,0,More
 Eduardo da Silva,Arsenal,Forward,24,2,6,0,0,0,13,15,11,13,0,0,0,0,0,More
David Ngog,Liverpool,Forward,24,5,1,1,0,0,10,21,14,7,0,0,0,0,0,More
Ronald Zubar,Wolverhampton Wanderers,Defender,23,1,2,3,0,0,23,4,0,1,0,0,0,0,1,More
Wayne Bridge,Manchester City,Defender,23,0,0,2,0,0,23,1,0,6,0,0,0,0,0,More
Daniel Agger,Liverpool,Defender,23,0,0,0,0,0,23,4,0,2,0,0,0,0,0,More
Phil Neville,Everton,Midfielder,23,0,1,1,0,0,22,2,1,2,0,0,0,0,0,More
James Tomkins,West Ham United,Defender,23,0,0,0,0,0,22,7,1,2,0,0,0,0,0,More
Kamil Zayatte,Hull City,Defender,23,2,1,3,0,0,21,7,2,2,0,0,0,0,2,More
Aaron Mokoena,Portsmouth,Midfielder,23,0,0,7,0,0,21,5,2,9,0,0,0,0,0,More
David Dunn,Blackburn Rovers,Midfielder,23,9,1,7,0,0,20,5,3,9,2,0,0,0,0,More
Marouane Fellaini,Everton,Midfielder,23,2,3,6,0,0,20,3,3,3,0,0,0,0,0,More
 Nani,Manchester United,Midfielder,23,4,8,1,0,1,19,8,4,7,0,0,0,0,0,More
Micah Richards,Manchester City,Defender,23,3,1,2,0,0,19,12,4,6,0,0,0,0,0,More
Gareth Bale,Tottenham Hotspur,Midfielder,23,3,5,2,0,0,18,12,5,0,0,0,0,0,0,More
Martin Paterson,Burnley,Forward,23,4,2,2,0,0,17,6,6,12,0,0,0,0,0,More
Diniyar Bilyaletdinov,Everton,Midfielder,23,6,1,1,0,1,16,15,7,9,0,0,0,0,0,More
Guillermo Franco,West Ham United,Forward,23,5,3,5,0,0,16,7,7,10,0,0,0,0,0,More
Jonathan Greening,Fulham,Midfielder,23,1,1,5,0,0,15,20,8,5,0,0,0,0,0,More
Nicklas Bendtner,Arsenal,Forward,23,6,5,2,0,0,13,10,10,5,0,0,0,0,0,More
Erik Nevland,Fulham,Forward,23,3,3,2,0,0,12,20,11,7,0,0,0,0,0,More
Theo Walcott,Arsenal,Forward,23,3,2,0,0,0,12,13,11,9,0,0,0,0,0,More
Sylvan Ebanks-Blake,Wolverhampton Wanderers,Forward,23,2,0,2,0,0,12,20,11,6,1,0,0,0,0,More
Salomon Kalou,Chelsea,Forward,23,5,3,2,0,0,11,21,12,10,0,0,0,0,0,More
Jordi Gomez,Wigan Athletic,Midfielder,23,1,1,3,0,0,11,25,12,4,0,0,0,0,0,More
Junior Hoilett,Blackburn Rovers,Forward,23,0,0,0,0,0,8,27,15,5,0,0,0,0,0,More
Nwankwo Kanu,Portsmouth,Forward,23,2,2,0,0,0,6,22,17,3,0,0,0,0,0,More
John Pantsil,Fulham,Defender,22,0,1,5,0,0,22,2,0,4,0,0,0,0,1,More
 Ricardo Carvalho,Chelsea,Defender,22,0,1,4,0,0,22,5,0,5,0,0,0,0,0,More
Tal Ben Haim,Portsmouth,Defender,22,0,0,5,0,0,21,2,1,0,0,0,0,0,0,More
Fernando Torres,Liverpool,Forward,22,18,3,5,0,0,20,2,2,10,0,0,0,0,0,More
Aaron Lennon,Tottenham Hotspur,Midfielder,22,3,9,1,0,0,20,2,2,5,0,0,0,0,0,More
Kevin-Prince Boateng,Portsmouth,Midfielder,22,3,2,7,0,0,20,2,2,4,1,0,1,0,0,More
Jack Collison,West Ham United,Midfielder,22,2,3,3,0,0,19,5,3,8,0,0,0,0,0,More
Lee Cattermole,Sunderland,Midfielder,22,0,2,8,1,0,19,3,3,9,0,0,0,0,0,More
Stephen Ward,Wolverhampton Wanderers,Defender,22,0,1,3,1,0,18,6,4,5,0,0,0,0,0,More
George Elokobi,Wolverhampton Wanderers,Defender,22,0,0,2,0,0,17,15,5,2,0,0,0,0,0,More
Stephen Ireland,Manchester City,Midfielder,22,2,2,0,0,0,16,11,6,6,0,0,0,0,0,More
Franco Di Santo,Blackburn Rovers,Forward,22,1,1,3,0,0,15,18,7,12,0,0,0,0,0,More
James Beattie,Stoke City,Forward,22,3,0,1,0,0,11,16,11,10,1,0,0,0,0,More
Edwin van der Sar,Manchester United,Goalkeeper,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,More
Steve Finnan,Portsmouth,Defender,21,0,1,2,0,0,20,4,1,4,0,0,0,0,0,More
Martin Olsson,Blackburn Rovers,Defender,21,1,1,1,0,0,19,5,2,3,0,0,0,0,0,More
Steven Mouyokolo,Hull City,Defender,21,1,0,1,0,0,19,11,2,1,0,0,0,0,0,More
