Players,Clubs,Position,Total,Goals,A,Yellow,Yellow - Red,Red,Start,Sub,CO,Off,Pen S,Pen SV,Pen M,Pen C,OG,More
 Ramires,Chelsea,Midfielder,35,5,2,9,1,0,28,7,7,3,0,0,0,0,0,More
Jay Rodriguez,Southampton,Forward,35,6,5,4,0,0,24,14,11,9,0,0,0,0,0,More
Franco Di Santo,Wigan Athletic,Forward,35,5,2,4,0,0,24,13,11,17,0,0,0,0,0,More
Romelu Lukaku,West Bromwich Albion,Forward,35,17,4,3,0,0,20,15,15,13,2,0,1,0,0,More
Mikel Arteta,Arsenal,Midfielder,34,6,4,6,0,0,34,0,0,3,5,0,1,0,0,More
Patrice Evra,Manchester United,Defender,34,4,6,3,0,0,34,2,0,0,0,0,0,0,0,More
Jan Vertonghen,Tottenham Hotspur,Defender,34,4,3,7,0,0,34,4,0,0,0,0,0,0,0,More
Sebastien Bassong,Norwich City,Defender,34,3,2,3,0,0,34,0,0,3,0,0,0,0,0,More
John O'Shea,Sunderland,Defender,34,2,0,3,0,0,34,0,0,2,0,0,0,0,0,More
Nathaniel Clyne,Southampton,Defender,34,1,3,2,0,0,34,1,0,2,0,0,0,0,1,More
Jonas Gutierrez,Newcastle United,Midfielder,34,1,0,8,0,0,34,0,0,6,0,0,0,0,0,More
Javier Garrido,Norwich City,Defender,34,0,2,4,0,0,34,2,0,2,0,0,0,0,0,More
Branislav Ivanovic,Chelsea,Defender,34,5,1,4,0,1,33,5,1,1,0,0,0,0,0,More
Aaron Lennon,Tottenham Hotspur,Midfielder,34,4,7,1,0,0,33,1,1,15,0,0,0,0,0,More
Per Mertesacker,Arsenal,Defender,34,3,0,3,0,1,33,3,1,0,0,0,0,0,0,More
Christian Benteke,Aston Villa,Forward,34,19,4,8,1,0,32,2,2,4,3,0,0,0,0,More
Arouna Kone,Wigan Athletic,Forward,34,11,5,0,0,0,32,2,2,3,0,0,0,0,0,More
Jean Beausejour,Wigan Athletic,Midfielder,34,1,8,4,0,0,32,2,2,8,0,0,0,0,0,More
Eden Hazard,Chelsea,Midfielder,34,9,11,2,0,0,31,3,3,17,2,0,0,0,0,More
Sylvain Distin,Everton,Defender,34,0,1,2,0,0,31,6,3,0,0,0,0,0,0,More
Demba Ba,Newcastle United,Forward,34,15,3,0,0,0,30,8,4,11,1,0,0,0,1,More
Carlos Tevez,Manchester City,Forward,34,11,10,3,0,0,28,9,6,19,2,0,0,0,0,More
Grant Holt,Norwich City,Forward,34,8,2,8,0,0,28,6,6,13,1,0,1,0,0,More
Peter Crouch,Stoke City,Forward,34,7,4,2,0,0,28,9,6,18,0,0,0,0,0,More
Jermain Defoe,Tottenham Hotspur,Forward,34,11,4,4,0,0,27,8,7,10,0,0,0,0,0,More
Shane Long,West Bromwich Albion,Forward,34,8,4,3,0,0,25,10,9,17,0,0,1,0,0,More
Olivier Giroud,Arsenal,Forward,34,11,2,3,0,1,24,10,10,4,0,0,0,0,0,More
 Oscar,Chelsea,Midfielder,34,4,6,2,0,0,24,14,10,11,1,0,0,0,0,More
James McArthur,Wigan Athletic,Midfielder,34,3,2,7,0,0,24,11,10,4,0,0,0,0,0,More
Adam Le Fondre,Reading,Forward,34,12,1,3,0,0,11,27,23,1,3,0,0,0,0,More
Luis Suarez,Liverpool,Forward,33,23,5,10,0,0,33,0,0,2,0,0,0,0,0,More
Gareth Bale,Tottenham Hotspur,Midfielder,33,21,6,6,0,0,33,0,0,4,0,0,0,0,1,More
Maynor Figueroa,Wigan Athletic,Defender,33,1,1,5,0,1,33,0,0,3,0,0,0,0,0,More
Dimitar Berbatov,Fulham,Forward,33,15,3,1,0,0,32,2,1,5,4,0,0,0,0,More
Craig Gardner,Sunderland,Midfielder,33,6,3,9,0,1,32,1,1,4,4,0,0,0,0,More
Joey O'Brien,West Ham United,Midfielder,33,2,4,6,0,0,32,3,1,7,0,0,0,0,1,More
Mohamed Diame,West Ham United,Midfielder,33,3,0,3,0,0,31,3,2,14,0,0,0,0,0,More
Angel Rangel,Swansea City,Defender,33,3,1,7,0,0,30,4,3,0,0,0,0,0,0,More
Leon Britton,Swansea City,Midfielder,33,0,0,4,0,0,30,4,3,11,0,0,0,0,0,More
Wes Hoolahan,Norwich City,Midfielder,33,3,3,3,0,0,28,9,5,20,0,0,0,0,0,More
Lukas Podolski,Arsenal,Forward,33,11,9,1,0,0,25,10,8,23,0,0,0,0,0,More
Gylfi Sigurdsson,Tottenham Hotspur,Midfielder,33,3,4,0,0,0,12,26,21,8,0,0,0,0,0,More
Yaya Toure,Manchester City,Midfielder,32,7,5,6,0,0,32,0,0,2,0,0,0,0,0,More
Glenn Whelan,Stoke City,Midfielder,32,0,4,4,0,0,31,1,1,8,0,0,0,0,0,More
Maya Yoshida,Southampton,Defender,32,0,0,2,0,0,31,4,1,0,0,0,0,0,0,More
David Silva,Manchester City,Midfielder,32,4,9,2,0,0,29,4,3,16,0,0,1,0,0,More
Matt Jarvis,West Ham United,Midfielder,32,2,1,0,0,0,29,5,3,9,0,0,0,0,0,More
Moussa Dembele,Tottenham Hotspur,Midfielder,32,1,4,5,0,0,28,4,4,15,0,0,0,0,0,More
Jason Puncheon,Southampton,Midfielder,32,6,2,1,0,0,25,13,7,16,0,0,0,0,0,More
Theo Walcott,Arsenal,Forward,32,14,9,3,0,0,24,9,8,9,0,0,0,0,0,More
Steven Davis,Southampton,Midfielder,32,2,1,1,0,0,22,15,10,11,0,0,0,0,0,More
Jordi Gomez,Wigan Athletic,Midfielder,32,3,1,4,0,1,17,21,15,9,0,0,0,0,0,More
Edin Dzeko,Manchester City,Forward,32,14,4,4,0,0,16,22,16,6,0,0,1,0,0,More
Marouane Fellaini,Everton,Midfielder,31,11,6,9,0,0,31,0,0,2,0,0,0,0,0,More
Davide Santon,Newcastle United,Defender,31,1,3,4,0,0,31,0,0,4,0,0,0,0,0,More
Ashley Cole,Chelsea,Defender,31,1,2,3,0,0,31,3,0,0,0,0,0,0,0,More
Pepe Reina,Liverpool,Goalkeeper,31,0,0,1,0,0,31,1,0,0,0,1,0,3,0,More
Clinton Hill,Queens Park Rangers,Defender,31,0,0,8,0,0,31,2,0,4,0,0,0,0,1,More
Russell Martin,Norwich City,Defender,31,3,0,1,0,0,30,4,1,1,0,0,0,0,0,More
John Arne Riise,Fulham,Defender,31,0,2,4,0,0,29,5,2,3,0,0,0,0,0,More
Guy Demel,West Ham United,Defender,31,0,2,2,0,0,28,5,3,8,0,0,0,0,0,More
Damien Duff,Fulham,Midfielder,31,3,7,0,0,0,27,4,4,9,0,0,0,0,0,More
Gareth Barry,Manchester City,Midfielder,31,1,3,6,0,0,27,6,4,5,0,0,0,0,1,More
Adel Taarabt,Queens Park Rangers,Midfielder,31,5,5,5,0,0,25,9,6,8,0,0,1,0,0,More
Chris Brunt,West Bromwich Albion,Midfielder,31,2,7,4,0,0,23,8,8,4,0,0,0,0,0,More
Danny Graham,Swansea City,Forward,31,3,2,0,0,0,21,13,10,9,0,0,0,0,0,More
Matthew Etherington,Stoke City,Midfielder,31,0,0,1,0,0,21,10,10,17,0,0,0,0,0,More
Garath McCleary,Reading,Midfielder,31,3,3,0,0,0,15,19,16,7,0,0,0,0,0,More
Steven Naismith,Everton,Forward,31,4,1,0,0,0,13,24,18,11,0,0,0,0,0,More
Ben Foster,West Bromwich Albion,Goalkeeper,30,0,0,0,0,0,30,1,0,0,0,1,0,3,0,More
Pablo Zabaleta,Manchester City,Defender,30,2,2,7,0,0,29,4,1,3,0,0,0,0,0,More
 David Luiz,Chelsea,Defender,30,2,2,8,0,0,29,2,1,2,0,0,0,0,1,More
Mikele Leigertwood,Reading,Midfielder,30,1,0,3,0,0,29,3,1,1,0,0,0,0,0,More
Claudio Yacob,West Bromwich Albion,Midfielder,30,0,0,6,0,0,29,1,1,8,0,0,0,0,0,More
Ashley R Westwood,Aston Villa,Midfielder,30,0,5,2,0,0,28,6,2,6,0,0,0,0,1,More
Liam Ridgewell,West Bromwich Albion,Defender,30,0,1,6,0,0,28,7,2,2,0,0,0,0,0,More
Pablo Hernandez,Swansea City,Midfielder,30,3,6,3,0,0,27,3,3,17,0,0,0,0,0,More
Andreas Weimann,Aston Villa,Forward,30,7,2,4,0,0,26,10,4,15,0,0,0,0,0,More
Adam Lallana,Southampton,Midfielder,30,3,5,2,0,0,26,4,4,12,0,0,0,0,0,More
Anthony Pilkington,Norwich City,Midfielder,30,5,3,2,0,0,25,6,5,5,0,0,0,0,0,More
Luis Antonio Valencia,Manchester United,Defender,30,1,5,6,0,0,24,10,6,7,0,0,0,0,0,More
Sergio Aguero,Manchester City,Forward,30,12,3,2,0,0,22,10,8,13,2,0,0,0,0,More
Jonathan Howson,Norwich City,Midfielder,30,2,1,2,0,0,22,15,8,3,0,0,0,0,0,More
Jordan Henderson,Liverpool,Midfielder,30,5,4,3,0,0,16,22,14,9,0,0,0,0,0,More
Adrian Mariappa,Reading,Defender,29,1,0,5,0,0,29,8,0,0,0,0,0,0,0,More
Stephane Mbia,Queens Park Rangers,Midfielder,29,0,3,9,0,1,29,0,0,7,0,0,0,0,0,More
James Collins,West Ham United,Defender,29,0,1,9,0,0,29,4,0,4,0,0,0,0,0,More
Ali Al Habsi,Wigan Athletic,Goalkeeper,29,0,0,0,0,0,29,9,0,0,0,1,0,6,1,More
Ciaran Clark,Aston Villa,Defender,29,1,0,6,0,1,28,2,1,0,0,0,0,0,0,More
Bryan Ruiz,Fulham,Forward,29,5,7,2,0,0,26,3,3,5,0,0,0,0,0,More
Pavel Pogrebnyak,Reading,Forward,29,5,0,4,0,1,26,7,3,18,0,0,0,0,0,More
Stewart Downing,Liverpool,Midfielder,29,3,4,0,0,0,25,10,4,8,0,0,0,0,0,More
 Jose Enrique,Liverpool,Defender,29,2,4,1,0,0,25,6,4,3,0,0,0,0,0,More
Thomas Vermaelen,Arsenal,Defender,29,0,0,3,0,0,25,10,4,2,0,0,0,0,0,More
Clint Dempsey,Tottenham Hotspur,Forward,29,7,3,2,0,0,22,7,7,11,0,0,0,0,0,More
Frank Lampard,Chelsea,Midfielder,29,15,1,2,0,0,21,10,8,5,5,0,1,0,0,More
Sung-Yueng Ki,Swansea City,Midfielder,29,0,2,2,0,0,20,10,9,2,0,0,0,0,0,More
Jamie Mackie,Queens Park Rangers,Forward,29,2,0,2,0,0,17,20,12,3,0,0,0,0,0,More
Hugo Rodallega,Fulham,Forward,29,3,2,0,0,0,14,24,15,7,0,0,0,0,0,More
Steven Fletcher,Sunderland,Forward,28,11,4,3,0,0,28,0,0,6,0,0,0,0,0,More
Youssuf Mulumbu,West Bromwich Albion,Midfielder,28,2,1,4,0,1,28,0,0,1,0,0,0,0,0,More
David De Gea,Manchester United,Goalkeeper,28,0,0,0,0,0,28,9,0,0,0,0,0,0,0,More
Jack Cork,Southampton,Midfielder,28,0,0,1,0,0,28,0,0,4,0,0,0,0,0,More
Rafael Da Silva,Manchester United,Defender,28,3,3,6,0,1,27,3,1,4,0,0,0,0,0,More
Rio Ferdinand,Manchester United,Defender,28,1,1,2,0,0,26,6,2,4,0,0,0,0,0,More
Gael Clichy,Manchester City,Defender,28,0,2,3,0,0,26,5,2,2,0,0,0,0,0,More
Mark Noble,West Ham United,Midfielder,28,4,3,7,0,0,25,5,3,3,3,0,0,0,0,More
Gabriel Agbonlahor,Aston Villa,Forward,28,9,4,4,0,0,24,5,4,4,0,0,0,0,0,More
Steve Sidwell,Fulham,Midfielder,28,4,2,7,0,2,24,4,4,3,1,0,0,0,0,More
Samir Nasri,Manchester City,Midfielder,28,2,6,3,0,1,22,9,6,10,0,0,0,0,0,More
Matthew Taylor,West Ham United,Midfielder,28,1,4,2,0,0,14,19,14,6,0,0,0,0,0,More
Ron Vlaar,Aston Villa,Defender,27,2,0,1,0,0,27,1,0,1,0,0,0,0,1,More
Hugo Lloris,Tottenham Hotspur,Goalkeeper,27,0,0,0,0,0,27,7,0,0,0,0,0,2,0,More
Jose Fonte,Southampton,Defender,27,2,0,5,0,0,25,7,2,0,0,0,0,0,0,More
Danny Rose,Sunderland,Defender,27,1,1,6,0,0,25,3,2,8,0,0,0,0,0,More
Billy Jones,West Bromwich Albion,Defender,27,1,2,8,0,0,24,8,3,1,0,0,0,0,0,More
Cesar Azpilicueta,Chelsea,Defender,27,0,5,4,0,0,24,11,3,1,0,0,0,0,1,More
Kevin Mirallas,Everton,Forward,27,6,3,3,0,0,23,4,4,18,0,0,0,0,0,More
Michael Dawson,Tottenham Hotspur,Defender,27,1,0,3,0,0,23,10,4,2,0,0,0,0,0,More
Kieran Gibbs,Arsenal,Defender,27,0,3,2,0,0,23,5,4,3,0,0,0,0,0,More
Wayne Rooney,Manchester United,Forward,27,12,10,7,0,0,22,5,5,9,1,0,1,0,1,More
Charlie Adam,Stoke City,Midfielder,27,3,5,8,1,0,22,12,5,16,0,0,0,0,0,More
Alexander Tettey,Norwich City,Midfielder,27,0,1,4,0,0,21,9,6,4,0,0,0,0,0,More
Joe Allen,Liverpool,Midfielder,27,0,0,2,0,0,21,9,6,5,0,0,0,0,0,More
James Perch,Newcastle United,Defender,27,1,0,8,0,0,19,14,8,6,0,0,0,0,0,More
Brett Holman,Aston Villa,Midfielder,27,1,3,1,0,0,16,20,11,11,0,0,0,0,0,More
Carlton Cole,West Ham United,Forward,27,2,2,2,0,1,14,21,13,7,0,0,0,0,0,More
Danny Welbeck,Manchester United,Forward,27,1,3,1,0,0,13,20,14,6,0,0,0,0,0,More
Carlos Cuellar,Sunderland,Defender,26,1,1,5,0,0,26,4,0,3,0,0,0,0,1,More
Vincent Kompany,Manchester City,Defender,26,1,0,3,0,1,26,1,0,2,0,0,0,0,1,More
Michel Vorm,Swansea City,Goalkeeper,26,0,0,1,0,0,26,1,0,2,0,1,0,4,0,More
 Chico Flores,Swansea City,Defender,26,0,0,5,0,1,26,1,0,2,0,0,0,0,0,More
Yohan Cabaye,Newcastle United,Midfielder,26,6,2,9,0,0,25,1,1,10,1,0,0,0,0,More
Michael Turner,Norwich City,Defender,26,3,0,6,0,0,25,4,1,2,0,0,0,0,0,More
Nathan Baker,Aston Villa,Defender,26,0,0,4,0,0,25,3,1,5,0,0,0,0,2,More
Gary Cahill,Chelsea,Defender,26,2,3,1,0,0,24,9,2,1,0,0,0,0,0,More
Seamus Coleman,Everton,Defender,26,0,5,4,0,0,24,4,2,1,0,0,0,0,0,More
 Lucas Leiva,Liverpool,Midfielder,26,0,1,6,0,0,24,2,2,10,0,0,0,0,0,More
Armand Traore,Queens Park Rangers,Defender,26,0,0,3,0,0,24,3,2,8,0,0,0,0,0,More
Andy Carroll,West Ham United,Forward,26,7,4,6,0,0,22,4,4,5,1,0,0,0,0,More
Graham Dorrans,West Bromwich Albion,Midfielder,26,1,3,3,0,0,21,13,5,15,1,0,0,0,0,More
Gaston Ramirez,Southampton,Midfielder,26,5,3,2,0,1,20,8,6,15,0,0,0,0,0,More
Victor Anichebe,Everton,Forward,26,6,4,2,0,0,19,10,7,12,0,0,0,0,0,More
James Milner,Manchester City,Midfielder,26,4,3,1,0,1,19,10,7,5,0,0,0,0,0,More
James Tomkins,West Ham United,Defender,26,1,1,5,0,0,18,12,8,5,0,0,0,0,0,More
Joleon Lescott,Manchester City,Defender,26,1,0,3,0,0,17,16,9,1,0,0,0,0,0,More
John Heitinga,Everton,Defender,26,0,0,4,0,0,17,20,9,2,0,0,0,0,0,More
Junior Hoilett,Queens Park Rangers,Forward,26,1,1,1,0,0,15,18,11,4,0,0,0,0,0,More
Dean Whitehead,Stoke City,Midfielder,26,1,0,10,1,0,12,24,14,1,0,0,0,0,0,More
Kenwyne Jones,Stoke City,Forward,26,3,3,0,0,0,10,26,16,7,0,0,0,0,0,More
Cameron Jerome,Stoke City,Forward,26,3,3,3,0,0,8,25,18,3,0,0,0,0,0,More
Gary Caldwell,Wigan Athletic,Defender,25,1,1,7,0,0,25,8,0,6,0,0,0,0,1,More
Wojciech Szczesny,Arsenal,Goalkeeper,25,0,0,1,0,0,25,3,0,0,0,1,0,2,0,More
Bacary Sagna,Arsenal,Defender,25,0,0,2,0,0,25,1,0,1,0,0,0,0,0,More
Steven Taylor,Newcastle United,Defender,25,0,0,3,0,0,24,3,1,2,0,0,0,0,0,More
Martin Skrtel,Liverpool,Defender,25,2,0,4,0,0,23,12,2,1,0,0,0,0,0,More
Jos Hooiveld,Southampton,Defender,25,0,0,5,0,0,23,13,2,2,0,0,0,0,3,More
Luke Shaw,Southampton,Defender,25,0,0,2,0,0,22,6,3,7,0,0,0,0,0,More
Joe Bennett,Aston Villa,Defender,25,0,2,3,1,0,21,7,4,3,0,0,0,0,0,More
Laurent Koscielny,Arsenal,Defender,25,2,1,1,0,1,20,12,5,1,0,0,0,0,0,More
Giorgios Karagounis,Fulham,Midfielder,25,1,0,3,0,0,20,15,5,14,0,0,0,0,0,More
Jack Wilshere,Arsenal,Midfielder,25,0,3,4,1,0,20,7,5,6,0,0,0,0,0,More
Emmanuel Adebayor,Tottenham Hotspur,Forward,25,5,2,3,0,1,18,8,7,8,0,0,0,0,0,More
Vurnon Anita,Newcastle United,Midfielder,25,0,1,3,0,0,17,20,8,6,0,0,0,0,0,More
Hal Robson-Kanu,Reading,Forward,25,7,1,0,0,0,13,18,12,8,1,0,0,0,0,More
Peter Odemwingie,West Bromwich Albion,Forward,25,5,3,1,0,1,13,15,12,4,1,0,0,0,0,More
Alex Oxlade-Chamberlain,Arsenal,Midfielder,25,1,3,1,0,0,11,23,14,11,0,0,0,0,0,More
Tim Krul,Newcastle United,Goalkeeper,24,0,1,0,0,0,24,0,0,1,0,0,0,2,0,More
 Julio Cesar,Queens Park Rangers,Goalkeeper,24,0,0,0,0,0,24,4,0,2,0,0,0,1,1,More
Aaron Hughes,Fulham,Defender,24,0,0,1,0,0,23,15,1,0,0,0,0,0,0,More
Cheick Tiote,Newcastle United,Midfielder,24,0,1,7,0,1,22,2,2,10,0,0,0,0,0,More
Raheem Sterling,Liverpool,Midfielder,24,2,3,1,0,0,19,9,5,4,0,0,0,0,0,More
Esteban Granero,Queens Park Rangers,Midfielder,24,1,1,6,0,0,19,15,5,8,0,0,0,0,0,More
Andy Wilkinson,Stoke City,Defender,24,0,0,5,0,0,19,11,5,6,0,0,0,0,1,More
Fabian Delph,Aston Villa,Midfielder,24,0,0,7,0,0,19,11,5,4,0,0,0,0,1,More
Ricardo Vaz Te,West Ham United,Forward,24,3,3,3,0,0,18,9,6,12,0,0,0,0,0,More
Barry Bannan,Aston Villa,Midfielder,24,0,1,3,0,0,18,12,6,8,0,0,0,0,0,More
Javi Garcia,Manchester City,Midfielder,24,2,0,5,0,0,17,15,7,5,0,0,0,0,0,More
Gary O'Neil,West Ham United,Midfielder,24,1,2,2,0,0,17,18,7,7,0,0,0,0,0,More
Jamie Carragher,Liverpool,Defender,24,0,1,4,0,0,16,21,8,1,0,0,0,0,0,More
Victor Moses,Chelsea,Midfielder,24,1,1,0,0,0,13,15,11,8,0,0,0,0,0,More
Noel Hunt,Reading,Forward,24,2,0,4,0,0,10,23,14,8,0,0,0,0,0,More
Elliott Bennett,Norwich City,Midfielder,24,1,3,3,0,0,9,25,15,5,0,0,0,0,0,More
David Vaughan,Sunderland,Midfielder,24,1,0,2,1,0,6,27,18,2,0,0,0,0,1,More
Marcus Rosenberg,West Bromwich Albion,Forward,24,0,2,0,0,0,5,32,19,5,0,0,0,0,0,More
Darron Gibson,Everton,Midfielder,23,1,2,4,0,1,22,1,1,6,0,0,0,0,0,More
Jose Bosingwa,Queens Park Rangers,Defender,23,0,1,2,0,0,22,1,1,5,0,0,0,0,0,More
Mark Bunn,Norwich City,Goalkeeper,23,0,0,2,0,1,22,9,1,1,0,1,0,3,1,More
Jonny Evans,Manchester United,Defender,23,3,0,2,0,0,21,9,2,3,0,0,0,0,2,More
Ryan Shotton,Stoke City,Defender,23,0,1,5,1,0,20,7,3,3,0,0,0,0,0,More
Nedum Onuoha,Queens Park Rangers,Defender,23,0,0,0,0,0,15,16,8,1,0,0,0,0,0,More
Mladen Petric,Fulham,Forward,23,5,1,0,0,0,9,20,14,8,1,0,0,0,0,More
Shola Ameobi,Newcastle United,Forward,23,1,1,5,0,0,4,25,19,2,0,0,0,0,0,More
 Sandro,Tottenham Hotspur,Midfielder,22,1,2,4,0,0,22,0,0,6,0,0,0,0,0,More
Fabricio Coloccini,Newcastle United,Defender,22,0,1,1,0,1,22,0,0,2,0,0,0,0,0,More
John Mikel Obi,Chelsea,Midfielder,22,0,0,3,0,0,19,5,3,8,0,0,0,0,0,More
Tom Cleverley,Manchester United,Midfielder,22,2,2,1,0,0,18,18,4,13,0,0,0,0,0,More
Michael Kightly,Stoke City,Midfielder,22,3,1,2,0,0,14,23,8,11,0,0,0,0,0,More
Ryan Giggs,Manchester United,Midfielder,22,2,3,0,0,0,12,18,10,2,0,0,0,0,0,More
Sylvain Marveaux,Newcastle United,Midfielder,22,1,4,0,0,0,10,17,12,3,0,0,0,0,0,More
Javier Hernandez,Manchester United,Forward,22,10,4,1,0,0,9,26,13,5,0,0,1,0,0,More
Jem Karacan,Reading,Midfielder,21,1,1,2,0,0,21,6,0,10,0,0,0,0,0,More
Ryan Nelsen,Queens Park Rangers,Defender,21,1,0,0,0,0,21,1,0,1,0,0,0,0,0,More
Adam Federici,Reading,Goalkeeper,21,0,0,0,0,0,21,2,0,0,0,0,0,3,0,More
Matija Nastasic,Manchester City,Defender,21,0,0,1,0,0,21,5,0,2,0,0,0,0,0,More
Danny Guthrie,Reading,Midfielder,21,1,0,4,0,0,19,7,2,6,0,0,0,0,0,More
Philippe Senderos,Fulham,Defender,21,0,0,6,0,0,18,14,3,0,0,0,0,0,0,More
Bobby Zamora,Queens Park Rangers,Forward,21,4,2,1,0,1,16,6,5,7,0,0,0,0,0,More
