Players,Clubs,Position,Total,Goals,A,Yellow,Yellow - Red,Red,Start,Sub,CO,Off,Pen S,Pen SV,Pen M,Pen C,OG,More
Scott Parker,Tottenham Hotspur,Midfielder,21,0,1,1,0,0,15,6,6,7,0,0,0,0,0,More
Ashkan Dejagah,Fulham,Forward,21,0,1,3,0,0,13,10,8,7,0,0,0,0,0,More
Fabio Da Silva,Queens Park Rangers,Defender,21,0,0,3,0,0,13,12,8,4,0,0,0,0,0,More
Daniel Sturridge,Liverpool,Forward,21,11,3,2,0,0,12,12,9,6,1,0,0,0,0,More
Charles N'Zogbia,Aston Villa,Midfielder,21,2,4,1,0,0,11,15,10,9,0,0,0,0,0,More
Marc-Antoine Fortune,West Bromwich Albion,Forward,21,2,3,2,0,1,9,22,12,5,0,0,0,0,0,More
Chris Gunter,Reading,Defender,20,0,0,1,0,0,20,7,0,1,0,0,0,0,0,More
Artur Boruc,Southampton,Goalkeeper,20,0,0,1,0,0,20,4,0,1,0,1,0,2,0,More
Shinji Kagawa,Manchester United,Midfielder,20,6,4,1,0,0,17,7,3,12,0,0,0,0,0,More
Alexander Kacanikilic,Fulham,Midfielder,20,4,3,0,0,0,16,10,4,12,0,0,0,0,0,More
Ji Sung Park,Queens Park Rangers,Midfielder,20,0,3,1,0,0,15,13,5,5,0,0,0,0,0,More
Danny Fox,Southampton,Defender,20,1,1,3,0,1,14,10,6,6,0,0,0,0,0,More
Shaun Wright-Phillips,Queens Park Rangers,Midfielder,20,1,1,0,0,0,14,14,6,9,0,0,0,0,0,More
Karim El Ahmadi,Aston Villa,Midfielder,20,1,0,5,0,0,12,15,8,3,0,0,0,0,0,More
Aleksandar Kolarov,Manchester City,Defender,20,1,2,4,0,0,11,22,9,3,0,0,0,0,0,More
Tom Huddlestone,Tottenham Hotspur,Midfielder,20,0,3,2,0,1,11,17,9,3,0,0,0,0,0,More
Callum McManaman,Wigan Athletic,Midfielder,20,2,2,0,0,0,8,25,12,7,0,0,0,0,0,More
Mike Williamson,Newcastle United,Defender,19,0,0,8,0,0,19,9,0,0,0,0,0,0,0,More
Marc Wilson,Stoke City,Defender,19,0,0,3,0,0,19,1,0,5,0,0,0,0,0,More
Nemanja Vidic,Manchester United,Defender,19,1,0,2,0,0,18,4,1,2,0,0,0,0,1,More
Alex Pearce,Reading,Defender,19,0,1,1,0,0,18,17,1,0,0,0,0,0,0,More
Danny Simpson,Newcastle United,Defender,19,0,1,3,0,0,18,4,1,8,0,0,0,0,0,More
Ashley Young,Manchester United,Midfielder,19,0,4,1,0,0,17,3,2,8,0,0,0,0,0,More
Hatem Ben Arfa,Newcastle United,Midfielder,19,4,2,1,0,0,16,3,3,5,2,0,0,0,0,More
William Gallas,Tottenham Hotspur,Defender,19,1,0,2,0,0,16,8,3,0,0,0,0,0,0,More
Chris Baird,Fulham,Defender,19,2,0,5,0,0,14,11,5,2,0,0,0,0,0,More
Ryan Bertrand,Chelsea,Defender,19,0,0,1,0,0,14,17,5,2,0,0,0,0,0,More
Jonjo Shelvey,Liverpool,Midfielder,19,1,0,3,0,1,9,25,10,4,0,0,0,0,0,More
Steve Morison,Norwich City,Forward,19,1,0,0,0,0,4,16,15,3,0,0,0,0,0,More
Phil Neville,Everton,Midfielder,18,0,1,4,0,0,18,6,0,5,0,0,0,0,0,More
Steven Caulker,Tottenham Hotspur,Defender,18,2,0,0,0,0,17,16,1,0,0,0,0,0,0,More
Jimmy Kebe,Reading,Midfielder,18,5,1,0,0,0,16,2,2,6,0,0,0,0,0,More
Stephen Kelly,Fulham,Defender,18,0,0,2,0,0,16,14,2,2,0,0,0,0,0,More
 Gervinho,Arsenal,Forward,18,5,3,1,0,0,12,17,6,10,0,0,0,0,0,More
Djibril Cisse,Queens Park Rangers,Forward,18,3,0,0,0,0,12,10,6,4,0,0,1,0,0,More
Philip Bardsley,Sunderland,Defender,18,1,0,5,0,0,11,16,7,5,0,0,0,0,0,More
Shaun Derry,Queens Park Rangers,Midfielder,18,0,0,3,0,0,10,16,8,1,0,0,0,0,0,More
Guilherme do Prado,Southampton,Midfielder,18,0,1,0,0,0,8,18,10,4,0,0,0,0,1,More
Itay Shechter,Swansea City,Forward,18,1,0,3,0,0,7,28,11,7,0,0,0,0,0,More
Kemy Agustien,Swansea City,Midfielder,18,0,1,2,0,0,4,21,14,2,0,0,0,0,0,More
Nicky Shorey,Reading,Defender,17,0,4,0,0,0,16,7,1,0,0,0,0,0,0,More
Phil Jones,Manchester United,Defender,17,0,0,4,0,0,13,6,4,1,0,0,0,0,0,More
Andros Townsend,Queens Park Rangers,Midfielder,17,2,1,2,0,0,12,17,5,2,0,0,0,0,0,More
Ronnie Stam,Wigan Athletic,Midfielder,17,0,0,0,0,0,11,17,6,6,0,0,0,0,0,More
 Anderson,Manchester United,Midfielder,17,1,1,1,0,0,9,17,8,8,0,0,0,0,0,More
Eric Lichaj,Aston Villa,Defender,17,0,1,6,0,0,9,20,8,4,0,0,0,0,0,More
Joe Cole,West Ham United,Midfielder,17,3,0,2,0,0,7,15,10,4,0,0,0,0,0,More
Jack Collison,West Ham United,Midfielder,17,2,0,2,0,0,5,13,12,3,0,0,0,0,0,More
Luke Moore,Swansea City,Forward,17,3,2,0,0,0,4,25,13,3,0,0,0,0,0,More
Modibo Maiga,West Ham United,Midfielder,17,2,2,2,0,0,2,22,15,2,0,0,0,0,0,More
Ivan Ramis,Wigan Athletic,Defender,16,2,0,1,0,0,16,1,0,2,0,0,0,0,0,More
Sean Morrison,Reading,Defender,16,2,1,0,0,0,15,12,1,1,0,0,0,0,0,More
Ian Harte,Reading,Defender,16,0,4,1,0,0,15,13,1,1,0,0,0,0,0,More
Alfred N'Diaye,Sunderland,Midfielder,16,0,1,3,0,0,15,2,1,3,0,0,0,0,0,More
Zoltan Gera,West Bromwich Albion,Midfielder,16,4,1,1,0,0,14,5,2,9,0,0,0,0,0,More
Robert Green,Queens Park Rangers,Goalkeeper,16,0,0,0,0,0,14,23,2,0,0,0,0,1,1,More
Titus Bramble,Sunderland,Defender,16,0,0,3,0,0,12,14,4,0,0,0,0,0,1,More
Darren Bent,Aston Villa,Forward,16,3,0,1,0,0,8,14,8,2,0,0,0,0,0,More
Paul Scholes,Manchester United,Midfielder,16,1,1,7,0,0,8,14,8,6,0,0,0,0,0,More
John Ruddy,Norwich City,Goalkeeper,15,0,0,0,0,0,15,0,0,1,0,1,1,1,0,More
Yoan Gouffran,Newcastle United,Forward,15,3,2,1,0,0,14,1,1,13,0,0,0,0,0,More
Kieran Richardson,Fulham,Midfielder,15,1,0,2,0,0,13,11,2,9,0,0,0,0,0,More
Benoit Assou-Ekotto,Tottenham Hotspur,Defender,15,1,0,1,0,0,12,7,3,2,0,0,0,0,0,More
Ryan Bennett,Norwich City,Defender,15,1,0,2,0,0,10,20,5,0,0,0,0,0,1,More
Chris Smalling,Manchester United,Defender,15,0,0,1,0,0,10,9,5,1,0,0,0,0,0,More
Kolo Toure,Manchester City,Defender,15,0,0,1,0,0,10,19,5,3,0,0,0,0,0,More
James Ward-Prowse,Southampton,Midfielder,15,0,0,0,0,0,4,28,11,1,0,0,0,0,0,More
Bryan Oviedo,Everton,Defender,15,0,1,1,0,0,1,33,14,0,0,0,0,0,0,More
Kaspars Gorkss,Reading,Defender,14,1,0,2,0,0,14,2,0,0,0,0,0,0,0,More
Paul Scharner,Wigan Athletic,Defender,14,0,1,5,0,0,14,0,0,0,0,0,0,0,0,More
Carl Jenkinson,Arsenal,Defender,14,0,0,1,1,0,14,18,0,2,0,0,0,0,0,More
Mathieu Debuchy,Newcastle United,Defender,14,0,0,3,1,0,14,0,0,1,0,0,0,0,0,More
Loic Remy,Queens Park Rangers,Forward,14,6,0,1,0,0,13,1,1,4,1,0,1,0,0,More
Kyle Naughton,Tottenham Hotspur,Defender,14,0,1,0,0,0,13,22,1,4,0,0,0,0,0,More
Gerhard Tremmel,Swansea City,Goalkeeper,14,0,0,0,0,0,12,26,2,0,0,0,0,0,0,More
John Terry,Chelsea,Defender,14,4,0,1,0,0,11,12,3,2,0,0,0,0,0,More
Dwight Tiendalli,Swansea City,Defender,14,1,0,3,0,0,11,23,3,0,0,0,0,0,0,More
Samba Diakite,Queens Park Rangers,Defender,14,0,1,5,1,0,11,8,3,7,0,0,0,0,0,More
Mapou Yanga-Mbiwa,Newcastle United,Defender,14,0,0,0,0,0,11,4,3,1,0,0,0,0,0,More
 Suso,Liverpool,Midfielder,14,0,0,0,0,0,8,18,6,8,0,0,0,0,0,More
Mario Balotelli,Manchester City,Forward,14,1,1,2,0,0,7,9,7,6,0,0,0,0,0,More
Gabriel Obertan,Newcastle United,Forward,14,0,2,0,0,0,4,23,10,3,0,0,0,0,0,More
Alex McCarthy,Reading,Goalkeeper,13,0,0,0,0,0,13,5,0,0,0,0,0,0,0,More
Philippe Coutinho,Liverpool,Midfielder,13,3,7,0,0,0,12,1,1,8,0,0,0,0,0,More
Steven Whittaker,Norwich City,Defender,13,1,0,0,0,0,12,11,1,2,0,0,0,0,0,More
Anton Ferdinand,Queens Park Rangers,Defender,13,0,0,2,0,0,10,11,3,1,0,0,0,0,1,More
Stephen Ireland,Aston Villa,Midfielder,13,0,1,1,0,0,9,12,4,6,0,0,0,0,0,More
Jermaine Jenas,Queens Park Rangers,Midfielder,13,2,0,1,0,0,8,6,5,1,0,0,0,0,0,More
David Jones,Wigan Athletic,Midfielder,13,0,0,1,0,0,8,19,5,6,0,0,0,0,0,More
Simeon Jackson,Norwich City,Forward,13,1,0,0,0,0,5,25,8,5,0,0,0,0,0,More
Fabio Borini,Liverpool,Forward,13,1,0,1,0,0,5,12,8,4,0,0,0,0,0,More
Urby Emanuelson,Fulham,Defender,13,1,0,1,0,0,5,9,8,2,0,0,0,0,0,More
Gael Bigirimana,Newcastle United,Midfielder,13,1,0,1,0,0,3,19,10,3,0,0,0,0,0,More
Moussa Sissoko,Newcastle United,Midfielder,12,3,1,1,0,0,12,0,0,2,0,0,0,0,0,More
Andre Wisdom,Liverpool,Defender,12,0,1,0,0,0,12,11,0,2,0,0,0,0,0,More
Jay Tabb,Reading,Midfielder,12,0,1,2,0,0,12,5,0,4,0,0,0,0,0,More
Goran Popov,West Bromwich Albion,Defender,12,0,1,1,0,1,10,16,2,1,0,0,0,0,0,More
George McCartney,West Ham United,Defender,12,0,1,2,0,0,9,6,3,2,0,0,0,0,0,More
Ben Watson,Wigan Athletic,Midfielder,12,1,1,1,0,0,7,7,5,4,0,0,0,0,0,More
Roger Espinoza,Wigan Athletic,Midfielder,12,1,2,1,0,0,6,9,6,2,0,0,0,0,0,More
Yossi Benayoun,Chelsea,Midfielder,12,0,1,1,0,0,4,16,8,2,0,0,0,0,0,More
Connor Wickham,Sunderland,Forward,12,0,0,0,0,0,3,19,9,1,0,0,0,0,0,More
Scott Sinclair,Swansea City,Forward,12,1,0,0,0,0,2,24,10,2,0,0,0,0,0,More
Fraizer Campbell,Sunderland,Forward,12,1,0,0,0,0,1,20,11,2,0,0,0,0,0,More
Steven Reid,West Bromwich Albion,Midfielder,11,0,0,4,0,0,11,3,0,2,0,0,0,0,0,More
Brad Friedel,Tottenham Hotspur,Goalkeeper,11,0,0,0,0,0,11,26,0,0,0,0,0,1,0,More
Alejandro Faurlin,Queens Park Rangers,Midfielder,11,0,2,0,0,0,10,10,1,6,0,0,0,0,1,More
Abou Diaby,Arsenal,Midfielder,11,0,0,1,0,0,10,2,1,8,0,0,0,0,0,More
Garry Monk,Swansea City,Defender,11,0,0,0,0,0,10,21,1,0,0,0,0,0,0,More
Jason Roberts,Reading,Forward,11,0,1,2,0,0,8,3,3,6,0,0,0,0,0,More
 Nani,Manchester United,Midfielder,11,1,2,1,0,0,7,11,4,4,0,0,0,0,0,More
Kei Kamara,Norwich City,Forward,11,1,1,0,0,0,7,4,4,3,0,0,0,0,0,More
Yacouba Sylla,Aston Villa,Midfielder,11,0,1,3,0,0,7,7,4,4,0,0,0,0,0,More
Gabriel Tamas,West Bromwich Albion,Defender,11,0,0,3,0,0,7,25,4,2,0,0,0,0,0,More
Jack Rodwell,Manchester City,Midfielder,11,2,0,2,0,0,6,11,5,4,0,0,0,0,0,More
Jake Livermore,Tottenham Hotspur,Midfielder,11,0,0,2,0,0,4,23,7,1,0,0,0,0,0,More
Lewis Holtby,Tottenham Hotspur,Midfielder,11,0,0,2,0,0,4,11,7,3,0,0,0,0,0,More
Nick Blackman,Reading,Forward,11,0,1,2,0,0,3,8,8,2,0,0,0,0,0,More
Francis Coquelin,Arsenal,Midfielder,11,0,0,0,0,0,3,24,8,3,0,0,0,0,0,More
Emmanuel Mayuka,Southampton,Forward,11,0,0,0,0,0,1,24,10,1,0,0,0,0,0,More
Louis Saha,Sunderland,Forward,11,0,0,0,0,0,0,15,11,0,0,0,0,0,0,More
Christopher Samba,Queens Park Rangers,Defender,10,0,0,2,0,0,10,0,0,0,0,0,0,0,0,More
Anders Lindegaard,Manchester United,Goalkeeper,10,0,0,0,0,0,10,23,0,0,0,0,0,0,0,More
Lee Cattermole,Sunderland,Midfielder,10,0,0,2,0,0,10,0,0,4,0,0,0,0,0,More
Nacho Monreal,Arsenal,Defender,10,1,1,2,0,0,9,5,1,1,0,0,0,0,0,More
Robert Elliot,Newcastle United,Goalkeeper,10,0,1,1,1,0,9,13,1,0,0,0,0,2,0,More
Kelvin Davis,Southampton,Goalkeeper,10,0,0,0,0,0,9,29,1,1,0,2,0,0,0,More
Antolin Alcaraz,Wigan Athletic,Defender,10,0,0,2,0,0,8,2,2,1,0,0,0,0,0,More
Tomas Rosicky,Arsenal,Midfielder,10,2,1,2,0,0,7,13,3,5,0,0,0,0,0,More
Jerome Thomas,West Bromwich Albion,Midfielder,10,0,0,0,0,0,4,9,6,3,0,0,0,0,0,More
Jordan Bowery,Aston Villa,Forward,10,0,0,0,0,0,3,27,7,3,0,0,0,0,0,More
Paulo Gazzaniga,Southampton,Goalkeeper,9,0,0,0,0,0,9,5,0,0,0,0,0,0,0,More
Chris Herd,Aston Villa,Midfielder,9,0,0,1,0,0,9,2,0,2,0,0,0,0,0,More
Vito Mannone,Arsenal,Goalkeeper,9,0,0,0,0,0,9,23,0,0,0,0,1,1,0,More
Shaun Cummings,Reading,Defender,9,0,0,1,0,0,9,13,0,0,0,0,0,0,0,More
Joel Robles,Wigan Athletic,Goalkeeper,9,0,0,0,0,0,9,7,0,0,0,0,0,0,0,More
Eyong Enoh,Fulham,Midfielder,9,0,0,3,0,0,8,1,1,1,0,0,0,0,0,More
Hope Akpan,Reading,Midfielder,9,0,3,0,0,0,6,7,3,3,0,0,0,0,0,More
Shane Ferguson,Newcastle United,Midfielder,9,0,1,0,0,0,4,12,5,3,0,0,0,0,0,More
Marc Albrighton,Aston Villa,Midfielder,9,0,0,0,0,0,4,10,5,3,0,0,0,0,0,More
 Maicon,Manchester City,Defender,9,0,0,0,0,0,4,8,5,0,0,0,0,0,0,More
Boaz Myhill,West Bromwich Albion,Goalkeeper,8,0,0,0,0,0,8,26,0,0,0,0,0,2,0,More
Mahamadou Diarra,Fulham,Midfielder,8,0,0,1,0,0,7,3,1,3,0,0,0,0,0,More
Leon Barnett,Norwich City,Defender,8,0,1,1,0,0,6,19,2,0,0,0,0,0,1,More
 Andre Santos,Arsenal,Defender,8,0,0,0,0,0,3,14,5,0,0,0,0,0,0,More
Luciano Becchio,Norwich City,Forward,8,0,1,0,0,0,2,10,6,2,0,0,0,0,0,More
Sammy Ameobi,Newcastle United,Forward,8,0,1,1,0,0,1,16,7,1,0,0,0,0,0,More
Michael Owen,Stoke City,Forward,8,1,0,0,0,0,0,20,8,0,0,0,0,0,0,More
Nuri Sahin,Liverpool,Midfielder,7,1,1,0,0,0,7,8,0,7,0,0,0,0,0,More
Brad Jones,Liverpool,Goalkeeper,7,0,0,0,0,0,7,28,0,0,0,0,0,0,0,More
Micah Richards,Manchester City,Defender,7,0,0,2,0,0,7,0,0,2,0,0,0,0,0,More
Enda Stevens,Aston Villa,Defender,7,0,0,1,0,0,6,2,1,2,0,0,0,0,0,More
Thomas Hitzlsperger,Everton,Midfielder,7,0,0,0,0,0,4,21,3,3,0,0,0,0,0,More
Ross Barkley,Everton,Midfielder,7,0,0,2,0,0,2,17,5,2,0,0,0,0,0,More
Kerim Frei Koyunlu,Fulham,Midfielder,7,0,0,0,0,0,2,10,5,2,0,0,0,0,0,More
Mauro Boselli,Wigan Athletic,Forward,7,0,0,0,0,0,1,22,6,1,0,0,0,0,0,More
Tom Carroll,Tottenham Hotspur,Midfielder,7,0,0,0,0,0,0,15,7,0,0,0,0,0,0,More
Andrey Arshavin,Arsenal,Forward,7,0,0,1,0,0,0,12,7,0,0,0,0,0,0,More
Matthew Kilgallon,Sunderland,Defender,6,0,0,1,0,0,6,26,0,1,0,0,0,0,1,More
Steve Harper,Newcastle United,Goalkeeper,6,0,0,0,0,0,5,21,1,0,0,0,0,0,0,More
Oriol Romeu,Chelsea,Defender,6,0,0,1,0,0,4,11,2,3,0,0,0,0,0,More
Neil Taylor,Swansea City,Defender,6,0,0,0,0,0,4,5,2,3,0,0,0,0,0,More
Tony Hibbert,Everton,Defender,6,0,0,1,0,0,4,7,2,0,0,0,0,0,0,More
Marko Marin,Chelsea,Midfielder,6,1,1,2,0,0,2,19,4,2,0,0,0,0,0,More
Emmanuel Frimpong,Fulham,Midfielder,6,0,1,1,0,0,2,12,4,2,0,0,0,0,0,More
Emanuel Pogatetz,West Ham United,Defender,6,0,0,2,0,0,1,12,5,0,0,0,0,0,0,More
Apostolos Vellios,Everton,Forward,6,0,1,0,0,0,0,15,6,0,0,0,0,0,0,More
Alexander Buttner,Manchester United,Defender,5,2,1,1,0,0,4,13,1,0,0,0,0,0,0,More
Stanislav Manolev,Fulham,Defender,5,0,0,2,0,0,4,3,1,1,0,0,0,0,0,More
George Thorne,West Bromwich Albion,Midfielder,5,0,0,0,0,0,3,2,2,1,0,0,0,0,0,More
 Piscu,Wigan Athletic,Defender,5,0,0,1,0,0,3,4,2,0,0,0,0,0,0,More
Matthew Briggs,Fulham,Defender,5,0,0,0,0,0,3,8,2,0,0,0,0,0,0,More
Sebastian Coates,Liverpool,Defender,5,0,0,0,0,0,2,20,3,0,0,0,0,0,0,More
Frazer Richardson,Southampton,Defender,5,0,0,0,0,0,2,14,3,1,0,0,0,0,0,More
Roland Lamah,Swansea City,Forward,5,0,0,0,0,0,1,11,4,1,0,0,0,0,0,More
Martin Kelly,Liverpool,Defender,4,0,0,0,0,0,4,1,0,1,0,0,0,0,0,More
Lukasz Fabianski,Arsenal,Goalkeeper,4,0,0,0,0,0,4,2,0,0,0,0,0,1,0,More
Andrew Surman,Norwich City,Midfielder,4,0,0,0,0,0,4,4,0,3,0,0,0,0,0,More
Stuart Taylor,Reading,Goalkeeper,4,0,0,0,0,0,4,29,0,0,0,0,0,1,0,More
Jay Bothroyd,Queens Park Rangers,Forward,4,1,0,1,0,0,2,10,2,1,0,0,0,0,0,More
Massadio Haidara,Newcastle United,Defender,4,0,0,0,0,0,2,4,2,2,0,0,0,0,0,More
Harry Kane,Tottenham Hotspur,Forward,4,0,0,0,0,0,1,6,3,1,0,0,0,0,0,More
Kieron Dyer,Queens Park Rangers,Midfielder,4,0,0,1,0,0,1,7,3,0,0,0,0,0,0,More
Angelo Henriquez,Wigan Athletic,Forward,4,1,0,1,0,0,0,17,4,0,0,0,0,0,0,More
Ryo Miyaichi,Wigan Athletic,Forward,4,0,0,0,0,0,0,7,4,0,0,0,0,0,0,More
Jordan Spence,West Ham United,Defender,4,0,0,0,0,0,0,10,4,0,0,0,0,0,0,More
Wilson Palacios,Stoke City,Midfielder,4,0,0,0,0,0,0,19,4,0,0,0,0,0,0,More
Steve de Ridder,Southampton,Midfielder,4,0,0,1,0,0,0,7,4,0,0,0,0,0,0,More
Simon Dawkins,Aston Villa,Forward,4,0,0,0,0,0,0,9,4,0,0,0,0,0,0,More
Oussama Assaidi,Liverpool,Forward,4,0,0,0,0,0,0,17,4,0,0,0,0,0,0,More
Darren Fletcher,Manchester United,Midfielder,3,1,0,0,0,0,2,6,1,0,0,0,0,0,0,More
Andrew Johnson,Queens Park Rangers,Forward,3,0,1,0,0,0,2,2,1,1,0,0,0,0,0,More
Tal Ben Haim,Queens Park Rangers,Defender,3,0,0,0,0,0,2,8,1,0,0,0,0,0,0,More
Marouane Chamakh,Arsenal,Forward,3,0,0,0,0,0,2,10,1,2,0,0,0,0,0,More
Roman Golobart,Wigan Athletic,Defender,3,0,0,1,0,0,2,16,1,0,0,0,0,0,0,More
Ross Turnbull,Chelsea,Goalkeeper,3,0,0,0,0,0,2,36,1,0,0,0,0,0,0,More
Alan Tate,Swansea City,Defender,3,0,0,0,0,0,2,6,1,1,0,0,0,0,0,More
Lee Camp,Norwich City,Goalkeeper,3,0,0,1,0,0,1,12,2,0,0,0,0,0,0,More
Alou Diarra,West Ham United,Midfielder,3,0,0,1,0,0,1,9,2,0,0,0,0,0,0,More
Nathan Ake,Chelsea,Defender,3,0,0,0,0,0,1,11,2,0,0,0,0,0,0,More
 Raul Meireles,Chelsea,Midfielder,3,0,0,0,0,0,1,2,2,1,0,0,0,0,0,More
Daniel Carrico,Reading,Defender,3,0,0,0,0,0,1,6,2,1,0,0,0,0,0,More
Richard Chaplow,Southampton,Midfielder,3,0,0,0,0,0,0,10,3,0,0,0,0,0,0,More
James McFadden,Sunderland,Forward,3,0,0,0,0,0,0,9,3,0,0,0,0,0,0,More
David Meyler,Sunderland,Midfielder,3,0,0,0,0,0,0,7,3,0,0,0,0,0,0,More
Ben Reeves,Southampton,Midfielder,3,0,0,0,0,0,0,6,3,0,0,0,0,0,0,More
Abdul Razak,Manchester City,Midfielder,3,0,0,0,0,0,0,10,3,0,0,0,0,0,0,More
Dan Gosling,Newcastle United,Midfielder,3,0,0,0,0,0,0,8,3,0,0,0,0,0,0,More
Adam Campbell,Newcastle United,Forward,3,0,0,0,0,0,0,9,3,0,0,0,0,0,0,More
Shay Given,Aston Villa,Goalkeeper,2,0,0,0,0,0,2,33,0,0,0,0,0,0,0,More
Jan Mucha,Everton,Goalkeeper,2,0,0,0,0,0,2,36,0,0,0,0,0,0,0,More
David Stockdale,Fulham,Goalkeeper,2,0,0,0,0,0,2,15,0,0,0,0,0,0,0,More
Rafael van der Vaart,Tottenham Hotspur,Midfielder,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,More
Daniel Potts,West Ham United,Defender,2,0,0,0,0,0,1,4,1,0,0,0,0,0,0,More
Kyle Bartley,Swansea City,Defender,2,0,0,0,0,0,1,12,1,0,0,0,0,0,0,More
Nick Powell,Manchester United,Forward,2,1,0,0,0,0,0,7,2,0,0,0,0,0,0,More
Magaye Gueye,Everton,Forward,2,0,0,0,0,0,0,18,2,0,0,0,0,0,0,More
Ahmed Elmohamady,Sunderland,Midfielder,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,More
Brek Shea,Stoke City,Midfielder,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,More
Gary Gardner,Aston Villa,Midfielder,2,0,0,0,0,0,0,3,2,1,0,0,0,0,0,More
Mikael Mandron,Sunderland,Forward,2,0,0,1,0,0,0,8,2,0,0,0,0,0,0,More
Pajtim Kasami,Fulham,Midfielder,2,0,0,0,0,0,0,13,2,0,0,0,0,0,0,More
Nile Ranger,Newcastle United,Forward,2,0,0,0,0,0,0,6,2,0,0,0,0,0,0,More
Kader Mangane,Sunderland,Defender,2,0,0,0,0,0,0,13,2,0,0,0,0,0,0,More
 Paulo Ferreira,Chelsea,Defender,2,0,0,0,0,0,0,21,2,0,0,0,0,0,0,More
David Fox,Norwich City,Midfielder,2,0,0,0,0,0,0,13,2,0,0,0,0,0,0,More
Billy Sharp,Southampton,Forward,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,More
James Tavernier,Newcastle United,Defender,2,0,0,0,0,0,0,13,2,0,0,0,0,0,0,More
Matthew Upson,Stoke City,Defender,1,1,0,0,0,0,1,22,0,0,0,0,0,0,0,More
Jordan Ibe,Liverpool,Midfielder,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,More
Nathan Delfouneso,Aston Villa,Forward,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,More
Jermaine Pennant,Stoke City,Midfielder,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,More
Nigel De Jong,Manchester City,Midfielder,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,More
Marc Tierney,Norwich City,Defender,1,0,0,0,0,0,1,13,0,0,0,0,0,0,0,More
Karim Rekik,Manchester City,Defender,1,0,0,0,0,0,1,4,0,1,0,0,0,0,0,More
Younes Kaboul,Tottenham Hotspur,Defender,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,More
Craig Dawson,West Bromwich Albion,Defender,1,0,0,0,0,0,1,13,0,0,0,0,0,0,0,More
Michael Harriman,Queens Park Rangers,Defender,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,More
Lucas Piazon,Chelsea,Forward,1,0,1,0,0,0,0,6,1,0,0,0,1,0,0,More
Gonzalo Jara,West Bromwich Albion,Defender,1,0,1,0,0,0,0,8,1,0,0,0,0,0,0,More
Billy Knott,Sunderland,Midfielder,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,More
Rory Delap,Stoke City,Midfielder,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,More
Robert Hall,West Ham United,Forward,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,More
Ignasi Miquel,Arsenal,Defender,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,More
Conor Coady,Liverpool,Defender,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,More
Adam Mitchell,Sunderland,Forward,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,More
Dominic Samuel,Reading,Forward,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,More
Isaiah Brown,West Bromwich Albion,Midfielder,1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,More
Edu Campabadal,Wigan Athletic,Defender,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,More
Serge Gnabry,Arsenal,Midfielder,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,More
Shane Duffy,Everton,Defender,1,0,0,0,0,0,0,23,1,0,0,0,0,0,0,More
Mark Gower,Swansea City,Midfielder,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,More
Derrick Williams,Aston Villa,Defender,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,More
Iago Falque,Tottenham Hotspur,Defender,1,0,0,0,0,0,0,9,1,0,0,0,0,0,0,More
Chris Martin,Norwich City,Forward,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,More
Maurice Edu,Stoke City,Midfielder,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,More
Alex Smith,Fulham,Defender,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,More
Fraser Fyvie,Wigan Athletic,Midfielder,1,0,0,0,0,0,0,9,1,0,0,0,0,0,0,More
Ryan Taylor,Newcastle United,Midfielder,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,More
Richard Wright,Manchester City,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Jordan Archer,Tottenham Hotspur,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Stephen Henderson,West Ham United,Goalkeeper,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,More
Emiliano Martinez,Arsenal,Goalkeeper,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,More
Jonathan Henley,Reading,Goalkeeper,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
