Players,Clubs,Position,Total,Goals,A,Yellow,Yellow - Red,Red,Start,Sub,CO,Off,Pen S,Pen SV,Pen M,Pen C,OG,More
Victor Moses,Wigan Athletic,Midfielder,21,1,3,1,0,0,8,20,13,8,0,0,0,0,0,More
Tomas Rosicky,Arsenal,Midfielder,21,0,1,3,0,0,8,21,13,4,0,0,1,0,0,More
Scott Dann,Birmingham City,Defender,20,2,1,4,0,0,20,0,0,0,0,0,0,0,1,More
Marouane Fellaini,Everton,Midfielder,20,1,2,3,0,1,19,1,1,2,0,0,0,0,0,More
Richard Kingson,Blackpool,Goalkeeper,20,0,0,0,0,0,19,13,1,2,0,0,1,1,0,More
El-Hadji Diouf,Blackburn Rovers,Forward,20,0,4,4,0,0,18,7,2,7,0,0,0,0,0,More
John O'Shea,Manchester United,Defender,20,0,2,1,0,0,18,9,2,4,0,0,0,0,0,More
Tony Hibbert,Everton,Defender,20,0,0,3,0,0,17,17,3,4,0,0,0,0,1,More
Stephen Hunt,Wolverhampton Wanderers,Midfielder,20,3,2,5,0,0,14,6,6,6,0,0,0,0,0,More
John Carew,Stoke City,Forward,20,1,1,1,0,0,13,11,7,8,0,0,1,0,0,More
Jose Bosingwa,Chelsea,Defender,20,0,0,1,0,0,13,9,7,7,0,0,0,0,1,More
Joe Cole,Liverpool,Midfielder,20,2,1,1,0,1,9,17,11,5,0,0,0,0,0,More
Stephen Warnock,Aston Villa,Defender,19,0,2,8,0,0,19,0,0,0,0,0,0,0,0,More
Rio Ferdinand,Manchester United,Defender,19,0,0,0,0,0,19,1,0,0,0,0,0,0,0,More
James Tomkins,West Ham United,Defender,19,1,1,2,0,0,18,14,1,2,0,0,0,0,0,More
Micah Richards,Manchester City,Defender,19,1,1,4,0,0,17,9,2,2,0,0,0,0,0,More
Ciaran Clark,Aston Villa,Defender,19,3,0,9,0,0,16,13,3,2,0,0,0,0,0,More
Jermaine Jenas,Tottenham Hotspur,Midfielder,19,0,1,1,0,0,14,17,5,2,0,0,0,0,0,More
Aliaksandr Hleb,Birmingham City,Midfielder,19,1,1,0,0,0,13,11,6,11,0,0,0,0,0,More
Emile Heskey,Aston Villa,Forward,19,3,1,3,0,1,11,16,8,6,0,0,0,0,0,More
 Sandro,Tottenham Hotspur,Midfielder,19,1,0,4,0,0,11,16,8,2,0,0,0,0,0,More
Simon Cox,West Bromwich Albion,Forward,19,1,0,0,0,0,8,27,11,6,0,0,0,0,0,More
Brett Ormerod,Blackpool,Forward,19,1,1,0,0,0,6,25,13,4,0,0,0,0,0,More
Matthew Gilks,Blackpool,Goalkeeper,18,0,0,0,0,0,18,1,0,1,0,0,0,1,0,More
Steve Harper,Newcastle United,Goalkeeper,18,0,0,0,0,0,18,5,0,1,0,0,1,1,0,More
Wayne Bridge,West Ham United,Defender,18,0,2,0,0,0,16,3,2,1,0,0,0,0,0,More
Nikola Kalinic,Blackburn Rovers,Forward,18,5,1,2,0,1,15,15,3,11,0,0,0,0,0,More
John Mensah,Sunderland,Defender,18,0,1,4,0,1,15,8,3,5,0,0,0,0,0,More
 Anderson,Manchester United,Midfielder,18,1,2,2,0,0,14,10,4,9,0,0,0,0,0,More
Benjani Mwaruwari,Blackburn Rovers,Forward,18,3,0,0,0,0,6,25,12,6,0,0,0,0,0,More
Sam Ricketts,Bolton Wanderers,Defender,17,0,0,2,0,0,14,13,3,0,0,0,0,0,0,More
Mario Balotelli,Manchester City,Forward,17,6,1,6,0,1,12,7,5,7,2,0,0,0,0,More
Wayne Routledge,Newcastle United,Midfielder,17,0,1,0,0,0,10,12,7,4,0,0,0,0,0,More
Jean Beausejour,Birmingham City,Midfielder,17,2,0,0,0,0,9,19,8,6,0,0,0,0,0,More
Rodrigo Moreno,Bolton Wanderers,Forward,17,1,1,0,0,0,4,30,13,4,0,0,0,0,0,More
Nicklas Bendtner,Arsenal,Forward,17,2,3,2,0,0,3,24,14,1,0,0,0,0,0,More
James McArthur,Wigan Athletic,Midfielder,17,0,0,0,0,0,3,20,14,0,0,0,0,0,0,More
Paul Konchesky,Liverpool,Defender,16,0,0,2,0,0,16,1,0,4,0,0,0,0,0,More
Kyle Walker,Aston Villa,Defender,16,1,3,3,0,0,15,1,1,1,0,0,0,0,0,More
Rafael Da Silva,Manchester United,Defender,16,0,1,3,1,0,15,10,1,5,0,0,0,0,0,More
John Pantsil,Fulham,Defender,16,0,0,6,0,0,15,11,1,2,0,0,0,0,3,More
Manuel Da Costa,West Ham United,Defender,16,1,0,3,0,0,14,5,2,1,0,0,0,0,0,More
Jerome Boateng,Manchester City,Defender,16,0,0,1,0,0,14,9,2,2,0,0,0,0,0,More
Abou Diaby,Arsenal,Midfielder,16,2,3,1,0,1,13,4,3,10,0,0,0,0,0,More
Michael Mancienne,Wolverhampton Wanderers,Defender,16,0,0,1,0,0,13,7,3,5,0,0,0,0,0,More
Daniel Agger,Liverpool,Defender,16,0,0,0,0,0,12,5,4,3,0,0,0,0,0,More
Steve Sidwell,Fulham,Midfielder,16,2,2,4,0,0,11,9,5,1,0,0,0,0,0,More
Chris Smalling,Manchester United,Defender,16,0,0,0,0,0,11,22,5,0,0,0,0,0,0,More
Sotiris Kyrgiakos,Liverpool,Defender,16,2,1,1,0,0,10,22,6,2,0,0,0,0,0,More
Victor Anichebe,Everton,Forward,16,0,0,2,1,0,8,13,8,7,0,0,0,0,0,More
Marlon Harewood,Blackpool,Forward,16,5,1,1,0,0,7,13,9,7,0,0,0,0,0,More
Robbie Keane,West Ham United,Forward,16,2,0,0,0,0,7,14,9,5,0,0,0,0,0,More
 Denilson,Arsenal,Midfielder,16,0,0,4,0,0,6,18,10,3,0,0,0,0,0,More
Wojciech Szczesny,Arsenal,Goalkeeper,15,0,0,1,0,0,15,14,0,0,0,1,1,4,0,More
Jermaine Jones,Blackburn Rovers,Midfielder,15,0,0,8,0,0,15,0,0,4,0,0,0,0,0,More
Michael Turner,Sunderland,Defender,15,0,0,4,0,0,15,0,0,1,0,0,0,0,0,More
Craig Gordon,Sunderland,Goalkeeper,15,0,0,0,0,0,15,13,0,0,0,0,0,2,0,More
Ronald Zubar,Wolverhampton Wanderers,Defender,15,1,0,4,0,0,14,2,1,1,0,0,0,0,1,More
Jody Craddock,Wolverhampton Wanderers,Defender,15,1,0,5,0,0,14,10,1,1,0,0,0,0,0,More
Marek Cech,West Bromwich Albion,Defender,15,0,1,1,0,0,14,6,1,2,0,0,0,0,0,More
Ji Sung Park,Manchester United,Midfielder,15,5,4,1,0,0,13,5,2,6,0,0,0,0,0,More
Vedran Corluka,Tottenham Hotspur,Defender,15,0,1,1,0,0,13,16,2,3,0,0,0,0,0,More
 Alex Costa,Chelsea,Defender,15,2,0,3,0,0,12,4,3,2,0,0,0,0,0,More
David Edwards,Wolverhampton Wanderers,Midfielder,15,1,0,0,0,0,12,5,3,8,0,0,0,0,0,More
David Bentley,Birmingham City,Midfielder,15,0,1,1,0,0,10,10,5,2,0,0,0,0,0,More
Edin Dzeko,Manchester City,Forward,15,2,2,0,0,0,8,8,7,1,0,0,0,0,0,More
Patrick Vieira,Manchester City,Midfielder,15,2,0,2,0,0,4,32,11,2,0,0,0,0,0,More
Jonjo Shelvey,Liverpool,Midfielder,15,0,1,1,0,0,0,20,15,0,0,0,0,0,0,More
Lukasz Fabianski,Arsenal,Goalkeeper,14,0,1,0,0,0,14,7,0,0,0,0,0,2,0,More
Marcus Hahnemann,Wolverhampton Wanderers,Goalkeeper,14,0,0,1,0,0,14,24,0,0,0,0,0,3,0,More
Jamie O'Hara,Wolverhampton Wanderers,Midfielder,14,3,1,3,0,0,13,1,1,3,0,0,0,0,0,More
Stephane Sessegnon,Sunderland,Midfielder,14,3,1,2,0,0,13,1,1,0,1,0,0,0,0,More
Tom Huddlestone,Tottenham Hotspur,Midfielder,14,2,1,3,0,0,13,2,1,2,0,0,0,0,0,More
Steven Taylor,Newcastle United,Defender,14,3,1,2,0,0,12,10,2,3,0,0,0,0,0,More
Abdoulaye Faye,Stoke City,Defender,14,1,0,1,0,0,12,11,2,1,0,0,0,0,0,More
Danny Guthrie,Newcastle United,Midfielder,14,0,1,3,0,0,11,10,3,6,0,0,0,0,0,More
Aiyegbeni Yakubu,Everton,Forward,14,1,0,0,0,0,7,10,7,5,0,0,0,0,0,More
 Fabio Aurelio,Liverpool,Defender,14,0,0,2,0,0,7,12,7,3,0,0,0,0,0,More
Pablo Barrera,West Ham United,Midfielder,14,0,0,1,0,0,6,17,8,4,0,0,0,0,0,More
 Tuncay Sanli,Stoke City,Forward,14,1,3,0,0,0,5,14,9,1,0,0,0,0,0,More
Kevin Phillips,Birmingham City,Forward,14,1,0,0,0,0,5,25,9,2,0,0,0,0,0,More
Eidur Gudjohnsen,Stoke City,Forward,14,0,1,1,0,0,4,25,10,3,0,0,0,0,0,More
Giles Barnes,West Bromwich Albion,Midfielder,14,0,0,0,0,0,1,15,13,1,0,0,0,0,0,More
Luis Suarez,Liverpool,Forward,13,4,4,2,0,0,12,2,1,3,0,0,0,0,0,More
Jonny Evans,Manchester United,Defender,13,0,0,2,0,1,11,9,2,2,0,0,0,0,0,More
Bobby Zamora,Fulham,Forward,13,5,5,2,0,0,9,5,4,6,1,0,0,0,0,More
Jordi Gomez,Wigan Athletic,Midfielder,13,1,0,0,0,0,9,29,4,6,0,0,0,0,0,More
Jonathan Spector,West Ham United,Defender,13,1,0,2,0,0,9,14,4,2,0,0,0,0,0,More
James Perch,Newcastle United,Defender,13,0,0,6,0,0,9,20,4,1,0,0,0,0,1,More
Emmanuel Eboue,Arsenal,Defender,13,1,0,4,0,0,8,24,5,2,0,0,0,0,0,More
Radoslav Kovac,West Ham United,Midfielder,13,0,0,4,0,0,7,20,6,2,0,0,0,0,0,More
Niko Kranjcar,Tottenham Hotspur,Midfielder,13,2,0,1,0,0,2,29,11,1,0,0,0,0,0,More
 David Luiz,Chelsea,Defender,12,2,0,3,0,0,11,3,1,2,0,0,0,0,0,More
David Jones,Wolverhampton Wanderers,Midfielder,12,1,0,1,0,0,11,12,1,3,0,0,0,0,0,More
Demba Ba,West Ham United,Forward,12,7,0,1,0,0,10,3,2,2,0,0,0,0,0,More
Carlos Cuellar,Aston Villa,Defender,12,0,1,2,0,0,10,19,2,1,0,0,0,0,0,More
Christian Poulsen,Liverpool,Midfielder,12,0,0,1,0,0,9,23,3,5,0,0,0,0,0,More
Sebastien Bassong,Tottenham Hotspur,Defender,12,1,0,0,0,0,7,30,5,1,0,0,0,0,0,More
Barry Bannan,Aston Villa,Midfielder,12,0,1,1,0,0,7,14,5,4,0,0,0,0,0,More
Darron Gibson,Manchester United,Midfielder,12,0,1,3,0,0,6,16,6,4,0,0,0,0,0,More
Yuri Zhirkov,Chelsea,Midfielder,12,0,1,1,0,0,6,17,6,4,0,0,0,0,0,More
Stephen Ireland,Aston Villa,Midfielder,12,0,0,1,0,0,6,9,6,4,0,0,0,0,0,More
Cristian Riveros,Sunderland,Midfielder,12,1,0,1,0,0,5,28,7,3,0,0,0,0,0,More
Matt Derbyshire,Birmingham City,Forward,12,0,0,1,0,0,4,23,8,2,0,0,0,0,0,More
Carlos Vela,West Bromwich Albion,Forward,12,3,1,0,0,0,3,20,9,2,0,0,0,0,0,More
Gael Kakuta,Fulham,Forward,12,1,0,0,0,0,3,27,9,2,0,0,0,0,0,More
 Jo,Manchester City,Forward,12,0,0,0,0,0,3,25,9,1,0,0,0,0,0,More
Thomas Hitzlsperger,West Ham United,Midfielder,11,2,5,1,0,0,11,1,0,0,0,0,0,0,0,More
Martin Kelly,Liverpool,Defender,11,0,1,1,0,0,10,12,1,1,0,0,0,0,0,More
Jay Spearing,Liverpool,Midfielder,11,0,1,0,0,0,10,9,1,2,0,0,0,0,0,More
Herita N'Kongolo Ilunga,West Ham United,Defender,11,0,0,1,0,0,10,4,1,2,0,0,0,0,0,More
Leon Best,Newcastle United,Forward,11,6,0,0,0,0,9,6,2,9,0,0,0,0,0,More
Freddie Sears,West Ham United,Forward,11,1,0,0,0,0,9,7,2,4,0,0,0,0,0,More
Kieron Dyer,West Ham United,Midfielder,11,0,0,0,0,0,8,3,3,7,0,0,0,0,0,More
Alan Smith,Newcastle United,Forward,11,0,0,3,0,0,7,16,4,3,0,0,0,0,0,More
Jason Puncheon,Blackpool,Midfielder,11,3,0,0,0,0,6,9,5,4,0,0,0,0,0,More
Jack Colback,Sunderland,Midfielder,11,0,0,1,0,0,6,15,5,1,0,0,0,0,0,More
Fabio Da Silva,Manchester United,Defender,11,1,0,2,0,0,5,13,6,2,0,0,0,0,0,More
David Carney,Blackpool,Midfielder,11,0,0,0,0,0,5,14,6,1,0,0,0,0,0,More
Nathan Delfouneso,Aston Villa,Forward,11,1,0,0,0,0,2,19,9,2,0,0,0,0,0,More
Michael Owen,Manchester United,Forward,11,2,0,1,0,0,1,21,10,1,0,0,0,0,0,More
Eddie Johnson,Fulham,Forward,11,0,0,0,0,0,1,13,10,1,0,0,0,0,0,More
Martin Jiranek,Birmingham City,Defender,10,0,1,2,0,0,10,12,0,3,0,0,0,0,0,More
Thomas Sorensen,Stoke City,Goalkeeper,10,0,0,0,0,0,10,25,0,0,0,1,0,2,0,More
Abdoulaye Meite,West Bromwich Albion,Defender,10,0,0,2,0,0,10,2,0,1,0,0,0,0,1,More
Danny Higginbotham,Stoke City,Defender,10,2,0,0,0,0,9,20,1,1,0,0,0,0,0,More
Luis Antonio Valencia,Manchester United,Defender,10,1,2,1,0,0,8,4,2,2,0,0,0,0,0,More
Pablo Ibanez,West Bromwich Albion,Defender,10,1,0,1,0,1,8,22,2,1,0,0,0,0,0,More
Stephen Kelly,Fulham,Defender,10,0,0,0,0,0,8,19,2,1,0,0,0,0,0,More
Diomansy Kamara,Fulham,Forward,10,2,0,0,0,0,7,11,3,5,0,0,0,0,0,More
Adam Hammill,Wolverhampton Wanderers,Midfielder,10,0,1,0,0,0,7,5,3,6,0,0,0,0,0,More
Roque Santa Cruz,Blackburn Rovers,Forward,10,0,0,0,0,0,7,12,3,5,0,0,0,0,0,More
Jonathan Greening,Fulham,Midfielder,10,0,2,2,0,0,6,29,4,3,0,0,0,0,0,More
Danny Pugh,Stoke City,Midfielder,10,0,0,1,0,0,5,15,5,0,0,0,0,0,0,More
Milan Jovanovic,Liverpool,Forward,10,0,0,1,0,0,5,15,5,3,0,0,0,0,0,More
Adlene Guedioura,Wolverhampton Wanderers,Midfielder,10,1,1,2,0,0,4,9,6,4,0,0,0,0,0,More
David Murphy,Birmingham City,Defender,10,0,1,2,0,0,3,17,7,0,0,0,0,0,0,More
Sulley Muntari,Sunderland,Midfielder,9,0,2,2,0,0,7,3,2,5,0,0,0,0,0,More
Julian Faubert,West Ham United,Midfielder,9,0,0,2,0,0,7,10,2,1,0,0,0,0,0,More
Steven Caldwell,Wigan Athletic,Defender,9,0,0,2,0,0,7,15,2,0,0,0,0,0,0,More
James Beattie,Blackpool,Forward,9,0,3,0,0,0,5,9,4,4,0,0,0,0,0,More
Zavon Hines,West Ham United,Forward,9,0,0,1,0,0,4,12,5,2,0,0,0,0,0,More
Robert Pires,Aston Villa,Midfielder,9,0,0,0,0,0,2,23,7,2,0,0,0,0,0,More
Ryan Babel,Liverpool,Forward,9,1,0,0,0,0,1,15,8,0,0,0,0,0,0,More
Joshua McEachran,Chelsea,Midfielder,9,0,0,1,0,0,1,24,8,1,0,0,0,0,0,More
Tal Ben Haim,West Ham United,Defender,8,0,1,3,0,0,8,2,0,1,0,0,0,0,0,More
Manuel Almunia,Arsenal,Goalkeeper,8,0,0,1,0,0,8,5,0,0,0,1,0,0,0,More
Carlo Cudicini,Tottenham Hotspur,Goalkeeper,8,0,0,0,0,0,8,25,0,0,0,0,0,0,0,More
Valon Behrami,West Ham United,Midfielder,8,2,0,1,0,0,7,2,1,4,0,0,0,0,0,More
Gary O'Neil,West Ham United,Midfielder,8,0,1,0,0,0,7,2,1,3,0,0,0,0,0,More
Ludovic Sylvestre,Blackpool,Midfielder,8,0,1,0,0,0,6,15,2,5,0,0,0,0,0,More
Mauro Boselli,Wigan Athletic,Forward,8,0,0,0,0,0,5,15,3,2,0,0,1,0,0,More
Tamir Cohen,Bolton Wanderers,Midfielder,8,1,0,1,0,0,3,12,5,1,0,0,0,0,0,More
Salif Diao,Stoke City,Midfielder,8,0,0,3,0,0,3,12,5,2,0,0,0,0,0,More
Emmanuel Adebayor,Manchester City,Forward,8,1,0,0,0,0,2,9,6,2,1,0,0,0,0,More
Robbie Blake,Bolton Wanderers,Forward,8,1,0,0,0,0,0,30,8,0,0,0,0,0,0,More
Jean Makoun,Aston Villa,Midfielder,7,0,0,3,0,1,7,2,0,2,0,0,0,0,0,More
David Stockdale,Fulham,Goalkeeper,7,0,0,0,0,0,7,27,0,0,0,1,0,0,0,More
Jon Flanagan,Liverpool,Defender,7,0,0,3,0,0,7,0,0,1,0,0,0,0,0,More
Aaron Ramsey,Arsenal,Midfielder,7,1,0,1,0,0,5,4,2,3,0,0,0,0,0,More
Grant Hanley,Blackburn Rovers,Defender,7,0,0,1,0,0,5,19,2,1,0,0,0,0,1,More
Dedryk Boyata,Manchester City,Defender,7,0,0,1,0,1,5,11,2,2,0,0,0,0,0,More
David Wheater,Bolton Wanderers,Defender,7,0,0,3,0,0,5,9,2,0,0,0,0,0,0,More
Sol Campbell,Newcastle United,Defender,7,0,0,1,0,0,4,14,3,1,0,0,0,0,0,More
Fabian Delph,Aston Villa,Midfielder,7,0,0,1,0,0,4,7,3,4,0,0,0,0,0,More
Kieran Gibbs,Arsenal,Defender,7,0,0,1,0,0,4,22,3,1,0,0,0,0,0,More
Wes Brown,Manchester United,Defender,7,0,0,2,0,0,4,10,3,1,0,0,0,0,0,More
Shane Ferguson,Newcastle United,Midfielder,7,0,0,0,0,0,3,12,4,3,0,0,0,0,0,More
Gabriel Obertan,Manchester United,Forward,7,0,0,0,0,0,3,10,4,1,0,0,0,0,0,More
Winston Reid,West Ham United,Defender,7,0,0,0,0,0,3,19,4,0,0,0,0,0,1,More
Federico Macheda,Manchester United,Forward,7,1,0,0,0,0,2,10,5,2,0,0,0,0,0,More
Shaun Wright-Phillips,Manchester City,Midfielder,7,0,0,0,0,0,2,22,5,2,0,0,0,0,0,More
Andy Reid,Blackpool,Midfielder,7,0,0,0,0,0,2,14,5,2,0,0,0,0,0,More
Yossi Benayoun,Chelsea,Midfielder,7,1,0,0,0,0,1,11,6,1,0,0,0,0,0,More
Conor Sammon,Wigan Athletic,Forward,7,1,0,0,0,0,1,9,6,1,0,0,0,0,0,More
Boaz Myhill,West Bromwich Albion,Goalkeeper,6,0,0,0,0,0,6,32,0,0,0,0,0,0,0,More
Ledley King,Tottenham Hotspur,Defender,6,0,0,0,0,0,6,0,0,1,0,0,0,0,0,More
Jelle Van Damme,Wolverhampton Wanderers,Defender,6,1,1,2,0,0,4,7,2,4,0,0,0,0,0,More
Junior Stanislas,West Ham United,Midfielder,6,1,0,0,0,0,4,5,2,2,0,0,0,0,0,More
Dekel Keinan,Blackpool,Defender,6,0,0,2,0,0,3,8,3,1,0,0,0,0,0,More
Sergei Kornilenko,Blackpool,Forward,6,0,0,1,0,0,3,4,3,3,0,0,0,0,0,More
Pascal Chimbonda,Blackburn Rovers,Defender,6,0,0,1,0,0,3,10,3,1,0,0,0,0,0,More
Curtis Davies,Birmingham City,Defender,6,0,0,1,0,0,2,14,4,0,0,0,0,0,0,More
Chris Herd,Aston Villa,Midfielder,6,0,0,0,0,0,1,12,5,0,0,0,0,0,0,More
Benni McCarthy,West Ham United,Forward,6,0,0,0,0,0,0,15,6,0,0,0,0,0,0,More
Shefki Kuqi,Newcastle United,Forward,6,0,0,0,0,0,0,13,6,0,0,0,0,0,0,More
Ishmael Miller,West Bromwich Albion,Forward,6,0,0,0,0,0,0,11,6,0,0,0,0,0,0,More
Jonathon Hogg,Aston Villa,Midfielder,5,0,0,1,0,0,5,6,0,3,0,0,0,0,0,More
Stuart Parnaby,Birmingham City,Defender,5,0,0,1,0,0,5,14,0,2,0,0,0,0,0,More
Thomas Vermaelen,Arsenal,Defender,5,0,0,0,0,0,5,1,0,0,0,0,0,0,0,More
Tomasz Kuszczak,Manchester United,Goalkeeper,5,0,0,0,0,0,5,27,0,0,0,0,1,2,0,More
David Meyler,Sunderland,Midfielder,5,0,0,2,0,0,4,3,1,3,0,0,0,0,0,More
Vincenzo Grella,Blackburn Rovers,Midfielder,5,0,0,2,0,0,4,5,1,4,0,0,0,0,0,More
Ricardo Gardner,Bolton Wanderers,Midfielder,5,0,1,0,0,0,3,2,2,1,0,0,0,0,0,More
Ryan Taylor,Newcastle United,Midfielder,5,0,1,0,0,1,3,15,2,0,0,0,0,0,0,More
Eric Lichaj,Aston Villa,Defender,5,0,0,1,0,0,3,13,2,0,0,0,0,0,0,More
Magaye Gueye,Everton,Forward,5,0,1,0,0,0,2,23,3,2,0,0,0,0,0,More
Keith Andrews,Blackburn Rovers,Midfielder,5,0,0,0,0,0,2,8,3,1,0,0,0,0,0,More
Danny Rose,Tottenham Hotspur,Defender,4,0,1,0,0,0,4,5,0,2,0,0,0,0,0,More
Marcos Alonso,Bolton Wanderers,Midfielder,4,0,1,3,0,0,4,8,0,0,0,0,0,0,0,More
Christopher Kirkland,Wigan Athletic,Goalkeeper,4,0,0,0,0,0,4,14,0,1,0,0,0,0,0,More
Nathan Baker,Aston Villa,Defender,4,0,0,0,0,0,4,2,0,2,0,0,0,0,0,More
Hatem Ben Arfa,Newcastle United,Midfielder,4,1,0,0,0,0,3,1,1,3,0,0,0,0,0,More
Jordan Mutch,Birmingham City,Midfielder,4,0,1,1,0,0,3,7,1,1,0,0,0,0,0,More
James McFadden,Birmingham City,Forward,4,0,1,0,0,0,3,1,1,3,0,0,0,0,0,More
Obafemi Martins,Birmingham City,Forward,4,0,0,0,0,0,3,2,1,2,0,0,0,0,0,More
Adam Bogdan,Bolton Wanderers,Goalkeeper,4,0,0,0,0,0,3,35,1,0,0,0,0,0,0,More
Herold Goulon,Blackburn Rovers,Midfielder,4,0,0,0,0,0,1,6,3,1,0,0,0,0,0,More
Roman Bednar,West Bromwich Albion,Forward,4,0,0,0,0,0,1,8,3,1,0,0,0,0,0,More
Ruben Rochina,Blackburn Rovers,Forward,4,0,0,1,0,0,1,7,3,1,0,0,0,0,0,More
Michael Kightly,Wolverhampton Wanderers,Midfielder,4,0,0,1,0,0,1,4,3,1,0,0,0,0,0,More
Josh Morris,Blackburn Rovers,Defender,4,0,1,0,0,0,0,10,4,0,0,0,0,0,0,More
Philippe Senderos,Fulham,Defender,3,0,0,0,0,0,3,2,0,0,0,0,0,0,0,More
Gary Neville,Manchester United,Defender,3,0,0,1,0,0,3,2,0,2,0,0,0,0,0,More
Fraizer Campbell,Sunderland,Forward,3,0,0,0,0,0,3,0,0,1,0,0,0,0,0,More
Matthew Briggs,Fulham,Defender,3,0,0,0,0,0,3,3,0,2,0,0,0,0,0,More
Garry O'Connor,Birmingham City,Forward,3,0,0,0,0,0,2,3,1,2,0,0,0,0,0,More
Mark Bunn,Blackburn Rovers,Goalkeeper,3,0,0,1,0,0,2,36,1,0,0,0,1,0,0,More
Jack Collison,West Ham United,Midfielder,3,0,0,0,0,0,2,1,1,1,0,0,0,0,0,More
Habib Beye,Aston Villa,Defender,3,0,0,0,0,0,2,5,1,0,0,0,0,0,0,More
Steven Mouyokolo,Wolverhampton Wanderers,Defender,3,0,0,0,0,0,1,10,2,1,0,0,0,0,0,More
Jason Euell,Blackpool,Forward,3,0,0,1,0,0,1,10,2,1,0,0,0,0,0,More
Callum McManaman,Wigan Athletic,Midfielder,3,0,0,0,0,0,0,12,3,0,0,0,0,0,0,More
Giovani Dos Santos,Tottenham Hotspur,Forward,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,More
Jordan Cook,Sunderland,Midfielder,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,More
Bjorn Helge Riise,Fulham,Midfielder,3,0,0,0,0,0,0,11,3,0,0,0,0,0,0,More
Apostolos Vellios,Everton,Forward,3,0,0,0,0,0,0,7,3,0,0,0,0,0,0,More
Ryan Noble,Sunderland,Forward,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,More
Marcus Bent,Wolverhampton Wanderers,Forward,3,0,0,0,0,0,0,12,3,0,0,0,0,0,0,More
Michael Bradley,Aston Villa,Midfielder,3,0,0,0,0,0,0,8,3,0,0,0,0,0,0,More
Jordan Spence,West Ham United,Defender,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,More
Paul Rachubka,Blackpool,Goalkeeper,2,0,0,0,0,0,1,9,1,0,0,0,0,0,0,More
Jack Robinson,Liverpool,Defender,2,0,0,1,0,0,1,6,1,1,0,0,0,0,0,More
Rob Edwards,Blackpool,Defender,2,0,0,0,0,0,1,12,1,0,0,0,0,0,0,More
Gianni Zuiverloon,West Bromwich Albion,Defender,2,0,0,0,0,0,1,7,1,0,0,0,0,0,0,More
Danny Wilson,Liverpool,Defender,2,0,0,1,0,0,1,9,1,0,0,0,0,0,0,More
Chris Basham,Blackpool,Defender,2,0,0,1,0,0,1,3,1,0,0,0,0,0,0,More
Andrew O'Brien,Bolton Wanderers,Defender,2,0,0,0,0,0,1,4,1,1,0,0,0,0,0,More
Jeffrey Bruma,Chelsea,Defender,2,0,0,0,0,0,1,15,1,0,0,0,0,0,0,More
 Xisco,Newcastle United,Forward,2,0,1,0,0,0,0,5,2,0,0,0,0,0,0,More
Mamady Sidibe,Stoke City,Forward,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,More
Greg Halford,Wolverhampton Wanderers,Defender,2,0,0,1,0,0,0,2,2,0,0,0,0,0,0,More
 Bebe,Manchester United,Forward,2,0,0,0,0,0,0,5,2,1,0,0,0,0,0,More
Sam Vokes,Wolverhampton Wanderers,Forward,2,0,0,0,0,0,0,7,2,0,0,0,0,0,0,More
Frank Nouble,West Ham United,Forward,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,More
Michael Tonge,Stoke City,Midfielder,2,0,0,0,0,0,0,5,2,0,0,0,0,0,0,More
Craig Lynch,Sunderland,Forward,2,0,0,0,0,0,0,6,2,0,0,0,0,0,0,More
Martyn Waghorn,Sunderland,Forward,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,More
Kazenga LuaLua,Newcastle United,Forward,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,More
Ryan Shotton,Stoke City,Defender,2,0,0,0,0,0,0,6,2,0,0,0,0,0,0,More
Marcos Angeleri,Sunderland,Defender,2,0,0,0,0,0,0,18,2,0,0,0,0,0,0,More
Javier Mascherano,Liverpool,Midfielder,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,More
Brian Howard,Reading,Midfielder,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,More
Owen Hargreaves,Manchester United,Midfielder,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,More
Jens Lehmann,Arsenal,Goalkeeper,1,0,0,0,0,0,1,9,0,0,0,0,0,0,0,More
Jobi McAnuff,Reading,Midfielder,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,More
Adam Federici,Reading,Goalkeeper,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,More
James Hurst,West Bromwich Albion,Defender,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,More
Andy Griffin,Reading,Defender,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,More
Ian Harte,Reading,Defender,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,More
Matthew Mills,Reading,Defender,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,More
Zurab Khizanishvili,Reading,Defender,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,More
