Players,Clubs,Position,Total,Goals,A,Yellow,Yellow - Red,Red,Start,Sub,CO,Off,Pen S,Pen SV,Pen M,Pen C,OG,More
Morten Gamst Pedersen,Blackburn Rovers,Midfielder,35,4,4,1,0,0,27,9,8,4,0,0,1,0,0,More
Steed Malbranque,Sunderland,Midfielder,35,0,3,3,0,0,24,14,11,17,0,0,1,0,0,More
Carlton Cole,West Ham United,Forward,35,5,2,4,0,0,21,15,14,7,0,0,1,0,0,More
Ashley Young,Aston Villa,Midfielder,34,7,10,8,0,0,34,0,0,3,4,0,1,0,0,More
Youssuf Mulumbu,West Bromwich Albion,Midfielder,34,6,0,7,2,0,34,1,0,11,0,0,0,0,0,More
Chris Brunt,West Bromwich Albion,Midfielder,34,4,9,9,0,0,34,0,0,5,2,0,1,0,0,More
Zatyiah Knight,Bolton Wanderers,Defender,34,1,0,6,0,0,34,0,0,1,0,0,0,0,1,More
Antolin Alcaraz,Wigan Athletic,Defender,34,1,0,7,1,0,34,0,0,0,0,0,0,0,0,More
Ali Al Habsi,Bolton Wanderers,Goalkeeper,34,0,1,0,0,0,34,3,0,0,0,1,1,4,0,More
Kenwyne Jones,Stoke City,Forward,34,9,0,0,0,0,33,4,1,13,0,0,0,0,0,More
Charles N'Zogbia,Wigan Athletic,Midfielder,34,9,8,2,0,1,32,2,2,14,0,0,0,0,0,More
Branislav Ivanovic,Chelsea,Defender,34,4,2,12,0,0,32,4,2,4,0,0,0,0,0,More
Philip Bardsley,Sunderland,Defender,34,3,2,5,0,0,32,6,2,4,0,0,0,0,0,More
Cameron Jerome,Birmingham City,Forward,34,3,7,2,0,0,30,4,4,12,0,0,0,0,0,More
Stephen Ward,Wolverhampton Wanderers,Defender,34,1,1,2,0,0,27,11,7,8,0,0,0,0,0,More
Frederic Piquionne,West Ham United,Forward,34,6,4,2,1,0,26,10,8,13,1,0,0,0,0,More
Seamus Coleman,Everton,Defender,34,4,3,5,1,0,25,11,9,11,0,0,0,0,0,More
Aaron Lennon,Tottenham Hotspur,Midfielder,34,3,2,1,0,0,25,9,9,9,0,0,0,0,0,More
Peter Crouch,Tottenham Hotspur,Forward,34,4,7,0,0,0,20,18,14,6,0,0,0,0,1,More
Christopher Samba,Blackburn Rovers,Defender,33,4,0,3,0,1,33,0,0,2,0,0,0,0,0,More
Paul Scharner,West Bromwich Albion,Midfielder,33,4,0,7,1,0,33,0,0,9,0,0,0,0,0,More
John Terry,Chelsea,Defender,33,3,2,6,0,0,33,0,0,1,0,0,0,0,0,More
Bacary Sagna,Arsenal,Defender,33,1,3,3,0,1,33,1,0,0,0,0,0,0,0,More
Edwin van der Sar,Manchester United,Goalkeeper,33,0,1,1,0,0,33,1,0,0,0,0,0,3,0,More
Gael Clichy,Arsenal,Defender,33,0,1,4,0,0,33,2,0,0,0,0,0,0,0,More
Dirk Kuyt,Liverpool,Forward,33,13,8,3,0,0,32,1,1,7,5,0,0,0,0,More
 Raul Meireles,Liverpool,Midfielder,33,5,6,5,0,0,32,1,1,17,0,0,0,0,0,More
Jerome Thomas,West Bromwich Albion,Midfielder,33,3,6,4,0,0,32,2,1,19,0,0,0,0,0,More
Michael Essien,Chelsea,Midfielder,33,3,3,5,0,1,32,2,1,6,0,0,0,0,0,More
Maynor Figueroa,Wigan Athletic,Defender,33,1,0,11,0,0,32,3,1,4,0,0,0,0,0,More
Christophe Berra,Wolverhampton Wanderers,Defender,33,0,1,6,1,0,32,4,1,0,0,0,0,0,0,More
 Lucas Leiva,Liverpool,Midfielder,33,0,1,7,1,0,32,4,1,2,0,0,0,0,0,More
 Nani,Manchester United,Midfielder,33,9,18,1,0,0,31,3,2,9,0,0,1,0,0,More
Gareth Barry,Manchester City,Midfielder,33,2,3,8,0,0,31,5,2,6,0,0,0,0,0,More
Philip Jagielka,Everton,Defender,33,1,0,3,0,0,31,4,2,1,0,0,0,0,2,More
Kevin Foley,Wolverhampton Wanderers,Defender,33,2,0,3,0,0,30,5,3,3,0,0,0,0,0,More
James Milner,Aston Villa,Midfielder,33,1,5,4,0,0,24,13,9,8,0,0,0,0,0,More
Joey Barton,Newcastle United,Midfielder,32,4,9,8,0,0,32,0,0,2,2,0,0,0,0,More
Luka Modric,Tottenham Hotspur,Midfielder,32,3,1,3,0,0,32,0,0,5,1,0,0,0,0,More
Richard Dunne,Aston Villa,Defender,32,0,1,4,0,0,32,1,0,3,0,0,0,0,1,More
Scott Carson,West Bromwich Albion,Goalkeeper,32,0,0,1,0,0,32,5,0,0,0,0,0,4,1,More
James Collins,Aston Villa,Defender,32,3,0,5,0,0,31,1,1,0,0,0,0,0,0,More
Matthew Etherington,Stoke City,Midfielder,32,5,7,5,0,0,30,3,2,14,2,0,0,0,0,More
Scott Parker,West Ham United,Midfielder,32,5,2,8,0,0,30,2,2,3,0,0,0,0,0,More
Nigel De Jong,Manchester City,Midfielder,32,1,1,9,0,0,30,2,2,4,0,0,0,0,0,More
Peter Odemwingie,West Bromwich Albion,Forward,32,15,6,3,0,0,29,3,3,5,2,0,1,0,0,More
Nicolas Anelka,Chelsea,Forward,32,6,3,1,0,0,27,9,5,10,0,0,0,0,0,More
Dimitar Berbatov,Manchester United,Forward,32,20,4,1,0,0,24,10,8,9,0,0,0,0,0,More
Jermaine Beckford,Everton,Forward,32,8,1,3,0,0,14,24,18,13,0,0,0,0,0,More
Nedum Onuoha,Sunderland,Defender,31,1,2,1,0,0,31,1,0,6,0,0,0,0,0,More
Phil Neville,Everton,Midfielder,31,1,1,5,0,0,31,2,0,7,0,0,0,0,0,More
Stephen Crainey,Blackpool,Defender,31,0,1,3,0,0,31,0,0,2,0,0,0,0,0,More
Mark Schwarzer,Fulham,Goalkeeper,31,0,0,0,0,0,31,0,0,0,0,0,0,0,0,More
Carlos Tevez,Manchester City,Forward,31,20,6,6,0,0,30,2,1,18,5,0,1,0,0,More
DJ Campbell,Blackpool,Forward,31,13,1,1,0,1,30,1,1,2,0,0,0,0,0,More
Alex Song,Arsenal,Midfielder,31,4,2,8,1,0,30,2,1,3,0,0,0,0,0,More
Neil Eardley,Blackpool,Defender,31,1,0,4,0,0,30,8,1,7,0,0,0,0,1,More
Gary Taylor-Fletcher,Blackpool,Forward,31,6,6,4,0,0,29,3,2,15,0,0,0,0,0,More
Richard Stearman,Wolverhampton Wanderers,Defender,31,0,0,7,0,0,27,11,4,1,0,0,0,0,1,More
James Morrison,West Bromwich Albion,Midfielder,31,4,3,2,0,1,26,7,5,14,0,0,0,0,0,More
Chung-Yong Lee,Bolton Wanderers,Midfielder,31,3,6,1,0,0,25,8,6,16,0,0,0,0,0,More
Asamoah Gyan,Sunderland,Forward,31,10,4,0,0,0,20,11,11,7,0,0,0,0,0,More
Salomon Kalou,Chelsea,Forward,31,10,4,1,0,0,16,18,15,10,0,0,0,0,0,More
Adam Johnson,Manchester City,Midfielder,31,4,3,2,0,0,15,18,16,9,0,0,0,0,0,More
Kevin Nolan,Newcastle United,Midfielder,30,12,2,10,0,0,30,0,0,5,1,0,0,0,0,More
Laurent Koscielny,Arsenal,Defender,30,2,0,6,1,1,30,1,0,2,0,0,0,0,0,More
Danny Simpson,Newcastle United,Defender,30,0,1,4,0,0,30,0,0,1,0,0,0,0,0,More
Matthew Upson,West Ham United,Defender,30,0,0,4,0,0,30,1,0,5,0,0,0,0,1,More
Heurelho Gomes,Tottenham Hotspur,Goalkeeper,30,0,0,4,0,0,30,1,0,0,0,2,0,4,0,More
Benoit Assou-Ekotto,Tottenham Hotspur,Defender,30,0,0,2,0,0,30,2,0,4,0,0,0,0,0,More
Gareth Bale,Tottenham Hotspur,Midfielder,30,7,1,1,0,0,29,1,1,4,0,0,0,0,0,More
Samir Nasri,Arsenal,Midfielder,30,10,1,3,0,0,28,3,2,9,1,0,0,0,0,More
Craig Cathcart,Blackpool,Defender,30,1,0,1,0,0,28,6,2,3,0,0,0,0,1,More
Simon Davies,Fulham,Midfielder,30,4,4,0,0,0,25,10,5,8,0,0,0,0,0,More
Luke Varney,Blackpool,Forward,30,5,2,1,0,0,24,9,6,16,0,0,0,0,0,More
Brett Emerton,Blackburn Rovers,Defender,30,4,3,4,0,0,24,9,6,4,0,0,0,0,0,More
Nigel Reo-Coker,Aston Villa,Midfielder,30,0,0,5,0,0,24,9,6,8,0,0,0,0,0,More
Sylvan Ebanks-Blake,Wolverhampton Wanderers,Forward,30,7,2,0,0,0,11,23,19,5,0,0,0,0,0,More
Mikel Arteta,Everton,Midfielder,29,3,4,1,0,1,29,0,0,6,0,0,1,0,0,More
Gael Givet,Blackburn Rovers,Defender,29,1,0,4,0,1,29,3,0,6,0,0,0,0,0,More
Mike Williamson,Newcastle United,Defender,29,0,2,5,0,0,28,4,1,0,0,0,0,0,0,More
Karl Henry,Wolverhampton Wanderers,Midfielder,29,0,2,7,0,1,28,1,1,2,0,0,0,0,0,More
Jermaine Pennant,Stoke City,Midfielder,29,3,7,3,0,0,26,6,3,19,0,0,0,0,0,More
Craig Gardner,Birmingham City,Midfielder,29,8,0,7,1,1,25,4,4,3,1,0,0,0,0,More
Chris Baird,Fulham,Defender,29,2,1,5,0,0,25,9,4,2,0,0,0,0,0,More
Martin Olsson,Blackburn Rovers,Defender,29,2,1,3,0,0,25,6,4,2,0,0,0,0,0,More
Lee Bowyer,Birmingham City,Midfielder,29,4,1,7,0,0,24,11,5,9,0,0,0,0,0,More
Gonzalo Jara,West Bromwich Albion,Defender,29,1,1,6,0,1,24,10,5,6,0,0,0,0,0,More
Ben Watson,Wigan Athletic,Midfielder,29,3,1,3,0,0,23,15,6,3,2,0,0,0,0,More
 Ramires,Chelsea,Midfielder,29,2,0,6,0,0,22,7,7,12,0,0,0,0,0,More
Marc Albrighton,Aston Villa,Midfielder,29,5,6,3,0,0,20,14,9,12,0,0,0,0,0,More
Roman Pavlyuchenko,Tottenham Hotspur,Forward,29,9,4,3,0,0,18,18,11,13,0,0,1,0,0,More
Marouane Chamakh,Arsenal,Forward,29,7,3,5,0,0,18,18,11,8,0,0,0,0,0,More
Steven Fletcher,Wolverhampton Wanderers,Forward,29,10,3,1,0,0,15,21,14,12,1,0,0,0,0,More
Glenn Whelan,Stoke City,Midfielder,29,0,1,2,0,0,14,24,15,6,0,0,0,0,0,More
Rafael van der Vaart,Tottenham Hotspur,Midfielder,28,13,9,4,0,0,28,0,0,15,4,0,1,0,0,More
Ryan Nelsen,Blackburn Rovers,Defender,28,3,3,4,1,0,28,0,0,2,0,0,0,0,0,More
Glen Johnson,Liverpool,Defender,28,2,2,4,0,0,28,0,0,1,0,0,0,0,0,More
John Mikel Obi,Chelsea,Midfielder,28,0,2,3,0,0,28,6,0,13,0,0,0,0,0,More
Asmir Begovic,Stoke City,Goalkeeper,28,0,0,3,0,0,28,9,0,0,0,1,0,1,0,More
Jamie Carragher,Liverpool,Defender,28,0,0,4,0,0,28,1,0,2,0,0,0,0,1,More
Wayne Rooney,Manchester United,Forward,28,11,11,5,0,0,25,3,3,4,3,0,1,0,0,More
Nicky Shorey,West Bromwich Albion,Defender,28,0,1,1,0,0,25,13,3,0,0,0,0,0,1,More
Maxi Rodriguez,Liverpool,Midfielder,28,10,0,2,0,0,24,13,4,13,0,0,0,0,0,More
Dickson Etuhu,Fulham,Midfielder,28,2,2,3,0,0,23,8,5,7,0,0,0,0,0,More
Michael Carrick,Manchester United,Midfielder,28,0,0,1,0,0,23,8,5,5,0,0,0,0,0,More
Shola Ameobi,Newcastle United,Forward,28,6,6,2,0,0,21,8,7,13,2,0,0,0,0,More
Marc Wilson,Stoke City,Defender,28,1,1,7,0,0,21,13,7,5,0,0,0,0,0,More
Theo Walcott,Arsenal,Forward,28,9,7,0,0,0,19,13,9,12,0,0,0,0,0,More
Martin Petrov,Bolton Wanderers,Forward,28,3,4,0,0,0,18,19,10,15,0,0,0,0,0,More
Andrew Johnson,Fulham,Forward,28,3,2,3,0,0,15,12,13,6,0,0,0,0,0,More
Ricardo Fuller,Stoke City,Forward,28,4,3,3,0,0,9,20,19,8,0,0,0,0,0,More
Steven Gohouri,Wigan Athletic,Defender,27,1,0,9,0,0,26,8,1,0,0,0,0,0,0,More
William Gallas,Tottenham Hotspur,Defender,27,0,0,5,0,0,26,1,1,1,0,0,0,0,0,More
George Elokobi,Wolverhampton Wanderers,Defender,27,2,2,6,0,0,23,10,4,4,0,0,0,0,0,More
Stilian Petrov,Aston Villa,Midfielder,27,1,2,6,0,0,23,6,4,9,0,0,0,0,0,More
John Heitinga,Everton,Defender,27,1,0,9,0,0,23,8,4,11,0,0,0,0,0,More
Anton Ferdinand,Sunderland,Defender,27,0,0,2,0,0,23,9,4,4,0,0,0,0,1,More
David Dunn,Blackburn Rovers,Midfielder,27,2,1,3,0,0,17,12,10,11,1,0,0,0,0,More
Javier Hernandez,Manchester United,Forward,27,13,1,5,0,0,15,18,12,8,0,0,0,0,0,More
Boudewijn Zenden,Sunderland,Midfielder,27,2,2,1,1,0,10,26,17,4,0,0,0,0,0,More
Zoltan Gera,Fulham,Midfielder,27,1,0,2,0,1,10,21,17,3,0,0,0,0,0,More
Matthew Phillips,Blackpool,Forward,27,1,3,0,0,0,6,26,21,4,0,0,0,0,0,More
Stuart Holden,Bolton Wanderers,Midfielder,26,2,2,2,0,0,26,0,0,6,0,0,0,0,0,More
Cheick Tiote,Newcastle United,Midfielder,26,1,0,14,0,0,26,1,0,3,0,0,0,0,0,More
Kevin Doyle,Wolverhampton Wanderers,Forward,26,5,4,1,0,0,25,1,1,5,2,0,0,0,0,More
Mark Noble,West Ham United,Midfielder,26,4,4,6,0,0,25,1,1,4,4,0,0,0,0,More
Darren Fletcher,Manchester United,Midfielder,26,2,6,3,0,0,24,3,2,2,0,0,0,0,0,More
Daniel Gabbidon,West Ham United,Defender,26,0,0,3,0,0,24,7,2,1,0,0,0,0,0,More
Phil Jones,Blackburn Rovers,Defender,26,0,0,4,0,0,24,2,2,2,0,0,0,0,0,More
Andy Carroll,Newcastle United,Forward,26,13,5,5,0,0,23,3,3,5,0,0,0,0,0,More
Kieran Richardson,Sunderland,Midfielder,26,4,3,9,0,0,23,3,3,4,0,0,0,0,0,More
Steven Pienaar,Everton,Midfielder,26,1,1,3,0,0,23,6,3,9,0,0,0,0,0,More
Tim Cahill,Everton,Midfielder,26,9,5,4,0,0,22,5,4,3,0,0,0,0,0,More
Gabriel Tamas,West Bromwich Albion,Defender,26,0,0,4,0,1,22,9,4,0,0,0,0,0,1,More
Danny Welbeck,Sunderland,Forward,26,6,1,2,0,0,21,5,5,11,0,0,0,0,0,More
Leon Osman,Everton,Midfielder,26,4,4,4,0,0,20,10,6,5,0,0,0,0,0,More
Mame Biram Diouf,Blackburn Rovers,Forward,26,3,2,2,0,0,17,17,9,6,0,0,0,0,0,More
Gabriel Agbonlahor,Aston Villa,Forward,26,3,1,3,0,0,17,11,9,10,0,0,0,0,0,More
Diniyar Bilyaletdinov,Everton,Midfielder,26,2,2,1,0,1,10,27,16,7,0,0,0,0,0,More
James McCarthy,Wigan Athletic,Midfielder,25,3,1,2,0,0,24,1,1,7,0,0,0,0,0,More
Danny Collins,Stoke City,Defender,25,0,0,6,0,0,23,15,2,2,0,0,0,0,1,More
Francesc Fabregas,Arsenal,Midfielder,25,3,13,5,0,0,22,3,3,8,0,0,1,0,0,More
Pablo Zabaleta,Manchester City,Defender,25,2,2,8,0,1,20,13,5,4,0,0,0,0,0,More
Robin van Persie,Arsenal,Forward,25,18,7,4,0,0,19,9,6,4,2,0,1,0,0,More
Tom Cleverley,Wigan Athletic,Midfielder,25,3,2,1,0,0,19,7,6,4,0,0,0,0,0,More
Ryan Giggs,Manchester United,Midfielder,25,2,7,5,0,0,19,8,6,5,0,0,0,0,0,More
Peter Lovenkrands,Newcastle United,Forward,25,6,5,0,0,0,18,18,7,15,0,0,0,0,0,More
Victor Obinna,West Ham United,Forward,25,3,4,3,0,0,17,11,8,8,0,0,0,0,0,More
Ronnie Stam,Wigan Athletic,Midfielder,25,1,0,2,0,0,17,15,8,11,0,0,0,0,0,More
Marc-Antoine Fortune,West Bromwich Albion,Forward,25,2,1,0,0,0,14,18,11,11,0,0,0,0,0,More
Jason Roberts,Blackburn Rovers,Forward,25,5,4,2,0,0,13,12,12,4,0,0,0,0,0,More
Nikola Zigic,Birmingham City,Forward,25,5,4,4,0,0,13,16,12,4,0,0,0,0,0,More
Daniel Sturridge,Bolton Wanderers,Forward,25,8,0,0,0,1,11,19,14,3,0,0,0,0,0,More
David Ngog,Liverpool,Forward,25,2,1,1,0,0,9,25,16,7,0,0,0,0,0,More
Franco Di Santo,Wigan Athletic,Forward,25,1,3,2,0,0,9,20,16,7,0,0,0,0,0,More
Jonas Olsson,West Bromwich Albion,Defender,24,1,3,1,0,0,24,1,0,1,0,0,0,0,1,More
Michael Dawson,Tottenham Hotspur,Defender,24,1,0,6,0,0,24,1,0,0,0,0,0,0,0,More
Gary Caldwell,Wigan Athletic,Defender,24,0,1,7,0,1,24,4,0,1,0,0,0,0,0,More
Wayne Hennessey,Wolverhampton Wanderers,Goalkeeper,24,0,0,1,0,0,24,14,0,0,0,0,0,1,0,More
Frank Lampard,Chelsea,Midfielder,24,10,4,2,0,0,23,1,1,3,4,0,1,0,0,More
Damien Duff,Fulham,Midfielder,24,4,2,3,0,0,22,5,2,9,0,0,0,0,0,More
Moussa Dembele,Fulham,Forward,24,3,4,0,0,0,22,3,2,7,0,0,0,0,0,More
Hendry Thomas,Wigan Athletic,Midfielder,24,0,0,6,0,0,22,6,2,6,0,0,0,0,0,More
Lars Jacobsen,Blackburn Rovers,Defender,24,0,0,0,0,0,22,4,2,2,0,0,0,0,0,More
Aleksandar Kolarov,Manchester City,Defender,24,1,1,6,1,0,20,5,4,5,0,0,0,0,0,More
Keith Fahey,Birmingham City,Midfielder,24,1,1,2,0,0,19,17,5,11,0,0,0,0,0,More
Junior Hoilett,Blackburn Rovers,Forward,24,5,1,2,0,0,17,16,7,10,0,0,0,0,0,More
Jack Rodwell,Everton,Midfielder,24,0,1,4,0,0,14,15,10,5,0,0,0,0,0,More
Mark Davies,Bolton Wanderers,Midfielder,24,1,3,4,1,0,9,20,15,0,1,0,0,0,0,More
Nile Ranger,Newcastle United,Forward,24,0,1,2,0,0,1,31,23,1,0,0,0,0,0,More
Luke Young,Aston Villa,Defender,23,1,1,1,0,0,23,0,0,0,0,0,0,0,0,More
Gretar Steinsson,Bolton Wanderers,Defender,23,1,0,6,0,0,23,6,0,3,0,0,0,0,0,More
Simon Mignolet,Sunderland,Goalkeeper,23,0,0,1,0,0,23,15,0,0,0,0,1,3,0,More
Carlos Salcido,Fulham,Defender,23,0,2,3,0,0,22,9,1,3,0,0,0,0,0,More
Lee Cattermole,Sunderland,Midfielder,23,0,0,10,2,0,22,1,1,2,0,0,0,0,0,More
Titus Bramble,Sunderland,Defender,23,0,0,5,0,1,22,1,1,0,0,0,0,0,0,More
Elliot Grandin,Blackpool,Forward,23,1,3,0,0,0,21,7,2,15,0,0,0,0,0,More
Nenad Milijas,Wolverhampton Wanderers,Midfielder,23,2,4,1,0,0,20,14,3,8,0,0,0,0,0,More
Steven Reid,West Bromwich Albion,Midfielder,23,1,5,3,0,0,13,19,10,2,0,0,0,0,0,More
Somen Tchoyi,West Bromwich Albion,Midfielder,23,6,1,0,0,0,7,25,16,1,0,0,0,0,0,More
Kolo Toure,Manchester City,Defender,22,1,0,3,1,0,21,2,1,2,0,0,0,0,0,More
Andy Wilkinson,Stoke City,Defender,22,0,1,4,0,0,21,15,1,6,0,0,0,0,0,More
Joleon Lescott,Manchester City,Defender,22,3,0,1,0,0,20,13,2,1,0,0,0,0,0,More
Sebastien Squillaci,Arsenal,Defender,22,1,0,1,0,0,20,12,2,1,0,0,0,0,1,More
Johan Djourou,Arsenal,Defender,22,1,0,3,0,0,20,11,2,2,0,0,0,0,0,More
Emmerson Boyce,Wigan Athletic,Defender,22,0,2,3,0,0,20,4,2,5,0,0,0,0,0,More
Luis Boa Morte,West Ham United,Forward,22,0,2,7,0,0,19,12,3,11,0,0,0,0,0,More
Jermain Defoe,Tottenham Hotspur,Forward,22,4,2,1,0,1,16,8,6,7,0,0,1,0,0,More
Paul Scholes,Manchester United,Midfielder,22,1,4,9,0,0,16,10,6,6,0,0,0,0,0,More
Louis Saha,Everton,Forward,22,7,1,0,0,0,14,9,8,10,0,0,0,0,0,More
Ivan Klasnic,Bolton Wanderers,Forward,22,4,1,2,1,0,0,33,22,0,0,0,0,0,0,More
Steven Gerrard,Liverpool,Midfielder,21,4,5,2,0,0,20,1,1,0,1,0,1,0,0,More
Tim Krul,Newcastle United,Goalkeeper,21,0,0,0,0,0,20,18,1,0,0,0,0,4,0,More
Alan Hutton,Tottenham Hotspur,Defender,21,2,1,2,0,0,19,3,2,1,0,0,0,0,0,More
Alex Baptiste,Blackpool,Defender,21,2,0,2,0,0,19,7,2,0,0,0,0,0,0,More
Younes Kaboul,Tottenham Hotspur,Defender,21,1,1,2,0,1,19,4,2,2,0,0,0,0,0,More
Graham Dorrans,West Bromwich Albion,Midfielder,21,1,1,2,0,0,16,8,5,9,0,0,0,0,0,More
Wilson Palacios,Tottenham Hotspur,Midfielder,21,0,0,5,0,0,16,12,5,9,0,0,0,0,0,More
Steven N'Zonzi,Blackburn Rovers,Midfielder,21,1,0,4,0,1,13,8,8,3,0,0,0,0,0,More
 Paulo Ferreira,Chelsea,Defender,21,0,1,2,0,0,12,24,9,6,0,0,0,0,0,More
Keith Southern,Blackpool,Midfielder,21,0,0,2,0,0,11,22,10,3,0,0,0,0,0,More
