Players,Clubs,Position,Total,Goals,A,Yellow,Yellow - Red,Red,Start,Sub,CO,Off,Pen S,Pen SV,Pen M,Pen C,OG,More
Jake Kean,Blackburn Rovers,Goalkeeper,1,0,0,0,0,0,1,9,0,0,0,0,0,0,0,More
Kieron Dyer,Queens Park Rangers,Midfielder,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,More
Craig Gordon,Sunderland,Goalkeeper,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,More
Ben Amos,Manchester United,Goalkeeper,1,0,0,0,0,0,1,15,0,0,0,0,0,0,0,More
Marton Fulop,West Bromwich Albion,Goalkeeper,1,0,0,0,0,0,1,30,0,0,0,0,0,0,0,More
Corry Evans,Manchester United,Defender,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,More
Gerhard Tremmel,Swansea City,Goalkeeper,1,0,0,0,0,0,1,34,0,0,0,0,0,0,0,More
Bruno Perone,Queens Park Rangers,Defender,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,More
Tyrone Mears,Bolton Wanderers,Defender,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,More
Jody Craddock,Wolverhampton Wanderers,Defender,1,0,0,0,0,0,1,6,0,1,0,0,0,0,0,More
Bruno Andrade,Queens Park Rangers,Midfielder,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,More
Abdul Razak,Manchester City,Midfielder,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,More
Michael Owen,Manchester United,Forward,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,More
Johnny Gorman,Wolverhampton Wanderers,Midfielder,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,More
Vangelis Moras,Swansea City,Defender,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,More
Nick Blackman,Blackburn Rovers,Forward,1,0,0,0,0,0,0,11,1,0,0,0,0,0,0,More
Robbie Blake,Bolton Wanderers,Forward,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,More
Brad Jones,Liverpool,Goalkeeper,1,0,0,1,0,0,0,4,1,0,0,0,0,0,0,More
Carl Ikeme,Wolverhampton Wanderers,Goalkeeper,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,More
Owen Hargreaves,Manchester City,Midfielder,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,More
Adam Smith,Tottenham Hotspur,Defender,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,More
Michael Harriman,Queens Park Rangers,Defender,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,More
Vincenzo Grella,Blackburn Rovers,Midfielder,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,More
Stefan Maierhofer,Wolverhampton Wanderers,Forward,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,More
Marcelo Trotta,Fulham,Forward,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,More
Nico Yennaris,Arsenal,Midfielder,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,More
Sebastien Squillaci,Arsenal,Defender,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,More
Jordan Slew,Blackburn Rovers,Forward,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,More
Cameron Lancaster,Tottenham Hotspur,Forward,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,More
Matt Doherty,Wolverhampton Wanderers,Defender,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,More
Jose Baxter,Everton,Forward,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,More
Federico Bessone,Swansea City,Defender,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,More
Chu Young Park,Arsenal,Forward,1,0,0,0,0,0,0,13,1,0,0,0,0,0,0,More
Will Keane,Manchester United,Forward,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,More
Neil Etheridge,Fulham,Goalkeeper,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,More
Massimo Luongo,Tottenham Hotspur,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
James Hurst,West Bromwich Albion,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Mamady Sidibe,Stoke City,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Steve Harper,Newcastle United,Goalkeeper,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,More
Bruno Ribeiro,Blackburn Rovers,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Graham Burke,Aston Villa,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Enda Stevens,Aston Villa,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Adam Forshaw,Everton,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Lukasz Fabianski,Arsenal,Goalkeeper,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,More
Andy Marshall,Aston Villa,Goalkeeper,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,More
Craig Lynch,Sunderland,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Scott Allan,West Bromwich Albion,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Harry Kane,Tottenham Hotspur,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Jan Mucha,Everton,Goalkeeper,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,More
Jack Robinson,Liverpool,Defender,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,More
Tom Carroll,Tottenham Hotspur,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Jamal Blackman,Chelsea,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Jack Grealish,Aston Villa,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Lee Lucas,Swansea City,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Rob Lainton,Bolton Wanderers,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Robert Elliot,Newcastle United,Goalkeeper,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,More
Habib Beye,Aston Villa,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Mame Biram Diouf,Manchester United,Forward,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Bongani Khumalo,Tottenham Hotspur,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Daniel Johnson,Aston Villa,Midfielder,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,More
Ole Soderberg,Newcastle United,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Jesse Lingard,Manchester United,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Michael O'Halloran,Bolton Wanderers,Forward,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,More
Andros Townsend,Tottenham Hotspur,Midfielder,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,More
Larnell Cole,Manchester United,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Mehdi Abeid,Newcastle United,Midfielder,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,More
Angelo Balanta,Queens Park Rangers,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Bjorn Helge Riise,Fulham,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Tomasz Kuszczak,Manchester United,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Jack Price,Wolverhampton Wanderers,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Iago Falque,Tottenham Hotspur,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Danny Collins,Stoke City,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Costel Pantilimon,Manchester City,Goalkeeper,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,More
Fraser Forster,Newcastle United,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Ryan Fredericks,Tottenham Hotspur,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Trevor Carson,Sunderland,Goalkeeper,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,More
Marek Cech,West Bromwich Albion,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Christopher Kirkland,Wigan Athletic,Goalkeeper,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,More
Kemar Roofe,West Bromwich Albion,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Gwion Edwards,Swansea City,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Tom Soares,Stoke City,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Jay Lynch,Bolton Wanderers,Goalkeeper,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Sam Mantom,West Bromwich Albion,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
John Egan,Sunderland,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Amine Linganzi,Blackburn Rovers,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Shane Lowry,Aston Villa,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
James Tavernier,Newcastle United,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Carlo Cudicini,Tottenham Hotspur,Goalkeeper,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,More
Gilles Sunu,Arsenal,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Peter Ramage,Queens Park Rangers,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Jed Steer,Norwich City,Goalkeeper,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,More
Myles Anderson,Blackburn Rovers,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Luke Daniels,West Bromwich Albion,Goalkeeper,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,More
Sebastian Usai,Blackburn Rovers,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Mike Pollitt,Wigan Athletic,Goalkeeper,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,More
Shkodran Mustafi,Everton,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Lucas Piazon,Chelsea,Forward,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Kaspars Gorkss,Queens Park Rangers,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Ryan Donaldson,Newcastle United,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Elvijs Putnins,Queens Park Rangers,Goalkeeper,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Stuart Taylor,Manchester City,Goalkeeper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Troy Hewitt,Queens Park Rangers,Forward,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Louis Laing,Sunderland,Defender,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,More
Jose Moreira,Swansea City,Goalkeeper,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Heurelho Gomes,Tottenham Hotspur,Goalkeeper,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,More
Manuel Almunia,Arsenal,Goalkeeper,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,More
Jordan Cook,Sunderland,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Brian Murphy,Queens Park Rangers,Goalkeeper,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,More
Jean Makoun,Aston Villa,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Joe Mattock,West Bromwich Albion,Midfielder,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Petter Vaagan Moen,Queens Park Rangers,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Nathan Eccleston,Liverpool,Forward,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Oguzhan Ozyakup,Arsenal,Midfielder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Diego Arismendi,Stoke City,Midfielder,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
Nathaniel Chalobah,Chelsea,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Karim Rekik,Manchester City,Defender,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,More
Adam Blakeman,Bolton Wanderers,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Rafik Halliche,Fulham,Defender,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,More
Hendry Thomas,Wigan Athletic,Midfielder,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,More
Derrick Williams,Aston Villa,Defender,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,More
