full_name,age,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Cesar Azpilicueta,29,Premier League,2014/2015,Defender,Chelsea,2484,1297,1187,Spain,29,15,14,0,0,0,3,2,1,0,0,15,10,5,20,6,14,2,1,0.11,0.11,0,0,0,0,0.72,124,86,828,828,0.11,418,127,11,19
Cesc Fabregas,31,Premier League,2014/2015,Midfielder,Chelsea,2890,1348,1542,Spain,34,15,18,3,0,3,18,7,11,0,0,16,10,6,24,6,18,12,1,0.65,0.56,0.09,0,0.18,963,0.75,120,85,222,161,0.4,160,2,-1,7
Nemanja Matić,30,Premier League,2014/2015,Midfielder,Chelsea,3123,1593,1530,Serbia,36,18,17,1,0,1,3,1,2,0,0,16,11,5,26,7,19,11,1,0.12,0.09,0.03,0,0.06,3123,0.75,120,87,260,1041,0.35,236,143,-1,12
Eden Hazard,27,Premier League,2014/2015,Midfielder,Chelsea,3379,1688,1691,Belgium,38,19,19,14,9,5,9,6,3,3,1,17,11,6,30,9,21,2,0,0.61,0.24,0.37,0.48,0.27,241,0.8,113,89,1690,375,0.05,39,38,-1,2
Oscar dos Santos Emboaba Júnior,27,Premier League,2014/2015,Midfielder,Chelsea,2038,1180,858,Brazil,28,15,11,6,3,3,8,6,2,0,0,14,9,5,13,6,7,5,0,0.62,0.35,0.26,0.23,0.31,340,0.57,157,73,408,255,0.22,68,9,-1,3
Diego Da Silva Costa,30,Premier League,2014/2015,Forward,Chelsea,2083,993,1090,Spain,26,11,13,20,12,8,3,1,2,1,0,11,7,4,23,4,19,8,0,0.99,0.13,0.86,1.09,0.66,104,0.99,91,80,260,694,0.35,3,97,-1,1
Willian,30,Premier League,2014/2015,Midfielder,Chelsea,2416,1244,1172,Brazil,36,14,14,2,2,0,3,1,2,0,0,17,11,6,18,7,11,3,0,0.19,0.11,0.07,0.14,0,1208,0.67,134,67,805,805,0.11,173,119,-1,9
John Michael Nchekwube Obinna,31,Premier League,2014/2015,Midfielder,Chelsea,693,349,344,Nigeria,18,3,3,0,0,0,1,0,1,0,0,8,7,1,7,2,5,1,0,0.13,0.13,0,0,0,0,0.91,99,39,693,693,0.13,426,96,-1,18
Didier Yves Drogba Tébily,40,Premier League,2014/2015,Forward,Chelsea,852,405,447,Côte d'Ivoire,28,4,4,4,1,3,1,1,0,0,0,13,8,5,4,1,3,5,0,0.53,0.11,0.42,0.22,0.6,213,0.42,213,30,170,852,0.53,24,132,-1,6
Petr Čech,36,Premier League,2014/2015,Goalkeeper,Chelsea,606,426,180,Czech Republic,7,4,2,0,0,0,0,0,0,0,0,5,4,1,2,1,1,0,0,0,0,0,0,0,0,0.3,303,87,0,0,0,428,385,3,17
Kurt Zouma,24,Premier League,2014/2015,Defender,Chelsea,640,534,106,France,15,6,1,0,0,0,0,0,0,0,0,9,5,4,2,2,0,0,0,0,0,0,0,0,0,0.28,320,43,0,0,0,429,386,2,16
Filipe Luís,33,Premier League,2014/2015,Defender,Chelsea,937,409,528,Brazil,15,4,5,0,0,0,0,0,0,0,0,4,3,1,10,3,7,1,0,0,0,0,0,0,0,0.96,94,62,937,0,0.1,430,387,35,13
Carlos Sánchez,32,Premier League,2014/2015,Midfielder,Aston Villa,1985,1014,971,Colombia,28,10,10,1,0,1,0,0,0,0,0,9,4,5,29,14,15,8,1,0.05,0,0.05,0,0.09,1985,1.31,68,71,248,0,0.36,210,388,-1,8
Joe Cole,37,Premier League,2014/2015,Midfielder,Aston Villa,278,37,241,England,12,0,3,1,0,1,1,0,1,0,0,3,1,2,4,1,3,0,0,0.65,0.32,0.32,0,0.37,278,1.29,70,23,0,278,0,45,17,-1,7
Siem de Jong,29,Premier League,2014/2015,Midfielder,Newcastle United,147,95,52,Netherlands,4,1,0,1,1,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0.61,0,0.61,0.95,0,147,1.22,74,37,0,0,0,-1,-1,-1,8
Ramires Santos do Nascimento,31,Premier League,2014/2015,Midfielder,Chelsea,1099,355,744,Brazil,23,2,9,2,0,2,4,1,3,0,0,11,7,4,13,3,10,4,0,0.49,0.33,0.16,0,0.24,550,1.06,85,48,275,275,0.33,114,12,-1,10
Marc Albrighton,29,Premier League,2014/2015,Midfielder,Leicester City,1026,626,400,England,18,6,4,2,2,0,3,2,1,0,0,6,4,2,9,5,4,3,0,0.44,0.26,0.18,0.29,0,513,0.79,114,57,342,342,0.26,101,29,-1,7
Adrian Mariappa,32,Premier League,2014/2015,Defender,Crystal Palace,840,245,595,Jamaica,12,2,6,0,0,0,0,0,0,0,0,3,1,2,12,4,8,3,0,0,0,0,0,0,0,1.29,70,70,280,0,0.32,387,392,110,15
James Tomkins,29,Premier League,2014/2015,Defender,West Ham United,1852,955,897,England,22,11,9,1,0,1,3,3,0,0,0,5,4,1,25,11,14,6,0,0.19,0.15,0.05,0,0.1,1852,1.21,74,84,309,617,0.29,201,80,84,11
Diafra Sakho,28,Premier League,2014/2015,Forward,West Ham United,1760,1035,725,Senegal,23,12,8,10,6,4,2,1,1,0,0,5,4,1,21,9,12,2,0,0.61,0.1,0.51,0.52,0.5,176,1.07,84,77,880,880,0.1,14,140,-1,1
Florin Gardoş,30,Premier League,2014/2015,Defender,Southampton,572,190,382,Romania,11,2,3,0,0,0,0,0,0,0,0,7,4,3,3,0,3,1,0,0,0,0,0,0,0,0.47,191,52,572,0,0.16,390,394,4,19
Gareth McAuley,38,Premier League,2014/2015,Defender,West Bromwich Albion,2072,990,1082,Northern Ireland,24,11,13,1,0,1,0,0,0,0,0,12,7,5,25,11,14,3,1,0.04,0,0.04,0,0.08,2072,1.09,83,86,518,0,0.17,218,396,56,8
Stephen Ward,33,Premier League,2014/2015,Defender,Burnley,623,339,284,Republic of Ireland,9,4,3,0,0,0,0,0,0,0,0,3,2,1,10,5,5,3,0,0,0,0,0,0,0,1.44,62,69,208,0,0.43,392,397,142,11
Steven Reid,37,Premier League,2014/2015,Defender,Burnley,108,2,106,Republic of Ireland,7,0,1,0,0,0,0,0,0,0,0,4,3,1,3,0,3,1,0,0,0,0,0,0,0,2.5,36,15,108,0,0.83,-1,-1,-1,10
Per Mertesacker,34,Premier League,2014/2015,Defender,Arsenal,3150,1530,1620,Germany,35,17,18,0,0,0,1,1,0,0,0,12,7,5,32,13,19,2,0,0.03,0.03,0,0,0,0,0.91,98,90,1575,3150,0.06,393,239,26,18
Mesut Özil,30,Premier League,2014/2015,Midfielder,Arsenal,1860,974,886,Germany,22,11,10,4,2,2,5,4,1,0,0,8,6,2,16,6,10,0,0,0.44,0.24,0.19,0.18,0.2,465,0.77,116,85,0,372,0,97,36,-1,6
Mathieu Flamini,34,Premier League,2014/2015,Midfielder,Arsenal,1455,631,824,France,23,6,9,1,1,0,1,0,1,0,0,7,4,3,20,8,12,3,0,0.12,0.06,0.06,0.14,0,1455,1.24,73,63,485,1455,0.19,199,190,-1,15
Hector Bellerin,23,Premier League,2014/2015,Defender,Arsenal,1562,977,585,Spain,20,10,7,2,2,0,1,1,0,0,0,8,5,3,15,7,8,5,0,0.17,0.06,0.12,0.18,0,781,0.86,104,78,312,1562,0.29,137,196,19,10
Liam Rosenior,34,Premier League,2014/2015,Defender,Hull City,575,343,232,England,13,3,2,0,0,0,1,1,0,0,0,5,4,1,8,6,2,0,0,0.16,0.16,0,0,0,0,1.25,72,44,0,575,0,396,76,98,21
George Boyd,33,Premier League,2014/2015,Midfielder,Burnley,3023,1516,1507,Scotland,36,17,18,5,3,2,2,1,1,0,0,9,6,3,48,19,29,7,0,0.21,0.06,0.15,0.18,0.12,605,1.43,63,84,432,1512,0.21,115,197,-1,3
Osazemwinde Peter Odemwingie,37,Premier League,2014/2015,Forward,Stoke City,189,39,150,Nigeria,7,0,1,0,0,0,0,0,0,0,0,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0.95,95,27,0,0,0,-1,-1,-1,13
Geoff Cameron,33,Premier League,2014/2015,Defender,Stoke City,2134,1156,978,USA,27,12,9,0,0,0,1,0,1,0,0,6,3,3,30,17,13,4,0,0.04,0.04,0,0,0,0,1.27,71,79,534,2134,0.17,399,214,105,12
Jan Vertonghen,31,Premier League,2014/2015,Defender,Tottenham Hotspur,2810,1440,1370,Belgium,32,16,15,0,0,0,0,0,0,0,0,7,5,2,43,19,24,6,0,0,0,0,0,0,0,1.38,65,88,468,0,0.19,400,404,131,19
Nacer Chadli,29,Premier League,2014/2015,Midfielder,Tottenham Hotspur,2415,1322,1093,Belgium,35,15,13,11,6,5,5,3,2,0,0,8,5,3,39,18,21,3,0,0.6,0.19,0.41,0.41,0.41,220,1.45,62,69,805,483,0.11,30,58,-1,2
Moussa Dembele,31,Premier League,2014/2015,Midfielder,Tottenham Hotspur,1138,518,620,Belgium,26,4,6,1,0,1,1,0,1,0,0,6,4,2,21,8,13,1,0,0.16,0.08,0.08,0,0.15,1138,1.66,54,44,1138,1138,0.08,165,168,-1,11
Mauricio Aníbal Isla Isla,30,Premier League,2014/2015,Defender,Queens Park Rangers,2132,1185,947,Chile,26,13,11,0,0,0,2,2,0,0,0,5,4,1,37,13,24,4,0,0.08,0.08,0,0,0,0,1.56,58,82,533,1066,0.17,403,167,156,18
Leroy Fer,28,Premier League,2014/2015,Midfielder,Queens Park Rangers,2368,1148,1220,Netherlands,29,13,14,6,4,2,2,1,1,0,0,6,5,1,48,11,37,4,0,0.3,0.08,0.23,0.31,0.15,395,1.82,49,82,592,1184,0.15,75,158,-1,3
Shaun Wright-Phillips,37,Premier League,2014/2015,Midfielder,Queens Park Rangers,127,0,127,England,4,0,1,0,0,0,0,0,0,0,0,1,0,1,4,0,4,0,0,0,0,0,0,0,0,2.83,32,32,0,0,0,-1,-1,-1,16
Santiago Vergini,30,Premier League,2014/2015,Defender,Sunderland,2623,1491,1132,Argentina,31,16,12,0,0,0,0,0,0,0,0,10,5,5,39,20,19,6,0,0,0,0,0,0,0,1.34,67,85,437,0,0.21,405,333,122,15
Billy Jones,31,Premier League,2014/2015,Defender,Sunderland,1256,626,630,England,14,7,7,0,0,0,0,0,0,0,0,6,3,3,17,8,9,7,0,0,0,0,0,0,0,1.22,74,90,179,0,0.5,406,255,88,14
Antonio Valencia,33,Premier League,2014/2015,Defender,Manchester United,2583,1249,1334,Ecuador,32,14,15,0,0,0,2,1,1,0,0,11,6,5,20,8,12,4,0,0.07,0.07,0,0,0,0,0.7,129,81,646,1292,0.14,336,183,9,19
Tom Cleverley,29,Premier League,2014/2015,Midfielder,Manchester United,2610,1122,1488,England,32,15,17,3,2,1,0,0,0,0,0,8,3,5,43,17,26,7,0,0.1,0,0.1,0.16,0.06,870,1.48,61,82,373,0,0.24,151,253,-1,8
Robin van Persie,35,Premier League,2014/2015,Forward,Manchester United,2114,1128,986,Netherlands,27,13,12,10,7,3,2,2,0,1,1,6,4,2,23,8,15,5,0,0.51,0.09,0.43,0.56,0.27,211,0.98,92,78,423,1057,0.21,21,154,-1,2
Danny Welbeck,28,Premier League,2014/2015,Forward,Arsenal,1709,756,953,England,27,8,10,4,1,3,3,0,3,0,0,10,5,5,18,10,8,3,0,0.37,0.16,0.21,0.12,0.28,427,0.95,95,63,570,570,0.16,84,77,-1,7
Bacary Sagna,35,Premier League,2014/2015,Defender,Manchester City,740,290,450,France,9,3,5,0,0,0,0,0,0,0,0,2,1,1,9,3,6,1,0,0,0,0,0,0,0,1.09,82,82,740,0,0.12,266,241,59,16
Alberto Moreno,26,Premier League,2014/2015,Defender,Liverpool,2261,1294,967,Spain,28,15,11,2,1,1,0,0,0,0,0,11,5,6,31,14,17,6,0,0.08,0,0.08,0.07,0.09,1131,1.23,73,81,377,0,0.24,168,259,94,9
Lazar Marković,24,Premier League,2014/2015,Midfielder,Liverpool,934,477,457,Serbia,19,6,5,2,1,1,1,0,1,0,0,7,2,5,11,6,5,0,0,0.29,0.1,0.19,0.19,0.2,467,1.06,85,49,0,934,0,95,135,-1,8
Jonny Evans,30,Premier League,2014/2015,Defender,Manchester United,1091,450,641,Northern Ireland,14,5,7,0,0,0,0,0,0,0,0,7,3,4,7,2,5,1,0,0,0,0,0,0,0,0.58,156,78,1091,0,0.08,269,280,6,21
Ángel Di María,30,Premier League,2014/2015,Midfielder,Manchester United,1645,791,854,Argentina,27,10,10,3,2,1,10,5,5,0,0,8,4,4,19,8,11,1,0,0.71,0.55,0.16,0.23,0.11,548,1.04,87,61,1645,165,0.05,110,3,-1,9
Victor Moses,27,Premier League,2014/2015,Midfielder,Stoke City,1455,741,714,Nigeria,19,9,10,3,2,1,3,1,2,1,0,5,3,2,19,11,8,3,0,0.37,0.19,0.19,0.24,0.13,485,1.18,77,77,485,485,0.19,93,59,-1,6
Wilfried Zaha,26,Premier League,2014/2015,Midfielder,Crystal Palace,1982,1058,924,Côte d'Ivoire,31,12,11,4,1,3,2,2,0,0,0,6,2,4,22,13,9,1,0,0.27,0.09,0.18,0.09,0.29,496,1,90,64,1982,991,0.05,100,145,-1,7
Adel Taarabt,29,Premier League,2014/2015,Midfielder,Queens Park Rangers,294,91,203,Morocco,7,1,2,0,0,0,0,0,0,0,0,1,1,0,5,0,5,0,0,0,0,0,0,0,0,1.53,59,42,0,0,0,273,263,-1,15
Emanuele Giaccherini,33,Premier League,2014/2015,Midfielder,Sunderland,304,130,174,Italy,8,1,1,0,0,0,0,0,0,0,0,2,0,2,4,1,3,2,0,0,0,0,0,0,0,1.18,76,38,152,0,0.59,274,264,-1,13
Tom Carroll,26,Premier League,2014/2015,Midfielder,Swansea City,692,338,354,England,13,3,5,0,0,0,0,0,0,0,0,8,4,4,10,7,3,1,0,0,0,0,0,0,0,1.3,69,53,692,0,0.13,265,265,-1,18
Federico Fernández,29,Premier League,2014/2015,Defender,Swansea City,2474,1080,1394,Argentina,28,12,15,0,0,0,0,0,0,0,0,10,3,7,36,16,20,0,0,0,0,0,0,0,0,1.31,69,88,0,0,0,275,266,114,19
James Morrison,32,Premier League,2014/2015,Midfielder,West Bromwich Albion,2559,1400,1159,Scotland,33,16,13,2,0,2,1,1,0,0,0,14,8,6,34,19,15,3,0,0.11,0.04,0.07,0,0.16,1280,1.2,75,78,853,2559,0.11,182,213,-1,7
Cristian Gamboa Luna,29,Premier League,2014/2015,Defender,West Bromwich Albion,233,103,130,Costa Rica,10,0,1,0,0,0,1,1,0,0,0,2,1,1,3,1,2,1,0,0.39,0.39,0,0,0,0,1.16,78,23,233,233,0.39,-1,-1,-1,15
Gastón Ramírez,27,Premier League,2014/2015,Midfielder,Hull City,1010,510,500,Uruguay,23,6,5,1,0,1,2,0,2,0,0,7,4,3,12,9,3,2,1,0.27,0.18,0.09,0,0.18,1010,1.07,84,44,337,505,0.27,159,62,-1,7
Samuel Eto'o Fils,37,Premier League,2014/2015,Forward,Everton,782,261,521,Cameroon,14,2,6,3,1,2,1,1,0,0,0,2,2,0,17,6,11,1,0,0.46,0.12,0.35,0.34,0.35,261,1.96,46,56,782,782,0.12,41,114,-1,5
Darron Gibson,31,Premier League,2014/2015,Midfielder,Everton,410,131,279,Republic of Ireland,9,1,2,0,0,0,0,0,0,0,0,2,2,0,8,2,6,0,0,0,0,0,0,0,0,1.76,51,46,0,0,0,280,270,-1,18
Vlad Chiricheș,29,Premier League,2014/2015,Defender,Tottenham Hotspur,708,329,379,Romania,10,4,4,0,0,0,0,0,0,0,0,2,1,1,10,3,7,4,1,0,0,0,0,0,0,1.27,71,71,177,0,0.51,281,262,104,16
Mario Balotelli,28,Premier League,2014/2015,Forward,Liverpool,939,401,538,Italy,16,4,6,1,1,0,0,0,0,0,0,4,1,3,10,3,7,5,0,0.1,0,0.1,0.22,0,939,0.96,94,59,188,0,0.48,156,271,-1,11
José Enrique de la Sánchez Diaz,32,Premier League,2014/2015,Defender,Liverpool,203,90,113,Spain,4,1,1,0,0,0,0,0,0,0,0,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0.44,203,51,0,0,0,-1,-1,-1,23
Jamie Vardy,31,Premier League,2014/2015,Forward,Leicester City,2246,1192,1054,England,34,14,12,5,2,3,8,5,3,0,0,9,6,3,39,13,26,5,0,0.52,0.32,0.2,0.15,0.26,449,1.56,58,66,449,281,0.2,88,15,-1,4
Esteban Matías Cambiasso Delau,38,Premier League,2014/2015,Midfielder,Leicester City,2421,1121,1300,Argentina,31,13,14,5,3,2,1,0,1,0,0,9,5,4,37,14,23,1,0,0.22,0.04,0.19,0.24,0.14,484,1.38,65,78,2421,2421,0.04,96,221,-1,2
David Ospina Ramírez,30,Premier League,2014/2015,Goalkeeper,Arsenal,1620,900,720,Colombia,18,10,8,0,0,0,0,0,0,0,0,8,6,2,10,4,6,0,0,0,0,0,0,0,0,0.56,162,90,0,0,0,285,275,5,16
Frank Lampard,40,Premier League,2014/2015,Midfielder,Manchester City,990,535,455,England,32,6,4,6,3,3,1,1,0,0,0,12,8,4,7,4,3,1,0,0.64,0.09,0.55,0.5,0.59,165,0.64,141,31,990,990,0.09,12,152,-1,4
Scott Sinclair,29,Premier League,2014/2015,Midfielder,Aston Villa,464,217,247,England,11,2,3,1,1,0,0,0,0,0,0,2,1,1,5,2,3,0,0,0.19,0,0.19,0.41,0,464,0.97,93,42,0,0,0,92,277,-1,6
Eliaquim Mangala,27,Premier League,2014/2015,Defender,Manchester City,2188,1080,1108,France,25,12,12,0,0,0,2,1,1,0,0,12,8,4,22,7,15,5,1,0.08,0.08,0,0,0,0,0.9,99,88,438,1094,0.21,264,169,24,15
Marvin Emnes,30,Premier League,2014/2015,Forward,Swansea City,502,304,198,Netherlands,17,1,2,0,0,0,0,0,0,0,0,4,2,2,8,5,3,2,0,0,0,0,0,0,0,1.43,63,30,251,0,0.36,251,279,-1,20
James McArthur,31,Premier League,2014/2015,Midfielder,Crystal Palace,2607,1274,1333,Scotland,32,15,14,2,2,0,0,0,0,0,0,7,3,4,31,17,14,6,0,0.07,0,0.07,0.14,0,1304,1.07,84,81,435,0,0.21,181,260,-1,12
Toby Alderweireld,29,Premier League,2014/2015,Defender,Southampton,2263,1170,1093,Belgium,26,13,13,1,0,1,0,0,0,0,0,10,8,2,23,8,15,3,0,0.04,0,0.04,0,0.08,2263,0.91,98,87,754,0,0.12,224,261,28,13
Cheik Ismaël Tioté,32,Premier League,2014/2015,Midfielder,Newcastle United,897,430,467,Côte d'Ivoire,11,5,5,0,0,0,2,2,0,0,0,0,0,0,18,8,10,5,0,0.2,0.2,0,0,0,0,1.81,50,82,179,449,0.5,243,51,-1,21
Sammy Ameobi,26,Premier League,2014/2015,Midfielder,Newcastle United,1421,750,671,England,25,8,7,2,0,2,2,1,1,0,0,5,3,2,10,3,7,2,0,0.25,0.13,0.13,0,0.27,711,0.63,142,57,711,711,0.13,131,105,-1,5
Adam Armstrong,21,Premier League,2014/2015,Forward,Newcastle United,202,97,105,England,11,0,1,0,0,0,1,1,0,0,0,1,1,0,6,2,4,1,0,0.45,0.45,0,0,0,0,2.67,34,18,202,202,0.45,-1,-1,-1,22
Oussama Assaidi,30,Premier League,2014/2015,Forward,Stoke City,224,50,174,Morocco,9,0,1,0,0,0,1,1,0,0,0,2,1,1,4,0,4,1,0,0.4,0.4,0,0,0,0,1.61,56,25,224,224,0.4,-1,-1,-1,11
Ricky Alvarez,30,Premier League,2014/2015,Midfielder,Sunderland,494,356,138,Argentina,13,4,1,0,0,0,0,0,0,0,0,4,3,1,11,9,2,3,0,0,0,0,0,0,0,2,45,38,165,0,0.55,245,243,-1,12
Benjamin Stambouli,28,Premier League,2014/2015,Midfielder,Tottenham Hotspur,453,237,216,France,12,2,2,0,0,0,0,0,0,0,0,4,2,2,3,1,2,4,0,0,0,0,0,0,0,0.6,151,38,113,0,0.79,246,244,-1,15
Michel Vorm,35,Premier League,2014/2015,Goalkeeper,Tottenham Hotspur,356,176,180,Netherlands,4,1,2,0,0,0,0,0,0,0,0,1,0,1,4,3,1,0,0,0,0,0,0,0,0,1.01,89,89,0,0,0,247,245,39,14
Federico Fazio,31,Premier League,2014/2015,Defender,Tottenham Hotspur,1777,810,967,Argentina,20,9,11,0,0,0,0,0,0,0,0,5,3,2,25,9,16,3,1,0,0,0,0,0,0,1.27,71,89,444,0,0.2,248,246,103,17
Luke Garbutt,25,Premier League,2014/2015,Defender,Everton,286,16,270,England,4,0,3,0,0,0,0,0,0,0,0,0,0,0,8,1,7,1,0,0,0,0,0,0,0,2.52,36,72,286,0,0.31,249,247,180,14
Adam David Lallana,30,Premier League,2014/2015,Midfielder,Liverpool,1790,1051,739,England,27,14,9,5,4,1,3,2,1,0,0,8,4,4,21,9,12,4,0,0.4,0.15,0.25,0.34,0.12,358,1.06,85,66,448,597,0.2,72,87,-1,4
Fabio Borini,27,Premier League,2014/2015,Forward,Liverpool,392,122,270,Italy,12,0,3,1,0,1,1,0,1,0,0,4,1,3,7,2,5,3,1,0.46,0.23,0.23,0,0.33,392,1.61,56,33,131,392,0.69,74,40,-1,12
Tetchi Jores Charlemagne Ulrich Okore,26,Premier League,2014/2015,Defender,Aston Villa,2009,929,1080,Denmark,23,10,12,1,1,0,0,0,0,0,0,5,3,2,32,10,22,6,0,0.04,0,0.04,0.1,0,2009,1.43,63,87,335,0,0.27,225,251,140,5
Rafael,28,Premier League,2014/2015,Defender,Manchester United,589,350,239,Brazil,10,4,2,0,0,0,1,1,0,0,0,3,2,1,11,4,7,2,0,0.15,0.15,0,0,0,0,1.68,54,59,295,589,0.31,254,85,161,20
Daley Blind,28,Premier League,2014/2015,Defender,Manchester United,2172,1182,990,Netherlands,25,14,11,2,0,2,2,2,0,0,0,7,4,3,26,10,16,4,0,0.17,0.08,0.08,0,0.18,1086,1.08,84,87,543,1086,0.17,172,170,55,10
Faustino Marcos Alberto Rojo,28,Premier League,2014/2015,Defender,Manchester United,1763,988,775,Argentina,22,11,9,0,0,0,0,0,0,0,0,6,3,3,19,8,11,6,0,0,0,0,0,0,0,0.97,93,80,294,0,0.31,256,258,36,17
Radamel Falcao,32,Premier League,2014/2015,Forward,Manchester United,1285,586,699,Colombia,26,7,7,4,2,2,4,3,1,0,0,7,5,2,14,5,9,2,0,0.56,0.28,0.28,0.31,0.26,321,0.98,92,49,643,321,0.14,56,25,-1,6
Luke Shaw,23,Premier League,2014/2015,Defender,Manchester United,1127,495,632,England,16,6,9,0,0,0,0,0,0,0,0,2,1,1,14,4,10,3,1,0,0,0,0,0,0,1.12,81,70,376,0,0.24,258,283,65,15
Niko Kranjčar,34,Premier League,2014/2015,Midfielder,Queens Park Rangers,1113,267,846,Croatia,22,2,9,2,1,1,1,0,1,0,0,3,2,1,27,7,20,2,0,0.24,0.08,0.16,0.34,0.11,557,2.18,41,51,557,1113,0.16,109,156,-1,7
Sandro Ranieri Guimarães Cordeiro,29,Premier League,2014/2015,Midfielder,Queens Park Rangers,1221,584,637,Brazil,17,8,9,1,1,0,0,0,0,0,0,2,2,0,20,4,16,6,0,0.07,0,0.07,0.15,0,1221,1.47,61,72,204,0,0.44,180,310,-1,11
Eduardo Jesús Vargas Rojas,29,Premier League,2014/2015,Forward,Queens Park Rangers,1385,721,664,Chile,21,8,8,3,2,1,2,1,1,0,0,3,3,0,25,10,15,1,0,0.32,0.13,0.19,0.25,0.14,462,1.62,55,66,1385,693,0.06,89,101,-1,4
Alex McCarthy,28,Premier League,2014/2015,Goalkeeper,Queens Park Rangers,236,146,90,England,3,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0,0,0,0,0,0,0,0,2.29,39,79,0,0,0,-1,-1,-1,14
Abel Mathías Hernández Platero,28,Premier League,2014/2015,Forward,Hull City,1312,861,451,Uruguay,25,9,6,4,3,1,1,1,0,1,0,7,5,2,17,13,4,2,0,0.34,0.07,0.27,0.31,0.2,328,1.17,77,52,656,1312,0.14,62,182,-1,3
Hatem Ben Arfa,31,Premier League,2014/2015,Midfielder,Hull City,384,157,227,France,8,2,3,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1,0,0,0,0,0,0,0,0.94,96,48,384,0,0.23,276,331,-1,24
Alexandre Dimitri Song-Billong,31,Premier League,2014/2015,Midfielder,West Ham United,2248,1188,1060,Cameroon,28,14,11,0,0,0,3,2,1,0,0,6,5,1,29,9,20,4,0,0.12,0.12,0,0,0,0,1.16,78,80,562,749,0.16,289,113,-1,16
Carl Jenkinson,26,Premier League,2014/2015,Defender,West Ham United,2667,1368,1299,England,32,15,14,0,0,0,2,1,1,0,0,9,7,2,26,8,18,2,0,0.07,0.07,0,0,0,0,0.88,103,83,1334,1334,0.07,288,181,23,15
Morgan Amalfitano,33,Premier League,2014/2015,Midfielder,West Ham United,1182,542,640,France,24,6,8,3,3,0,1,0,1,0,0,6,5,1,17,3,14,3,0,0.3,0.08,0.23,0.5,0,394,1.29,70,49,394,1182,0.23,79,164,-1,6
Matthew Lowton,29,Premier League,2014/2015,Defender,Aston Villa,753,285,468,England,12,3,5,0,0,0,0,0,0,0,0,2,0,2,11,4,7,2,0,0,0,0,0,0,0,1.31,68,63,377,0,0.24,316,314,117,13
Papiss Demba Cissé,33,Premier League,2014/2015,Forward,Newcastle United,1152,620,532,Senegal,22,6,5,11,6,5,1,1,0,1,0,6,5,1,14,3,11,1,0,0.94,0.08,0.86,0.87,0.85,105,1.09,82,52,1152,1152,0.08,4,165,-1,1
Matt Targett,23,Premier League,2014/2015,Defender,Southampton,224,190,34,England,6,2,1,0,0,0,0,0,0,0,0,2,1,1,3,3,0,0,0,0,0,0,0,0,0,1.21,75,37,0,0,0,-1,-1,-1,18
Matty James,27,Premier League,2014/2015,Midfielder,Leicester City,1890,875,1015,England,27,9,11,0,0,0,1,0,1,0,0,7,5,2,32,10,22,3,1,0.05,0.05,0,0,0,0,1.52,59,70,473,1890,0.19,318,200,-1,16
Paulinho,30,Premier League,2014/2015,Midfielder,Tottenham Hotspur,478,140,338,Brazil,15,0,3,0,0,0,1,0,1,0,0,3,1,2,5,2,3,3,0,0.19,0.19,0,0,0,0,0.94,96,32,159,478,0.56,319,56,-1,13
Joleon Lescott,36,Premier League,2014/2015,Defender,West Bromwich Albion,3060,1530,1530,England,34,17,17,1,0,1,2,1,1,0,0,15,8,7,41,20,21,3,0,0.09,0.06,0.03,0,0.06,3060,1.21,75,90,1020,1530,0.09,233,195,80,10
Tony Hibbert,37,Premier League,2014/2015,Defender,Everton,331,90,241,England,4,1,3,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,1.36,66,83,0,0,0,321,309,127,16
José Ángel Pozo la Rosa,22,Premier League,2014/2015,Midfielder,Manchester City,137,56,81,Spain,3,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,-1,-1,-1,22
Paddy McNair,23,Premier League,2014/2015,Midfielder,Manchester United,1028,557,471,Northern Ireland,16,6,6,0,0,0,0,0,0,0,0,3,2,1,13,6,7,2,0,0,0,0,0,0,0,1.14,79,64,514,0,0.18,322,319,-1,16
Sadio Mané,26,Premier League,2014/2015,Forward,Southampton,2135,1103,1032,Senegal,30,13,11,10,7,3,3,2,1,0,0,10,8,2,25,10,15,5,0,0.55,0.13,0.42,0.57,0.26,214,1.05,85,71,427,712,0.21,23,100,-1,2
