full_name,age,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Adama Valentin Diomande,28,Premier League,2016/2017,Forward,Hull City,1168,628,540,Norway,22,7,6,2,2,0,0,0,0,0,0,1,0,1,23,9,14,1,0,0.15,0,0.15,0.29,0,584,1.77,51,53,1168,0,0.08,125,346,-1,6
Jarrod Bowen,21,Premier League,2016/2017,Forward,Hull City,176,72,104,England,7,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,3.07,29,25,0,0,0,-1,-1,-1,26
Shaun Maloney,35,Premier League,2016/2017,Midfielder,Hull City,278,147,131,Scotland,9,1,1,1,0,1,2,0,2,0,0,1,0,1,5,1,4,0,0,0.97,0.65,0.32,0,0.69,278,1.62,56,31,0,139,0,50,4,-1,10
Josh Tymon,19,Premier League,2016/2017,Defender,Hull City,325,191,134,England,5,2,2,0,0,0,0,0,0,0,0,2,1,1,8,6,2,1,0,0,0,0,0,0,0,2.22,41,65,325,0,0.28,342,347,168,25
Kasper Schmeichel,32,Premier League,2016/2017,Goalkeeper,Leicester City,2667,1317,1350,Denmark,30,15,15,0,0,0,0,0,0,0,0,8,6,2,45,16,29,1,0,0,0,0,0,0,0,1.52,59,89,2667,0,0.03,343,348,117,19
Christian Fuchs,32,Premier League,2016/2017,Defender,Leicester City,3126,1550,1576,Austria,36,17,18,2,2,0,4,2,2,0,0,9,7,2,55,21,34,10,0,0.17,0.12,0.06,0.12,0,1563,1.58,57,87,313,782,0.29,210,124,126,7
Danny Simpson,31,Premier League,2016/2017,Defender,Leicester City,2990,1633,1357,England,35,18,16,0,0,0,2,2,0,0,0,9,7,2,47,19,28,12,0,0.06,0.06,0,0,0,0,1.41,64,85,249,1495,0.36,344,205,96,23
Wes Morgan,34,Premier League,2016/2017,Defender,Leicester City,2430,1260,1170,Jamaica,27,14,13,1,1,0,0,0,0,0,0,5,4,1,43,16,27,3,0,0.04,0,0.04,0.07,0,2430,1.59,57,90,810,0,0.11,236,349,129,13
Luis Hernández,29,Premier League,2016/2017,Defender,Leicester City,326,0,326,Spain,4,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,8,1,0,0,0,0,0,0,0,2.21,41,82,326,0,0.28,345,350,167,22
Andy King,30,Premier League,2016/2017,Midfielder,Leicester City,1443,634,809,Wales,23,6,9,1,1,0,0,0,0,0,0,6,4,2,25,9,16,4,0,0.06,0,0.06,0.14,0,1443,1.56,58,63,361,0,0.25,213,351,-1,12
Danny Drinkwater,28,Premier League,2016/2017,Midfielder,Leicester City,2466,1270,1196,England,29,14,13,1,1,0,1,1,0,0,0,8,7,1,43,13,30,6,0,0.07,0.04,0.04,0.07,0,2466,1.57,57,85,411,2466,0.22,239,226,-1,11
Riyad Mahrez,27,Premier League,2016/2017,Midfielder,Leicester City,2837,1480,1357,Algeria,36,17,16,6,3,3,3,2,1,3,2,9,7,2,45,17,28,4,0,0.29,0.1,0.19,0.18,0.2,473,1.43,63,79,709,946,0.13,100,148,-1,3
Demarai Gray,22,Premier League,2016/2017,Midfielder,Leicester City,1035,517,518,England,30,4,5,1,0,1,3,0,3,0,0,7,6,1,18,6,12,2,0,0.35,0.26,0.09,0,0.17,1035,1.57,58,35,518,345,0.17,167,31,-1,10
Ahmed Musa,26,Premier League,2016/2017,Forward,Leicester City,753,317,436,Nigeria,21,4,3,2,1,1,0,0,0,0,0,2,1,1,18,8,10,1,0,0.24,0,0.24,0.28,0.21,377,2.15,42,36,753,0,0.12,75,352,-1,8
Jamie Vardy,31,Premier League,2016/2017,Forward,Leicester City,2808,1337,1471,England,35,15,18,13,9,4,5,3,2,0,0,7,6,1,55,19,36,3,1,0.58,0.16,0.42,0.61,0.24,216,1.76,51,80,702,562,0.13,32,86,-1,1
Daniel Amartey,23,Premier League,2016/2017,Midfielder,Leicester City,1666,792,874,Ghana,24,8,9,1,0,1,1,0,1,0,0,5,4,1,32,10,22,3,0,0.11,0.05,0.05,0,0.1,1666,1.73,52,69,555,1666,0.16,215,213,-1,16
José Leonardo Ulloa,32,Premier League,2016/2017,Forward,Leicester City,435,80,355,Argentina,16,0,3,1,0,1,0,0,0,0,0,5,3,2,3,0,3,0,0,0.21,0,0.21,0,0.25,435,0.62,145,27,0,0,0,91,353,-1,14
Ben Chilwell,21,Premier League,2016/2017,Defender,Leicester City,694,453,241,England,12,5,2,1,1,0,0,0,0,0,0,2,2,0,16,10,6,2,0,0.13,0,0.13,0.2,0,694,2.07,43,58,347,0,0.26,142,354,162,15
Marc Albrighton,29,Premier League,2016/2017,Midfielder,Leicester City,2424,1216,1208,England,33,14,15,2,1,1,6,4,2,0,0,8,6,2,44,15,29,5,0,0.3,0.22,0.07,0.07,0.07,1212,1.63,55,73,485,404,0.19,192,49,-1,6
Ron-Robert Zieler,29,Premier League,2016/2017,Goalkeeper,Leicester City,753,393,360,Germany,9,4,4,0,0,0,0,0,0,0,0,1,1,0,15,6,9,0,0,0,0,0,0,0,0,1.79,50,84,0,0,0,346,343,151,21
Tom Heaton,32,Premier League,2016/2017,Goalkeeper,Burnley,3150,1620,1530,England,35,18,17,0,0,0,0,0,0,0,0,10,6,4,44,15,29,1,0,0,0,0,0,0,0,1.26,72,90,3150,0,0.03,347,355,73,17
Stephen Ward,33,Premier League,2016/2017,Defender,Burnley,3232,1613,1619,Republic of Ireland,37,18,19,1,1,0,1,0,1,0,0,10,6,4,48,15,33,5,0,0.06,0.03,0.03,0.06,0,3232,1.34,67,87,646,3232,0.14,248,240,85,13
Matthew Lowton,29,Premier League,2016/2017,Defender,Burnley,3240,1620,1620,England,36,18,18,0,0,0,2,1,1,0,0,9,5,4,48,17,31,9,0,0.06,0.06,0,0,0,0,1.33,68,90,360,1620,0.25,348,193,83,22
Ben Mee,29,Premier League,2016/2017,Defender,Burnley,3016,1486,1530,England,34,17,17,1,0,1,0,0,0,0,0,9,6,3,44,13,31,5,0,0.03,0,0.03,0,0.06,3016,1.31,69,89,603,0,0.15,259,357,78,9
Michael Keane,25,Premier League,2016/2017,Defender,Burnley,3150,1530,1620,England,35,17,18,2,1,1,1,1,0,0,0,10,6,4,44,13,31,4,0,0.09,0.03,0.06,0.06,0.06,1575,1.26,72,90,788,3150,0.11,203,228,72,5
David Jones,34,Premier League,2016/2017,Midfielder,Burnley,87,87,0,England,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1.03,87,87,87,0,1.03,-1,-1,-1,21
Dean Marney,34,Premier League,2016/2017,Midfielder,Burnley,1770,998,772,England,21,12,9,1,1,0,2,2,0,0,0,5,4,1,25,7,18,7,0,0.15,0.1,0.05,0.09,0,1770,1.27,71,84,253,885,0.36,217,146,-1,11
Scott Arfield,30,Premier League,2016/2017,Midfielder,Burnley,2107,1008,1099,Canada,31,10,13,1,1,0,0,0,0,0,0,7,4,3,32,11,21,3,0,0.04,0,0.04,0.09,0,2107,1.37,66,68,702,0,0.13,228,358,-1,12
George Boyd,33,Premier League,2016/2017,Midfielder,Burnley,2845,1414,1431,Scotland,36,16,17,2,2,0,1,0,1,0,0,10,6,4,40,12,28,3,0,0.09,0.03,0.06,0.13,0,1423,1.27,71,79,948,2845,0.09,201,233,-1,6
Sam Vokes,29,Premier League,2016/2017,Forward,Burnley,2055,1136,919,Wales,37,12,9,10,7,3,3,2,1,2,0,10,6,4,31,13,18,0,0,0.57,0.13,0.44,0.55,0.29,206,1.36,66,56,0,685,0,27,117,-1,1
Andre Gray,27,Premier League,2016/2017,Forward,Burnley,2267,1035,1232,England,32,12,14,9,5,4,3,3,0,2,0,9,5,4,29,7,22,2,0,0.48,0.12,0.36,0.43,0.29,252,1.15,78,71,1134,756,0.08,41,129,-1,2
Johann Berg Guðmunds­son,28,Premier League,2016/2017,Midfielder,Burnley,995,621,374,Iceland,20,6,4,1,1,0,2,1,1,0,0,4,3,1,18,7,11,1,0,0.27,0.18,0.09,0.14,0,995,1.63,55,50,995,498,0.09,171,70,-1,7
Michael Kightly,32,Premier League,2016/2017,Midfielder,Burnley,101,74,27,England,5,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.89,101,20,0,0,0,-1,-1,-1,20
Paul Robinson,39,Premier League,2016/2017,Goalkeeper,Burnley,270,90,180,England,3,1,2,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,19
James Tarkowski,26,Premier League,2016/2017,Defender,Burnley,553,317,236,England,19,2,2,0,0,0,0,0,0,0,0,5,3,2,9,6,3,1,0,0,0,0,0,0,0,1.46,61,29,553,0,0.16,349,359,106,18
Łukasz Fabiański,33,Premier League,2016/2017,Goalkeeper,Swansea City,3330,1620,1710,Poland,37,18,19,0,0,0,0,0,0,0,0,8,6,2,63,29,34,1,0,0,0,0,0,0,0,1.7,53,90,3330,0,0.03,350,360,145,26
Kyle Naughton,30,Premier League,2016/2017,Defender,Swansea City,2718,1417,1301,England,31,16,15,1,0,1,0,0,0,0,0,7,5,2,45,23,22,5,0,0.03,0,0.03,0,0.07,2718,1.49,60,88,544,0,0.17,260,361,114,11
Federico Fernández,29,Premier League,2016/2017,Defender,Swansea City,2430,1080,1350,Argentina,27,12,15,0,0,0,2,2,0,0,0,6,4,2,37,16,21,7,0,0.07,0.07,0,0,0,0,1.37,66,90,347,1215,0.26,351,176,91,24
Jordi Amat,26,Premier League,2016/2017,Defender,Swansea City,1407,630,777,Spain,17,7,8,0,0,0,0,0,0,0,0,2,1,1,34,15,19,5,0,0,0,0,0,0,0,2.17,41,83,281,0,0.32,340,362,165,23
Stephen Kingsley,24,Premier League,2016/2017,Defender,Swansea City,1036,630,406,Scotland,13,7,5,0,0,0,0,0,0,0,0,3,2,1,18,13,5,0,0,0,0,0,0,0,0,1.56,58,80,0,0,0,352,363,124,22
Wayne Routledge,33,Premier League,2016/2017,Midfielder,Swansea City,1930,872,1058,England,27,11,13,3,1,2,1,0,1,0,0,4,3,1,39,16,23,1,0,0.19,0.05,0.14,0.1,0.17,643,1.82,49,71,1930,1930,0.05,135,216,-1,5
Jack Cork,29,Premier League,2016/2017,Midfielder,Swansea City,2233,1085,1148,England,30,12,13,0,0,0,0,0,0,0,0,5,3,2,45,22,23,7,0,0,0,0,0,0,0,1.81,50,74,319,0,0.28,354,364,-1,20
Leroy Fer,28,Premier League,2016/2017,Midfielder,Swansea City,2404,1051,1353,Netherlands,34,13,14,6,4,2,2,1,1,0,0,6,4,2,45,18,27,9,0,0.3,0.07,0.22,0.34,0.13,401,1.68,53,71,267,1202,0.34,84,178,-1,3
Leon Britton,36,Premier League,2016/2017,Midfielder,Swansea City,1176,772,404,England,16,10,6,0,0,0,0,0,0,0,0,6,4,2,23,13,10,3,0,0,0,0,0,0,0,1.76,51,74,392,0,0.23,355,365,-1,15
Fernando Llorente Torres,33,Premier League,2016/2017,Forward,Swansea City,2451,1105,1346,Spain,33,13,15,15,11,4,1,1,0,0,0,7,5,2,48,23,25,2,0,0.59,0.04,0.55,0.9,0.27,163,1.76,51,74,1226,2451,0.07,13,223,-1,1
Modou Barrow,26,Premier League,2016/2017,Forward,Swansea City,1148,522,626,Gambia,18,4,8,0,0,0,2,0,2,0,0,3,2,1,23,8,15,1,0,0.16,0.16,0,0,0,0,1.8,50,64,1148,574,0.08,356,87,-1,14
Gylfi Sigurdsson,29,Premier League,2016/2017,Midfielder,Swansea City,3328,1709,1619,Iceland,38,19,18,9,4,5,13,8,5,3,0,8,6,2,64,30,34,2,0,0.59,0.35,0.24,0.21,0.28,370,1.73,52,88,1664,256,0.05,77,15,-1,2
Jefferson Antonio Montero Vite,29,Premier League,2016/2017,Midfielder,Swansea City,373,120,253,Ecuador,13,0,2,0,0,0,1,1,0,0,0,2,1,1,8,2,6,0,0,0.24,0.24,0,0,0,0,1.93,47,29,0,373,0,357,43,-1,13
Àngel Rangel Zaragoza,36,Premier League,2016/2017,Defender,Swansea City,822,476,346,Spain,18,5,3,1,0,1,0,0,0,0,0,2,1,1,23,13,10,1,0,0.11,0,0.11,0,0.26,822,2.52,36,46,822,0,0.11,154,366,171,12
Mike van der Hoorn,26,Premier League,2016/2017,Defender,Swansea City,661,481,180,Netherlands,8,5,2,1,1,0,0,0,0,0,0,2,2,0,18,11,7,1,0,0.14,0,0.14,0.19,0,661,2.45,37,83,661,0,0.14,132,367,170,10
Nathan Dyer,30,Premier League,2016/2017,Midfielder,Swansea City,211,177,34,England,8,3,0,0,0,0,1,1,0,0,0,1,1,0,8,6,2,0,0,0.43,0.43,0,0,0,0,3.41,26,26,0,211,0,-1,-1,-1,16
Kristoffer Nordfeldt,29,Premier League,2016/2017,Goalkeeper,Swansea City,90,90,0,Sweden,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,17
Jay Fulton,24,Premier League,2016/2017,Midfielder,Swansea City,693,244,449,Scotland,11,3,6,0,0,0,0,0,0,0,0,1,1,0,15,6,9,2,0,0,0,0,0,0,0,1.95,46,63,347,0,0.26,358,356,-1,18
Wayne Hennessey,31,Premier League,2016/2017,Goalkeeper,Crystal Palace,2610,1350,1260,Wales,29,15,14,0,0,0,0,0,0,0,0,7,5,2,43,18,25,1,0,0,0,0,0,0,0,1.48,61,90,2610,0,0.03,359,341,111,22
Damien Delaney,37,Premier League,2016/2017,Defender,Crystal Palace,2007,942,1065,Republic of Ireland,30,10,11,0,0,0,2,1,1,0,0,5,4,1,36,16,20,8,0,0.09,0.09,0,0,0,0,1.61,56,67,251,1004,0.36,360,153,133,13
Scott Dann,31,Premier League,2016/2017,Defender,Crystal Palace,1749,909,840,England,23,10,9,3,2,1,1,0,1,0,0,5,3,2,32,16,16,2,0,0.21,0.05,0.15,0.2,0.11,583,1.65,55,76,875,1749,0.1,128,211,140,6
Joel Ward,29,Premier League,2016/2017,Defender,Crystal Palace,3418,1708,1710,England,38,19,19,0,0,0,1,0,1,0,0,7,5,2,58,24,34,7,0,0.03,0.03,0,0,0,0,1.53,59,90,488,3418,0.18,361,248,120,18
Pape N'Diaye Souaré,28,Premier League,2016/2017,Defender,Crystal Palace,270,180,90,Senegal,3,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,17
Mile Jedinak,34,Premier League,2016/2017,Midfielder,Crystal Palace,90,90,0,Australia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,15
Chung-Yong Lee,30,Premier League,2016/2017,Midfielder,Crystal Palace,464,279,185,South Korea,15,3,1,0,0,0,1,0,1,0,0,0,0,0,11,6,5,0,0,0.19,0.19,0,0,0,0,2.13,42,31,0,464,0,362,66,-1,12
Jason Puncheon,32,Premier League,2016/2017,Midfielder,Crystal Palace,3096,1520,1576,England,36,17,18,0,0,0,5,4,1,0,0,7,5,2,49,18,31,9,0,0.15,0.15,0,0,0,0,1.42,63,86,344,619,0.26,363,96,-1,11
Andros Townsend,27,Premier League,2016/2017,Midfielder,Crystal Palace,2528,1229,1299,England,36,14,16,3,2,1,4,1,3,0,0,7,5,2,35,11,24,4,0,0.25,0.14,0.11,0.15,0.07,843,1.25,72,70,632,632,0.14,156,99,-1,5
Wilfried Zaha,26,Premier League,2016/2017,Midfielder,Crystal Palace,3025,1544,1481,Côte d'Ivoire,35,17,17,7,2,5,9,4,5,0,0,7,5,2,51,22,29,8,0,0.48,0.27,0.21,0.12,0.3,432,1.52,59,86,378,336,0.24,89,29,-1,2
Connor Wickham,25,Premier League,2016/2017,Forward,Crystal Palace,410,220,190,England,8,2,2,2,1,1,0,0,0,0,0,0,0,0,5,3,2,1,0,0.44,0,0.44,0.41,0.47,205,1.1,82,51,410,0,0.22,28,328,-1,8
Yannick Bolasie Yala,29,Premier League,2016/2017,Forward,Everton,1052,533,519,Congo DR,14,6,6,1,0,1,4,2,2,0,0,3,2,1,13,5,8,3,0,0.43,0.34,0.09,0,0.17,1052,1.11,81,75,351,263,0.26,169,16,-1,9
Yohan Cabaye,32,Premier League,2016/2017,Midfielder,Crystal Palace,2131,1087,1044,France,32,13,12,4,2,2,3,1,2,0,1,6,4,2,38,16,22,7,0,0.3,0.13,0.17,0.17,0.17,533,1.6,56,67,304,710,0.3,111,116,-1,4
Martin Kelly,28,Premier League,2016/2017,Defender,Crystal Palace,2129,1029,1100,England,29,12,13,0,0,0,2,2,0,0,0,3,3,0,43,17,26,4,0,0.08,0.08,0,0,0,0,1.82,50,73,532,1065,0.17,364,164,153,14
Joe Ledley,31,Premier League,2016/2017,Midfielder,Crystal Palace,1162,593,569,Wales,18,6,7,1,0,1,0,0,0,0,0,2,1,1,24,13,11,1,0,0.08,0,0.08,0,0.16,1162,1.86,48,65,1162,0,0.08,180,340,-1,10
Ben Foster,35,Premier League,2016/2017,Goalkeeper,West Bromwich Albion,3420,1710,1710,England,38,19,19,0,0,0,0,0,0,0,0,6,4,2,50,21,29,2,0,0,0,0,0,0,0,1.32,68,90,1710,0,0.05,365,317,79,14
Jonas Olsson,35,Premier League,2016/2017,Defender,West Bromwich Albion,630,360,270,Sweden,7,4,3,0,0,0,0,0,0,0,0,1,0,1,14,8,6,3,0,0,0,0,0,0,0,2,45,90,210,0,0.43,353,318,158,17
Gareth McAuley,38,Premier League,2016/2017,Defender,West Bromwich Albion,3143,1647,1496,Northern Ireland,36,19,17,6,3,3,1,1,0,0,0,6,4,2,44,20,24,5,0,0.2,0.03,0.17,0.16,0.18,524,1.26,71,87,629,3143,0.14,115,246,71,2
Jonny Evans,30,Premier League,2016/2017,Defender,West Bromwich Albion,2638,1290,1348,Northern Ireland,31,15,15,2,1,1,1,0,1,0,0,4,2,2,38,18,20,8,0,0.1,0.03,0.07,0.07,0.07,1319,1.3,69,85,330,2638,0.27,198,245,77,9
Craig Dawson,28,Premier League,2016/2017,Defender,West Bromwich Albion,3278,1568,1710,England,37,18,19,4,3,1,0,0,0,0,0,6,4,2,49,20,29,10,0,0.11,0,0.11,0.17,0.05,820,1.35,67,89,328,0,0.27,160,319,88,5
Craig Gardner,31,Premier League,2016/2017,Midfielder,West Bromwich Albion,213,100,113,England,9,1,1,0,0,0,1,1,0,0,0,3,2,1,6,4,2,1,0,0.42,0.42,0,0,0,0,2.54,36,24,213,213,0.42,-1,-1,-1,19
Darren Fletcher,34,Premier League,2016/2017,Midfielder,West Bromwich Albion,3196,1530,1666,Scotland,38,18,19,2,2,0,3,1,2,0,0,6,4,2,45,18,27,0,0,0.14,0.08,0.06,0.12,0,1598,1.27,71,84,0,1065,0,211,167,-1,10
Claudio Yacob,31,Premier League,2016/2017,Midfielder,West Bromwich Albion,2418,1107,1311,Argentina,33,12,15,0,0,0,0,0,0,0,0,5,3,2,36,13,23,9,0,0,0,0,0,0,0,1.34,67,73,269,0,0.33,338,320,-1,18
Matt Phillips,27,Premier League,2016/2017,Midfielder,West Bromwich Albion,2193,1069,1124,Scotland,27,13,13,4,2,2,8,4,4,0,0,5,4,1,28,11,17,2,0,0.49,0.33,0.16,0.17,0.16,548,1.15,78,81,1097,274,0.08,117,17,-1,6
Rondon,29,Premier League,2016/2017,Forward,West Bromwich Albion,2896,1583,1313,Venezuela,38,18,14,8,5,3,2,2,0,0,0,6,4,2,43,20,23,2,0,0.31,0.06,0.25,0.28,0.21,362,1.34,67,76,1448,1448,0.06,71,203,-1,1
Saido Berahino,25,Premier League,2016/2017,Forward,West Bromwich Albion,966,458,508,England,17,5,6,0,0,0,0,0,0,0,0,5,3,2,13,8,5,1,0,0,0,0,0,0,0,1.21,74,57,966,0,0.09,324,321,-1,20
James McClean,29,Premier League,2016/2017,Midfielder,West Bromwich Albion,1464,736,728,Republic of Ireland,34,6,7,1,1,0,2,1,1,0,0,6,4,2,23,9,14,9,0,0.18,0.12,0.06,0.12,0,1464,1.41,64,43,163,732,0.55,212,122,-1,11
James Morrison,32,Premier League,2016/2017,Midfielder,West Bromwich Albion,1738,917,821,Scotland,31,10,7,5,3,2,2,1,1,0,0,5,3,2,21,8,13,3,0,0.36,0.1,0.26,0.29,0.22,348,1.09,83,56,579,869,0.16,65,142,-1,4
Sam Field,20,Premier League,2016/2017,Midfielder,West Bromwich Albion,274,130,144,England,8,2,2,0,0,0,0,0,0,0,0,2,2,0,1,0,1,2,0,0,0,0,0,0,0,0.33,274,34,137,0,0.66,337,322,-1,16
Maarten Stekelenburg,36,Premier League,2016/2017,Goalkeeper,Everton,1684,784,900,Netherlands,19,9,10,0,0,0,0,0,0,0,0,3,1,2,23,9,14,2,0,0,0,0,0,0,0,1.23,73,89,842,0,0.11,312,323,70,20
Phil Jagielka,36,Premier League,2016/2017,Defender,Everton,2250,1080,1170,England,27,12,13,3,2,1,2,2,0,0,0,8,5,3,29,11,18,6,1,0.2,0.08,0.12,0.17,0.08,750,1.16,78,83,375,1125,0.24,151,170,58,5
Leighton Baines,33,Premier League,2016/2017,Defender,Everton,2822,1486,1336,England,32,17,15,2,2,0,3,2,1,2,1,12,7,5,29,13,16,4,0,0.16,0.1,0.06,0.12,0,1411,0.92,97,88,706,941,0.13,207,140,35,7
José Ramiro Funes Mori,27,Premier League,2016/2017,Defender,Everton,1536,813,723,Argentina,23,8,8,0,0,0,1,1,0,0,0,10,7,3,16,4,12,0,0,0.06,0.06,0,0,0,0,0.94,96,67,0,1536,0,313,207,37,23
Mason Holgate,22,Premier League,2016/2017,Defender,Everton,1373,619,754,England,18,7,9,0,0,0,1,0,1,0,0,6,3,3,15,7,8,2,0,0.07,0.07,0,0,0,0,0.98,92,76,687,1373,0.13,314,188,41,22
Gareth Barry,37,Premier League,2016/2017,Midfielder,Everton,2110,923,1187,England,33,9,14,2,1,1,1,0,1,0,0,12,7,5,24,6,18,10,0,0.13,0.04,0.09,0.1,0.08,1055,1.02,88,64,211,2110,0.43,168,224,-1,8
James McCarthy,28,Premier League,2016/2017,Midfielder,Everton,613,382,231,Republic of Ireland,12,5,2,1,1,0,1,1,0,0,0,2,2,0,9,4,5,2,0,0.29,0.15,0.15,0.24,0,613,1.32,68,51,307,613,0.29,123,91,-1,15
Idrissa Gana Gueye,29,Premier League,2016/2017,Midfielder,Everton,2688,1415,1273,Senegal,33,16,16,1,1,0,1,0,1,0,0,11,7,4,28,11,17,11,0,0.07,0.03,0.03,0.06,0,2688,0.94,96,81,244,2688,0.37,257,243,-1,16
Ross Barkley,24,Premier League,2016/2017,Midfielder,Everton,2908,1576,1332,England,36,18,14,5,4,1,8,6,2,0,0,13,8,5,31,13,18,5,0,0.4,0.25,0.15,0.23,0.07,582,0.96,94,81,582,364,0.15,122,37,-1,2
Kevin Mirallas,31,Premier League,2016/2017,Forward,Everton,2080,966,1114,Belgium,35,10,13,4,2,2,6,4,2,0,0,11,7,4,23,8,15,2,0,0.43,0.26,0.17,0.19,0.16,520,1,90,59,1040,347,0.09,109,33,-1,4
Gerard Deulofeu,24,Premier League,2016/2017,Forward,Everton,456,135,321,Spain,11,1,3,0,0,0,0,0,0,0,0,1,0,1,5,1,4,1,0,0,0,0,0,0,0,0.99,91,41,456,0,0.2,315,324,-1,21
Aaron Lennon,31,Premier League,2016/2017,Midfielder,Everton,509,302,207,England,11,4,2,0,0,0,1,0,1,0,0,4,2,2,4,2,2,0,0,0.18,0.18,0,0,0,0,0.71,127,46,0,509,0,316,74,-1,24
Tom Cleverley,29,Premier League,2016/2017,Midfielder,Everton,1844,910,934,England,27,10,10,0,0,0,2,0,2,0,0,6,5,1,38,14,24,4,0,0.1,0.1,0,0,0,0,1.85,49,68,461,922,0.2,317,139,-1,19
