full_name,age,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Bryan Oviedo,28,Premier League,2016/2017,Defender,Everton,1326,480,846,Costa Rica,16,6,10,0,0,0,0,0,0,0,0,3,2,1,22,7,15,4,0,0,0,0,0,0,0,1.49,60,83,332,0,0.27,318,325,112,17
Joel Robles Blázquez,28,Premier League,2016/2017,Goalkeeper,Everton,1736,926,810,Spain,20,10,9,0,0,0,1,0,1,0,0,10,7,3,15,5,10,2,0,0.05,0.05,0,0,0,0,0.78,116,87,868,1736,0.1,319,214,22,18
Brendan Galloway,22,Premier League,2016/2017,Defender,West Bromwich Albion,248,158,90,England,3,2,1,0,0,0,0,0,0,0,0,1,1,0,3,2,1,0,0,0,0,0,0,0,0,1.09,83,83,0,0,0,-1,-1,-1,15
Tom Davies,20,Premier League,2016/2017,Midfielder,Everton,1544,808,736,England,24,9,9,2,2,0,3,2,1,0,0,12,7,5,15,7,8,4,0,0.29,0.17,0.12,0.22,0,772,0.87,103,64,386,515,0.23,145,82,-1,6
Hugo Lloris,31,Premier League,2016/2017,Goalkeeper,Tottenham Hotspur,3005,1530,1475,France,34,17,17,0,0,0,0,0,0,0,0,15,11,4,22,7,15,0,0,0,0,0,0,0,0,0.66,137,88,0,0,0,320,326,13,16
Jan Vertonghen,31,Premier League,2016/2017,Defender,Tottenham Hotspur,2897,1570,1327,Belgium,33,18,15,0,0,0,0,0,0,0,0,15,11,4,20,8,12,5,0,0,0,0,0,0,0,0.62,145,88,579,0,0.16,321,316,9,18
Danny Rose,28,Premier League,2016/2017,Defender,Tottenham Hotspur,1533,887,646,England,18,10,8,2,2,0,2,1,1,0,0,8,6,2,11,5,6,8,0,0.23,0.12,0.12,0.2,0,767,0.65,139,85,192,767,0.47,150,126,11,6
Kyle Walker,28,Premier League,2016/2017,Defender,Tottenham Hotspur,2704,1374,1330,England,33,16,15,0,0,0,5,3,2,0,0,15,11,4,20,6,14,8,0,0.17,0.17,0,0,0,0,0.67,135,82,338,541,0.27,322,85,14,19
Toby Alderweireld,29,Premier League,2016/2017,Defender,Tottenham Hotspur,2604,1309,1295,Belgium,30,15,15,1,0,1,0,0,0,0,0,15,11,4,15,4,11,1,0,0.03,0,0.03,0,0.07,2604,0.52,174,87,2604,0,0.03,258,327,4,10
Victor Wanyama,27,Premier League,2016/2017,Midfielder,Tottenham Hotspur,3016,1538,1478,Kenya,36,17,18,4,3,1,1,0,1,0,0,16,11,5,23,8,15,10,0,0.15,0.03,0.12,0.18,0.06,754,0.69,131,84,302,3016,0.3,148,230,-1,5
Erik Lamela,26,Premier League,2016/2017,Midfielder,Tottenham Hotspur,593,286,307,Argentina,9,3,3,1,0,1,1,1,0,0,1,5,3,2,2,1,1,1,0,0.3,0.15,0.15,0,0.29,593,0.3,297,66,593,593,0.15,127,89,-1,11
Christian Eriksen,26,Premier League,2016/2017,Midfielder,Tottenham Hotspur,3167,1588,1579,Denmark,36,18,18,8,5,3,15,9,6,0,0,16,11,5,23,8,15,0,0,0.65,0.43,0.23,0.28,0.17,396,0.65,138,88,0,211,0,79,9,-1,4
Dele Alli,22,Premier League,2016/2017,Midfielder,Tottenham Hotspur,3045,1506,1539,England,37,17,18,18,9,9,7,2,5,1,0,17,12,5,21,6,15,4,0,0.74,0.21,0.53,0.54,0.53,169,0.62,145,82,761,435,0.12,15,52,-1,2
Eric Dier,24,Premier League,2016/2017,Midfielder,Tottenham Hotspur,3044,1625,1419,England,36,18,16,2,1,1,0,0,0,0,0,17,12,5,22,8,14,6,0,0.06,0,0.06,0.06,0.06,1522,0.65,138,85,507,0,0.18,200,329,-1,7
Harry Kane,25,Premier League,2016/2017,Forward,Tottenham Hotspur,2536,1335,1201,England,30,15,14,29,17,12,7,3,4,5,1,14,11,3,19,6,13,3,0,1.28,0.25,1.03,1.15,0.9,87,0.67,133,85,845,362,0.11,1,40,-1,1
Michel Vorm,35,Premier League,2016/2017,Goalkeeper,Tottenham Hotspur,415,180,235,Netherlands,5,2,2,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0.43,208,83,0,0,0,311,330,3,17
Vincent Janssen,24,Premier League,2016/2017,Forward,Tottenham Hotspur,829,381,448,Netherlands,27,4,3,2,2,0,2,0,2,1,0,10,6,4,5,3,2,0,0,0.43,0.22,0.22,0.47,0,415,0.54,166,31,0,415,0,82,51,-1,8
Ryan Mason,27,Premier League,2016/2017,Midfielder,Hull City,929,461,468,England,16,5,6,1,0,1,0,0,0,0,0,0,0,0,25,10,15,4,0,0.1,0,0.1,0,0.19,929,2.42,37,58,232,0,0.39,166,331,-1,11
Ben Davies,25,Premier League,2016/2017,Defender,Tottenham Hotspur,1735,772,963,Wales,23,8,10,1,0,1,3,2,1,0,0,11,7,4,11,3,8,1,0,0.21,0.16,0.05,0,0.09,1735,0.57,158,75,1735,578,0.05,220,88,7,12
Harry Winks,22,Premier League,2016/2017,Midfielder,Tottenham Hotspur,476,294,182,England,21,2,1,1,1,0,1,1,0,0,0,7,6,1,4,4,0,1,0,0.38,0.19,0.19,0.31,0,476,0.76,119,23,476,476,0.19,97,64,-1,13
Víctor Valdés Arribas,36,Premier League,2016/2017,Goalkeeper,Middlesbrough,2520,1260,1260,Spain,28,14,14,0,0,0,0,0,0,0,0,8,5,3,33,15,18,1,0,0,0,0,0,0,0,1.18,76,90,2520,0,0.04,323,332,60,11
Antonio Barragán,31,Premier League,2016/2017,Defender,Middlesbrough,2196,1183,1013,Spain,26,14,12,0,0,0,0,0,0,0,0,8,5,3,30,15,15,5,0,0,0,0,0,0,0,1.23,73,84,439,0,0.2,325,333,69,18
George Friend,31,Premier League,2016/2017,Defender,Middlesbrough,1960,967,993,England,24,9,11,0,0,0,2,1,1,0,0,6,4,2,34,14,20,4,0,0.09,0.09,0,0,0,0,1.56,58,82,490,980,0.18,326,154,123,23
Ben Gibson,25,Premier League,2016/2017,Defender,Middlesbrough,3420,1710,1710,England,38,19,19,1,1,0,1,0,1,0,0,11,7,4,50,21,29,4,0,0.05,0.03,0.03,0.05,0,3420,1.32,68,90,855,3420,0.11,256,231,80,7
Stewart Downing,34,Premier League,2016/2017,Midfielder,Middlesbrough,2212,1104,1108,England,30,11,13,1,1,0,3,3,0,0,0,9,6,3,38,16,22,1,0,0.16,0.12,0.04,0.08,0,2212,1.55,58,74,2212,737,0.04,234,130,-1,8
Emilio Nsue López,29,Premier League,2016/2017,Midfielder,Middlesbrough,322,90,232,Equatorial Guinea,4,1,3,0,0,0,0,0,0,0,0,1,0,1,5,1,4,0,0,0,0,0,0,0,0,1.4,64,81,0,0,0,327,334,-1,22
Albert Danquah Adomah,30,Premier League,2016/2017,Midfielder,Middlesbrough,121,90,31,Ghana,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1.49,61,61,0,0,0,-1,-1,-1,21
Adam Clayton,29,Premier League,2016/2017,Midfielder,Middlesbrough,2806,1528,1278,England,34,18,14,0,0,0,2,2,0,0,0,10,7,3,42,18,24,10,0,0.06,0.06,0,0,0,0,1.35,67,83,281,1403,0.32,328,208,-1,20
Gastón Ramírez,27,Premier League,2016/2017,Midfielder,Middlesbrough,1550,821,729,Uruguay,24,10,10,2,2,0,3,2,1,0,0,8,5,3,20,8,12,10,1,0.29,0.17,0.12,0.22,0,775,1.16,78,65,155,517,0.58,147,80,-1,4
Marten de Roon,27,Premier League,2016/2017,Midfielder,Middlesbrough,2777,1392,1385,Netherlands,33,16,16,4,2,2,0,0,0,0,0,8,5,3,41,18,23,8,0,0.13,0,0.13,0.13,0.13,694,1.33,68,84,347,0,0.26,138,335,-1,2
Álvaro Negredo Sánchez,33,Premier League,2016/2017,Forward,Middlesbrough,2880,1571,1309,Spain,36,18,15,9,6,3,4,1,3,2,0,11,7,4,42,20,22,5,0,0.41,0.13,0.28,0.34,0.21,320,1.31,69,80,576,720,0.16,59,109,-1,1
Adam Forshaw,27,Premier League,2016/2017,Midfielder,Middlesbrough,2700,1355,1345,England,34,15,15,0,0,0,1,0,1,0,0,11,7,4,35,15,20,4,0,0.03,0.03,0,0,0,0,1.17,77,79,675,2700,0.13,329,229,-1,19
Jordan Rhodes,28,Premier League,2016/2017,Forward,Middlesbrough,208,50,158,Scotland,6,0,2,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0.87,104,35,0,0,0,-1,-1,-1,15
Cristhian Stuani,32,Premier League,2016/2017,Forward,Middlesbrough,1359,686,673,Uruguay,23,9,7,4,1,3,0,0,0,0,0,7,4,3,14,9,5,4,0,0.26,0,0.26,0.13,0.4,340,0.93,97,59,340,0,0.26,63,336,-1,3
Viktor Fischer,24,Premier League,2016/2017,Forward,Middlesbrough,436,253,183,Denmark,13,4,2,0,0,0,3,2,1,0,0,4,3,1,5,3,2,0,0,0.62,0.62,0,0,0,0,1.03,87,34,0,145,0,330,5,-1,17
Shay Given,42,Premier League,2016/2017,Goalkeeper,Stoke City,450,180,270,Republic of Ireland,5,2,3,0,0,0,0,0,0,0,0,0,0,0,13,7,6,1,0,0,0,0,0,0,0,2.6,35,90,450,0,0.2,331,337,172,17
Erik Pieters,30,Premier League,2016/2017,Defender,Stoke City,3150,1620,1530,Netherlands,36,18,17,0,0,0,1,0,1,0,0,10,6,4,47,21,26,4,0,0.03,0.03,0,0,0,0,1.34,67,88,788,3150,0.11,332,232,86,19
Phil Bardsley,33,Premier League,2016/2017,Defender,Stoke City,1170,540,630,Scotland,15,7,7,0,0,0,0,0,0,0,0,4,2,2,16,8,8,6,1,0,0,0,0,0,0,1.23,73,78,195,0,0.46,333,338,68,23
Ryan Shawcross,31,Premier League,2016/2017,Defender,Stoke City,3150,1620,1530,England,35,18,17,1,1,0,1,0,1,0,0,9,6,3,50,21,29,6,0,0.06,0.03,0.03,0.06,0,3150,1.43,63,90,525,3150,0.17,252,244,99,9
Philipp Wollscheid,29,Premier League,2016/2017,Defender,Stoke City,180,90,90,Germany,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,0,0,0,0,0,0,2,45,90,180,0,0.5,-1,-1,-1,22
Glenn Whelan,34,Premier League,2016/2017,Midfielder,Stoke City,2278,1168,1110,Republic of Ireland,30,13,13,0,0,0,1,1,0,0,0,10,7,3,37,16,21,5,0,0.04,0.04,0,0,0,0,1.46,62,76,456,2278,0.2,334,220,-1,21
Xherdan Shaqiri,27,Premier League,2016/2017,Midfielder,Stoke City,1709,843,866,Switzerland,21,11,10,4,1,3,2,2,0,0,0,7,4,3,21,9,12,2,0,0.32,0.11,0.21,0.11,0.31,427,1.11,81,81,855,855,0.11,88,136,-1,4
Giannelli Imbula,26,Premier League,2016/2017,Midfielder,Stoke City,796,325,471,France,12,4,5,0,0,0,0,0,0,0,0,3,1,2,19,8,11,1,0,0,0,0,0,0,0,2.15,42,66,796,0,0.11,335,339,-1,20
Bojan,28,Premier League,2016/2017,Forward,Stoke City,475,269,206,Spain,9,3,2,3,2,1,0,0,0,2,1,0,0,0,11,6,5,1,0,0.57,0,0.57,0.67,0.44,158,2.08,43,53,475,0,0.19,12,368,-1,6
Marko Arnautović,29,Premier League,2016/2017,Forward,Stoke City,2725,1492,1233,Austria,32,18,14,6,3,3,5,5,0,0,1,9,7,2,42,19,23,10,1,0.36,0.17,0.2,0.18,0.22,454,1.39,65,85,248,545,0.36,92,84,-1,3
Mame Biram Diouf,30,Premier League,2016/2017,Forward,Stoke City,1382,498,884,Senegal,27,5,10,1,0,1,2,1,1,0,0,9,5,4,24,8,16,3,0,0.2,0.13,0.07,0,0.1,1382,1.56,58,51,461,691,0.2,197,105,-1,10
Jonathan Walters,35,Premier League,2016/2017,Forward,Stoke City,1296,700,596,Republic of Ireland,23,7,6,4,3,1,2,1,1,1,0,7,4,3,21,9,12,1,0,0.42,0.14,0.28,0.39,0.15,324,1.46,62,56,1296,648,0.07,60,101,-1,5
Joe Allen,28,Premier League,2016/2017,Midfielder,Stoke City,2936,1404,1532,Wales,36,17,17,6,5,1,2,2,0,0,0,10,7,3,47,16,31,9,0,0.25,0.06,0.18,0.32,0.06,489,1.44,62,82,326,1468,0.28,107,196,-1,2
Charlie Adam,32,Premier League,2016/2017,Midfielder,Stoke City,1495,848,647,Scotland,24,9,8,1,0,1,3,2,1,1,0,7,6,1,22,7,15,7,0,0.24,0.18,0.06,0,0.14,1495,1.32,68,62,214,498,0.42,208,69,-1,12
Peter Crouch,37,Premier League,2016/2017,Forward,Stoke City,1334,594,740,England,27,5,8,7,4,3,2,1,1,0,0,7,5,2,21,3,18,3,0,0.61,0.13,0.47,0.61,0.36,191,1.42,64,49,445,667,0.2,23,106,-1,1
Geoff Cameron,33,Premier League,2016/2017,Defender,Stoke City,1628,810,818,USA,19,9,9,0,0,0,1,0,1,0,0,6,3,3,24,13,11,1,0,0.06,0.06,0,0,0,0,1.33,68,86,1628,1628,0.06,336,198,81,18
Marc Muniesa,26,Premier League,2016/2017,Defender,Stoke City,647,287,360,Spain,10,3,4,1,1,0,0,0,0,0,0,6,4,2,7,1,6,2,0,0.14,0,0.14,0.31,0,647,0.97,92,65,324,0,0.28,130,342,40,8
Fraser Forster,30,Premier League,2016/2017,Goalkeeper,Southampton,3420,1710,1710,England,38,19,19,0,0,0,0,0,0,0,0,14,8,6,46,21,25,3,0,0,0,0,0,0,0,1.21,74,90,1140,0,0.08,366,369,63,18
Maya Yoshida,30,Premier League,2016/2017,Defender,Southampton,2070,990,1080,Japan,23,11,12,1,1,0,0,0,0,0,0,7,4,3,31,13,18,2,0,0.04,0,0.04,0.09,0,2070,1.35,67,90,1035,0,0.09,229,398,87,12
Cedric Soares,27,Premier League,2016/2017,Defender,Southampton,2520,1318,1202,Portugal,30,15,15,0,0,0,3,2,1,0,0,12,7,5,34,16,18,7,0,0.11,0.11,0,0,0,0,1.21,74,84,360,840,0.25,339,135,64,25
Virgil van Dijk,27,Premier League,2016/2017,Defender,Southampton,1854,954,900,Netherlands,21,11,10,1,1,0,0,0,0,0,0,8,5,3,22,11,11,5,1,0.05,0,0.05,0.09,0,1854,1.07,84,88,371,0,0.24,216,400,49,9
Matt Targett,23,Premier League,2016/2017,Defender,Southampton,374,284,90,England,5,4,1,0,0,0,0,0,0,0,0,1,1,0,4,2,2,0,0,0,0,0,0,0,0,0.96,94,75,0,0,0,367,401,38,24
Steven Davis,33,Premier League,2016/2017,Midfielder,Southampton,2643,1436,1207,Northern Ireland,32,16,13,0,0,0,3,2,1,0,0,11,6,5,35,19,16,3,0,0.1,0.1,0,0,0,0,1.19,76,83,881,881,0.1,397,147,-1,23
Dušan Tadić,30,Premier League,2016/2017,Midfielder,Southampton,2427,1219,1208,Serbia,33,15,15,3,1,2,5,1,4,1,1,12,6,6,29,14,15,4,0,0.3,0.19,0.11,0.07,0.15,809,1.08,84,74,607,485,0.15,161,61,-1,6
Oriol Romeu,27,Premier League,2016/2017,Midfielder,Southampton,3072,1620,1452,Spain,35,18,17,1,0,1,0,0,0,0,0,13,8,5,40,18,22,11,0,0.03,0,0.03,0,0.06,3072,1.17,77,88,279,0,0.32,250,402,-1,10
Nathan Redmond,24,Premier League,2016/2017,Midfielder,Southampton,2905,1459,1446,England,37,16,16,7,3,4,1,0,1,0,0,14,8,6,36,14,22,3,1,0.25,0.03,0.22,0.19,0.25,415,1.12,81,79,726,2905,0.12,85,241,-1,1
James Ward-Prowse,24,Premier League,2016/2017,Midfielder,Southampton,1884,976,908,England,30,12,10,4,2,2,4,3,1,0,0,11,5,6,25,12,13,4,0,0.38,0.19,0.19,0.18,0.2,471,1.19,75,63,471,471,0.19,99,63,-1,5
Shane Long,31,Premier League,2016/2017,Forward,Southampton,1246,525,721,Republic of Ireland,32,4,6,3,1,2,1,0,1,0,1,13,7,6,21,10,11,2,0,0.29,0.07,0.22,0.17,0.25,415,1.52,59,39,623,1246,0.14,86,180,-1,7
Pierre-Emile Højbjerg,23,Premier League,2016/2017,Midfielder,Southampton,1299,569,730,Denmark,22,6,8,0,0,0,0,0,0,0,0,8,4,4,15,8,7,2,0,0,0,0,0,0,0,1.04,87,59,650,0,0.14,399,403,-1,22
Jérémy Pied,29,Premier League,2016/2017,Defender,Southampton,126,36,90,France,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.71,126,32,0,0,0,-1,-1,-1,21
Charlie Austin,29,Premier League,2016/2017,Forward,Southampton,939,507,432,England,15,6,5,6,4,2,1,0,1,2,0,5,3,2,8,3,5,1,0,0.67,0.1,0.58,0.71,0.42,157,0.77,117,63,939,939,0.1,10,143,-1,2
Jordy Clasie,27,Premier League,2016/2017,Midfielder,Southampton,1026,318,708,Netherlands,16,4,8,1,0,1,1,0,1,0,0,5,4,1,14,3,11,3,0,0.18,0.09,0.09,0,0.13,1026,1.23,73,64,342,1026,0.26,173,157,-1,13
Jose Fonte,34,Premier League,2016/2017,Defender,Southampton,2935,1405,1530,Portugal,33,16,17,0,0,0,0,0,0,0,0,11,7,4,42,19,23,4,0,0,0,0,0,0,0,1.29,70,89,734,0,0.12,400,404,75,20
Jay Rodriguez,29,Premier League,2016/2017,Forward,Southampton,883,488,395,England,24,5,4,5,2,3,2,1,1,0,0,7,6,1,15,7,8,0,0,0.71,0.2,0.51,0.37,0.68,177,1.53,59,37,0,442,0,18,58,-1,3
Heurelho da Silva Gomes,37,Premier League,2016/2017,Goalkeeper,Watford,3339,1686,1653,Brazil,38,19,19,0,0,0,0,0,0,0,0,7,5,2,62,29,33,1,0,0,0,0,0,0,0,1.67,54,88,3339,0,0.03,401,405,142,17
Sebastian Prödl,31,Premier League,2016/2017,Defender,Watford,2772,1392,1380,Austria,33,16,16,1,1,0,1,1,0,0,0,6,4,2,47,23,24,12,1,0.06,0.03,0.03,0.06,0,2772,1.53,59,84,231,2772,0.39,255,239,119,12
José Holebas,34,Premier League,2016/2017,Defender,Watford,2910,1473,1437,Greece,33,17,16,2,0,2,4,4,0,0,0,7,5,2,59,27,32,14,0,0.19,0.12,0.06,0,0.13,1455,1.82,49,88,208,728,0.43,205,121,152,5
Miguel Ángel Britos Cabrera,33,Premier League,2016/2017,Defender,Watford,2285,1074,1211,Uruguay,27,13,14,1,1,0,2,1,1,0,0,6,4,2,35,13,22,10,2,0.12,0.08,0.04,0.08,0,2285,1.38,65,85,229,1143,0.39,225,171,92,10
Craig Cathcart,29,Premier League,2016/2017,Defender,Watford,1162,578,584,Northern Ireland,15,6,7,0,0,0,1,1,0,0,0,2,2,0,21,9,12,3,0,0.08,0.08,0,0,0,0,1.63,55,77,387,1162,0.23,402,172,135,22
Valon Behrami,33,Premier League,2016/2017,Midfielder,Watford,2038,1147,891,Switzerland,27,14,12,0,0,0,0,0,0,0,0,5,3,2,40,22,18,7,0,0,0,0,0,0,0,1.77,51,75,291,0,0.31,403,406,-1,21
Nordin Amrabat,31,Premier League,2016/2017,Midfielder,Watford,2101,1131,970,Morocco,29,14,11,0,0,0,3,2,1,0,0,6,4,2,48,23,25,4,0,0.13,0.13,0,0,0,0,2.06,44,72,525,700,0.17,404,110,-1,20
Etienne Capoue,30,Premier League,2016/2017,Midfielder,Watford,3213,1637,1576,France,37,19,18,7,4,3,1,0,1,0,0,7,5,2,58,26,32,5,0,0.22,0.03,0.2,0.22,0.17,459,1.62,55,87,643,3213,0.14,93,234,-1,2
Adlène Guédioura,33,Premier League,2016/2017,Midfielder,Watford,858,421,437,Algeria,17,5,4,0,0,0,1,1,0,0,0,2,1,1,19,11,8,2,0,0.1,0.1,0,0,0,0,1.99,45,50,429,858,0.21,405,150,-1,19
Odion Jude Ighalo,29,Premier League,2016/2017,Forward,Watford,1291,632,659,Nigeria,18,7,7,1,0,1,1,0,1,0,0,2,1,1,26,12,14,1,0,0.14,0.07,0.07,0,0.14,1291,1.81,50,72,1291,1291,0.07,195,182,-1,11
Troy Deeney,30,Premier League,2016/2017,Forward,Watford,2941,1547,1394,England,37,16,15,10,7,3,4,2,2,3,0,6,4,2,49,24,25,7,0,0.43,0.12,0.31,0.41,0.19,294,1.5,60,79,420,735,0.21,51,127,-1,1
Juan Camilo Zúñiga Mosquera,32,Premier League,2016/2017,Defender,Watford,812,368,444,Colombia,21,3,3,1,1,0,0,0,0,0,0,5,3,2,13,6,7,1,0,0.11,0,0.11,0.24,0,812,1.44,62,39,812,0,0.11,152,407,101,9
Allan Nyom,30,Premier League,2016/2017,Defender,West Bromwich Albion,2638,1293,1345,Cameroon,32,14,15,0,0,0,2,1,1,0,0,4,3,1,38,14,24,8,0,0.07,0.07,0,0,0,0,1.3,69,82,330,1319,0.27,406,189,76,12
Jerome Sinclair,22,Premier League,2016/2017,Forward,Watford,113,20,93,England,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.8,113,23,0,0,0,-1,-1,-1,18
Wilfredo Daniel Caballero,37,Premier League,2016/2017,Goalkeeper,Manchester City,1451,731,720,Argentina,17,8,8,0,0,0,0,0,0,0,0,7,3,4,13,6,7,0,0,0,0,0,0,0,0,0.81,112,85,0,0,0,407,408,27,24
Bacary Sagna,35,Premier League,2016/2017,Defender,Manchester City,1344,429,915,France,17,4,10,0,0,0,1,0,1,0,0,7,2,5,13,2,11,2,0,0.07,0.07,0,0,0,0,0.87,103,79,672,1344,0.13,408,190,28,19
Gaël Clichy,33,Premier League,2016/2017,Defender,Manchester City,2125,1355,770,France,25,15,9,1,1,0,0,0,0,0,0,8,4,4,21,12,9,2,0,0.04,0,0.04,0.07,0,2125,0.89,101,85,1063,0,0.08,227,409,30,17
Aleksandar Kolarov,33,Premier League,2016/2017,Defender,Manchester City,2533,1291,1242,Serbia,29,14,13,1,0,1,1,0,1,0,0,9,4,5,25,11,14,6,0,0.07,0.04,0.04,0,0.07,2533,0.89,101,87,422,2533,0.21,230,222,29,16
John Stones,24,Premier League,2016/2017,Defender,Manchester City,2013,825,1188,England,27,9,14,0,0,0,0,0,0,0,0,6,1,5,27,10,17,1,0,0,0,0,0,0,0,1.21,75,75,2013,0,0.04,409,410,62,23
David Silva,32,Premier League,2016/2017,Midfielder,Manchester City,2767,1334,1433,Spain,34,15,16,4,3,1,7,3,4,0,0,10,3,7,29,12,17,6,0,0.36,0.23,0.13,0.2,0.06,692,0.94,95,81,461,395,0.2,137,47,-1,8
Fernando,33,Premier League,2016/2017,Midfielder,Manchester City,2755,1292,1463,Brazil,32,15,16,2,1,1,1,0,1,0,0,11,4,7,24,10,14,6,2,0.1,0.03,0.07,0.07,0.06,1378,0.78,115,86,344,2755,0.26,193,238,-1,12
Kevin De Bruyne,27,Premier League,2016/2017,Midfielder,Manchester City,2885,1534,1351,Belgium,36,18,15,6,4,2,18,9,9,0,1,12,5,7,31,13,18,4,0,0.75,0.56,0.19,0.23,0.13,481,0.97,93,80,721,160,0.12,96,6,-1,4
Raheem Sterling,23,Premier League,2016/2017,Midfielder,Manchester City,2517,1318,1199,England,33,15,14,7,5,2,6,4,2,0,0,10,4,6,26,12,14,7,0,0.46,0.21,0.25,0.34,0.15,360,0.93,97,76,360,420,0.25,74,54,-1,2
Sergio Aguero,30,Premier League,2016/2017,Forward,Manchester City,2405,1085,1320,Argentina,31,11,14,20,5,15,3,1,2,4,1,8,2,6,28,12,16,5,1,0.86,0.11,0.75,0.41,1.02,120,1.05,86,78,401,802,0.22,4,137,-1,1
Nolito,32,Premier League,2016/2017,Forward,Manchester City,775,359,416,Spain,19,4,5,4,1,3,2,1,1,0,0,6,2,4,6,2,4,4,1,0.7,0.23,0.46,0.25,0.65,194,0.7,129,41,155,388,0.58,26,46,-1,9
Jesús Navas,33,Premier League,2016/2017,Midfielder,Manchester City,1058,451,607,Spain,24,5,7,0,0,0,0,0,0,0,0,7,4,3,16,4,12,2,0,0,0,0,0,0,0,1.36,66,44,529,0,0.17,398,399,-1,21
Fabian Delph,29,Premier League,2016/2017,Midfielder,Manchester City,219,116,103,England,7,1,1,1,1,0,0,0,0,0,0,2,0,2,4,2,2,1,0,0.41,0,0.41,0.78,0,219,1.64,55,31,219,0,0.41,-1,-1,-1,14
Kelechi Iheanacho,22,Premier League,2016/2017,Forward,Manchester City,526,301,225,Nigeria,20,3,2,4,2,2,3,1,2,0,0,6,3,3,6,1,5,0,0,1.2,0.51,0.68,0.6,0.8,132,1.03,88,26,0,175,0,6,8,-1,7
Pablo Zabaleta,33,Premier League,2016/2017,Defender,Manchester City,1059,566,493,Argentina,20,6,5,1,1,0,1,1,0,0,0,4,3,1,17,6,11,2,0,0.17,0.08,0.08,0.16,0,1059,1.44,62,53,530,1059,0.17,183,163,100,15
Fernando Francisco Reges,31,Premier League,2016/2017,Midfielder,Manchester City,559,170,389,Brazil,15,1,4,0,0,0,0,0,0,0,0,3,1,2,10,3,7,3,0,0,0,0,0,0,0,1.61,56,37,186,0,0.48,410,411,-1,18
Nicolas Otamendi,30,Premier League,2016/2017,Defender,Manchester City,2592,1222,1370,Argentina,30,14,15,1,1,0,1,0,1,0,0,11,5,6,26,11,15,9,0,0.07,0.03,0.03,0.07,0,2592,0.9,100,86,288,2592,0.31,253,235,32,13
Vito Mannone,30,Premier League,2016/2017,Goalkeeper,Sunderland,810,450,360,Italy,9,5,4,0,0,0,0,0,0,0,0,2,1,1,18,10,8,0,0,0,0,0,0,0,0,2,45,90,0,0,0,412,413,159,12
Younes Kaboul,32,Premier League,2016/2017,Defender,Sunderland,1915,945,970,France,23,12,11,2,1,1,0,0,0,0,0,5,3,2,35,17,18,2,0,0.09,0,0.09,0.1,0.09,958,1.64,55,83,958,0,0.09,172,414,137,4
John O'Shea,37,Premier League,2016/2017,Defender,Sunderland,2161,1042,1119,Republic of Ireland,28,13,13,0,0,0,1,0,1,0,0,6,4,2,38,18,20,5,0,0.04,0.04,0,0,0,0,1.58,57,77,432,2161,0.21,413,221,127,27
Lamine Koné,29,Premier League,2016/2017,Defender,Sunderland,2545,1261,1284,Côte d'Ivoire,30,14,15,1,0,1,0,0,0,0,0,5,3,2,42,23,19,4,0,0.04,0,0.04,0,0.07,2545,1.49,61,85,636,0,0.14,235,415,113,8
Patrick van Aanholt,28,Premier League,2016/2017,Defender,Sunderland,2498,1237,1261,Netherlands,32,13,15,5,5,0,1,1,0,0,0,6,4,2,49,24,25,3,0,0.22,0.04,0.18,0.36,0,500,1.77,51,78,833,2498,0.11,102,225,150,2
Donald Love,23,Premier League,2016/2017,Defender,Sunderland,606,481,125,Scotland,12,5,1,0,0,0,1,1,0,0,0,2,2,0,11,8,3,1,0,0.15,0.15,0,0,0,0,1.63,55,51,606,606,0.15,414,92,134,26
Jack Rodwell,27,Premier League,2016/2017,Midfielder,Sunderland,1493,734,759,England,20,8,9,0,0,0,1,0,1,0,0,3,2,1,29,16,13,4,0,0.06,0.06,0,0,0,0,1.75,51,75,373,1493,0.24,415,206,-1,25
Duncan Watmore,24,Premier League,2016/2017,Midfielder,Sunderland,1029,578,451,England,14,6,5,0,0,0,2,2,0,0,0,1,1,0,19,13,6,1,0,0.17,0.17,0,0,0,0,1.66,54,74,1029,515,0.09,416,79,-1,24
