full_name,age,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Andreas Christensen,22,Premier League,2017/2018,Defender,Chelsea,2071,943,1128,Denmark,27,10,13,0,0,0,0,0,0,0,0,11,7,4,21,9,12,0,0,0,0,0,0,0,0,0.91,99,77,0,0,0,354,353,44,18
Javier Hernandez,30,Premier League,2017/2018,Forward,West Ham United,1543,691,852,Mexico,28,7,9,8,3,5,0,0,0,0,0,6,4,2,32,13,19,3,0,0.47,0,0.47,0.39,0.53,193,1.87,48,55,514,0,0.17,23,356,-1,2
Aleksandar Dragović,27,Premier League,2017/2018,Defender,Leicester City,766,384,382,Austria,11,3,4,0,0,0,0,0,0,0,0,4,3,1,12,2,10,2,0,0,0,0,0,0,0,1.41,64,70,383,0,0.23,269,261,112,15
Oliver Burke,21,Premier League,2017/2018,Midfielder,West Bromwich Albion,356,236,120,Scotland,15,2,0,0,0,0,2,1,1,0,0,1,1,0,9,5,4,0,0,0.51,0.51,0,0,0,0,2.28,40,24,0,178,0,295,2,-1,16
Mikel Merino,22,Premier League,2017/2018,Midfielder,Newcastle United,1343,693,650,Spain,24,7,7,1,1,0,1,1,0,0,0,5,4,1,18,7,11,4,0,0.13,0.07,0.07,0.13,0,1343,1.21,75,56,336,1343,0.27,189,173,-1,12
Bojan,28,Premier League,2017/2018,Forward,Stoke City,72,0,72,Spain,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.25,72,72,0,0,0,-1,-1,-1,26
Pierre-Emile Højbjerg,23,Premier League,2017/2018,Midfielder,Southampton,1671,716,955,Denmark,23,8,11,0,0,0,0,0,0,0,0,3,0,3,27,10,17,6,0,0,0,0,0,0,0,1.45,62,73,279,0,0.32,254,286,-1,16
Heung-Min Son,26,Premier League,2017/2018,Forward,Tottenham Hotspur,2311,1325,986,South Korea,37,16,11,12,9,3,6,5,1,0,0,16,10,6,16,7,9,0,0,0.7,0.23,0.47,0.61,0.27,193,0.62,144,62,0,385,0,24,44,-1,2
Ragnar Klavan,33,Premier League,2017/2018,Defender,Liverpool,1448,818,630,Estonia,19,9,7,1,0,1,0,0,0,0,0,9,7,2,14,3,11,0,0,0.06,0,0.06,0,0.14,1448,0.87,103,76,0,0,0,204,349,36,9
Joel Matip,27,Premier League,2017/2018,Defender,Liverpool,1994,1004,990,Cameroon,25,11,11,1,0,1,0,0,0,0,0,10,7,3,23,7,16,3,0,0.05,0,0.05,0,0.09,1994,1.04,87,80,665,0,0.14,220,346,57,15
Leroy Sané,22,Premier League,2017/2018,Midfielder,Manchester City,2423,1238,1185,Germany,32,14,13,10,5,5,15,12,3,0,0,15,6,9,21,11,10,4,0,0.93,0.56,0.37,0.36,0.38,242,0.78,115,76,606,162,0.15,36,1,-1,4
Loris Karius,25,Premier League,2017/2018,Goalkeeper,Liverpool,1710,990,720,Germany,19,11,8,0,0,0,0,0,0,0,0,10,7,3,12,5,7,1,0,0,0,0,0,0,0,0.63,143,90,1710,0,0.05,351,348,9,19
Elias Kachunga,26,Premier League,2017/2018,Forward,Huddersfield Town,1338,622,716,Congo DR,19,8,9,1,0,1,1,1,0,0,0,6,4,2,22,7,15,1,0,0.13,0.07,0.07,0,0.13,1338,1.48,61,70,1338,1338,0.07,184,170,-1,7
Henrikh Mkhitaryan,29,Premier League,2017/2018,Midfielder,Manchester United,1725,871,854,Armenia,26,10,10,3,2,1,9,7,2,0,0,14,10,4,15,4,11,2,0,0.63,0.47,0.16,0.21,0.11,575,0.78,115,66,863,192,0.1,110,4,-1,9
İlkay Gündoğan,28,Premier League,2017/2018,Midfielder,Manchester City,1508,735,773,Germany,30,7,8,4,2,2,1,1,0,1,0,15,6,9,13,6,7,3,0,0.3,0.06,0.24,0.24,0.23,377,0.78,116,50,503,1508,0.18,70,181,-1,10
Granit Xhaka,26,Premier League,2017/2018,Midfielder,Arsenal,3266,1607,1659,Switzerland,38,18,19,1,1,0,7,4,3,0,0,13,9,4,46,20,26,10,0,0.22,0.19,0.03,0.06,0,3266,1.27,71,86,327,467,0.28,241,65,-1,15
Kevin De Bruyne,27,Premier League,2017/2018,Midfielder,Manchester City,3085,1427,1658,Belgium,37,17,19,8,5,3,16,12,4,0,0,18,8,10,20,8,12,2,0,0.7,0.47,0.23,0.32,0.16,386,0.58,154,83,1543,193,0.06,73,5,-1,6
Xherdan Shaqiri,27,Premier League,2017/2018,Midfielder,Stoke City,3049,1494,1555,Switzerland,36,18,18,8,4,4,7,4,3,0,1,6,3,3,56,26,30,5,0,0.44,0.21,0.24,0.24,0.23,381,1.65,54,85,610,436,0.15,68,54,-1,1
Roberto Firmino,27,Premier League,2017/2018,Forward,Liverpool,2778,1456,1322,Brazil,37,17,15,15,8,7,7,3,4,1,0,17,12,5,30,7,23,1,0,0.71,0.23,0.49,0.49,0.48,185,0.97,93,75,2778,397,0.03,20,48,-1,2
José Luis Sanmartín Mato,28,Premier League,2017/2018,Forward,Newcastle United,1716,913,803,Spain,30,10,9,4,4,0,1,0,1,0,1,7,6,1,25,10,15,2,0,0.26,0.05,0.21,0.39,0,429,1.31,69,57,858,1716,0.1,86,194,-1,3
Christian Fuchs,32,Premier League,2017/2018,Defender,Leicester City,1918,979,939,Austria,25,11,10,0,0,0,1,1,0,0,0,6,3,3,34,12,22,1,0,0.05,0.05,0,0,0,0,1.6,56,77,1918,1918,0.05,334,207,153,19
Kevin Wimmer,26,Premier League,2017/2018,Defender,Stoke City,1321,577,744,Austria,17,6,8,0,0,0,0,0,0,0,0,1,0,1,31,10,21,5,0,0,0,0,0,0,0,2.11,43,78,264,0,0.34,374,371,173,20
Shinji Okazaki,32,Premier League,2017/2018,Forward,Leicester City,1329,491,838,Japan,27,5,12,6,2,4,2,1,1,0,0,8,5,3,18,5,13,2,0,0.54,0.14,0.41,0.37,0.43,222,1.22,74,49,665,665,0.14,30,93,-1,3
Antonio Rüdiger,25,Premier League,2017/2018,Defender,Chelsea,2336,1346,990,Germany,27,14,11,2,2,0,1,0,1,0,0,13,8,5,21,15,6,4,0,0.12,0.04,0.08,0.13,0,1168,0.81,111,87,584,2336,0.15,172,211,26,9
Oriol Romeu,27,Premier League,2017/2018,Midfielder,Southampton,2903,1388,1515,Spain,34,17,17,1,0,1,0,0,0,0,0,8,3,5,43,22,21,11,0,0.03,0,0.03,0,0.06,2903,1.33,68,85,264,0,0.34,239,389,-1,11
Sebastian Prödl,31,Premier League,2017/2018,Defender,Watford,1568,781,787,Austria,21,9,8,0,0,0,0,0,0,0,0,6,3,3,25,13,12,5,0,0,0,0,0,0,0,1.43,63,75,314,0,0.29,345,342,115,18
Mathias Jattah-Njie Jørgensen,28,Premier League,2017/2018,Defender,Huddersfield Town,3420,1710,1710,Denmark,38,19,19,0,0,0,2,2,0,0,0,10,7,3,56,24,32,6,0,0.05,0.05,0,0,0,0,1.47,61,90,570,1710,0.16,301,196,128,17
Steven Defour,30,Premier League,2017/2018,Midfielder,Burnley,2009,1046,963,Belgium,24,12,12,1,0,1,1,0,1,0,0,10,6,4,16,7,9,6,0,0.09,0.04,0.04,0,0.09,2009,0.72,126,84,335,2009,0.27,224,215,-1,8
Jaïro Riedewald,22,Premier League,2017/2018,Defender,Crystal Palace,434,384,50,Netherlands,12,4,0,0,0,0,0,0,0,0,0,3,2,1,5,4,1,0,0,0,0,0,0,0,0,1.04,87,36,0,0,0,307,305,54,22
Davy Klaassen,25,Premier League,2017/2018,Midfielder,Everton,250,177,73,Netherlands,7,3,0,0,0,0,0,0,0,0,0,2,2,0,6,3,3,0,0,0,0,0,0,0,0,2.16,42,36,0,0,0,-1,-1,-1,24
Benjamin Mendy,24,Premier League,2017/2018,Defender,Manchester City,361,181,180,France,7,2,2,0,0,0,1,1,0,0,0,5,4,1,1,0,1,2,0,0.25,0.25,0,0,0,0,0.25,361,52,181,361,0.5,286,36,3,14
Tiemoué Bakayoko,24,Premier League,2017/2018,Midfielder,Chelsea,2124,801,1323,France,29,8,16,2,0,2,2,1,1,0,0,14,8,6,17,6,11,5,1,0.17,0.08,0.08,0,0.14,1062,0.72,125,73,425,1062,0.21,175,158,-1,7
Bernardo Silva,24,Premier League,2017/2018,Midfielder,Manchester City,1519,762,757,Portugal,35,7,8,6,4,2,4,2,2,0,0,17,7,10,9,6,3,0,0,0.59,0.24,0.36,0.47,0.24,253,0.53,169,43,0,380,0,39,42,-1,7
Guido Marcelo Carrillo,27,Premier League,2017/2018,Forward,Southampton,451,213,238,Argentina,7,2,3,0,0,0,1,0,1,0,0,1,1,0,8,2,6,0,0,0.2,0.2,0,0,0,0,1.6,56,64,0,451,0,243,61,-1,25
Luka Milivojević,27,Premier League,2017/2018,Midfielder,Crystal Palace,3082,1565,1517,Serbia,36,18,17,10,4,6,1,1,0,7,1,8,4,4,51,24,27,8,0,0.32,0.03,0.29,0.23,0.36,308,1.49,60,86,385,3082,0.23,59,236,-1,1
Arthur Masuaku,25,Premier League,2017/2018,Defender,West Ham United,1872,923,949,France,27,11,10,0,0,0,3,3,0,0,0,7,5,2,27,10,17,5,0,0.14,0.14,0,0,0,0,1.3,69,69,374,624,0.24,357,92,82,21
Wilfredo Daniel Caballero,37,Premier League,2017/2018,Goalkeeper,Chelsea,270,180,90,Argentina,3,2,1,0,0,0,0,0,0,0,0,1,0,1,4,4,0,0,0,0,0,0,0,0,0,1.33,68,90,0,0,0,-1,-1,-1,19
Pablo Zabaleta,33,Premier League,2017/2018,Defender,West Ham United,3291,1620,1671,Argentina,37,18,19,0,0,0,1,1,0,0,0,10,7,3,60,22,38,9,0,0.03,0.03,0,0,0,0,1.64,55,89,366,3291,0.25,381,228,161,19
Nicolas Otamendi,30,Premier League,2017/2018,Defender,Manchester City,2968,1502,1466,Argentina,34,17,16,4,2,2,0,0,0,0,0,15,7,8,23,12,11,9,0,0.12,0,0.12,0.12,0.12,742,0.7,129,87,330,0,0.27,137,383,14,9
John Stones,24,Premier League,2017/2018,Defender,Manchester City,1305,734,571,England,18,9,7,0,0,0,0,0,0,0,0,9,4,5,10,5,5,0,0,0,0,0,0,0,0,0.69,131,73,0,0,0,360,358,13,20
David Silva,32,Premier League,2017/2018,Midfielder,Manchester City,2437,1297,1140,Spain,29,15,13,9,3,6,11,4,7,0,0,15,8,7,17,11,6,5,0,0.74,0.41,0.33,0.21,0.47,271,0.63,143,84,487,222,0.18,45,7,-1,5
Fernando,33,Premier League,2017/2018,Midfielder,Manchester City,2885,1387,1498,Brazil,34,16,17,5,3,2,3,2,1,0,0,15,6,9,22,11,11,7,0,0.25,0.09,0.16,0.19,0.12,577,0.69,131,85,412,962,0.22,114,151,-1,8
Raheem Sterling,23,Premier League,2017/2018,Midfielder,Manchester City,2592,1240,1352,England,33,14,15,18,11,7,11,6,5,1,0,14,5,9,21,11,10,5,1,1.01,0.38,0.63,0.8,0.47,144,0.73,123,79,518,236,0.17,8,9,-1,2
Sergio Aguero,30,Premier League,2017/2018,Forward,Manchester City,1969,1190,779,Argentina,25,14,8,21,15,6,6,3,3,4,0,12,6,6,12,6,6,2,0,1.23,0.27,0.96,1.13,0.69,94,0.55,164,79,985,328,0.09,2,28,-1,1
Joe Hart,31,Premier League,2017/2018,Goalkeeper,West Ham United,1710,810,900,England,19,9,10,0,0,0,1,0,1,0,0,4,3,1,36,15,21,0,0,0.05,0.05,0,0,0,0,1.89,48,90,0,1710,0,380,201,170,14
Fabian Delph,29,Premier League,2017/2018,Midfielder,Manchester City,1746,953,793,England,22,11,10,1,1,0,2,2,0,0,0,9,5,4,15,9,6,2,0,0.15,0.1,0.05,0.09,0,1746,0.77,116,79,873,873,0.1,217,128,-1,13
Kelechi Iheanacho,22,Premier League,2017/2018,Forward,Leicester City,867,445,422,Nigeria,21,4,3,3,1,2,3,1,2,0,0,3,2,1,18,4,14,2,0,0.62,0.31,0.31,0.2,0.43,289,1.87,48,41,434,289,0.21,51,16,-1,4
Davinson Sánchez Mina,22,Premier League,2017/2018,Defender,Tottenham Hotspur,2534,1272,1262,Colombia,31,14,15,0,0,0,0,0,0,0,0,14,9,5,20,8,12,2,1,0,0,0,0,0,0,0.71,127,82,845,0,0.11,296,280,15,14
Mohamed Salah,26,Premier League,2017/2018,Forward,Liverpool,2922,1556,1366,Egypt,36,18,16,32,19,13,10,8,2,1,1,16,12,4,29,7,22,1,0,1.29,0.31,0.99,1.1,0.86,91,0.89,101,81,2922,292,0.03,1,17,-1,1
Emerson Palmieri dos Santos,24,Premier League,2017/2018,Defender,Chelsea,279,7,272,Italy,5,0,3,0,0,0,1,0,1,0,0,1,0,1,4,0,4,0,0,0.32,0.32,0,0,0,0,1.29,70,56,0,279,0,412,15,81,22
Gnégnéri Yaya Touré,35,Premier League,2017/2018,Midfielder,Manchester City,228,159,69,Côte d'Ivoire,10,1,0,0,0,0,2,1,1,0,0,5,2,3,2,2,0,1,0,0.79,0.79,0,0,0,0,0.79,114,23,228,114,0.39,-1,-1,-1,17
Serge Aurier,25,Premier League,2017/2018,Defender,Tottenham Hotspur,1429,657,772,Côte d'Ivoire,17,7,9,2,1,1,2,1,1,0,0,7,5,2,12,4,8,3,1,0.25,0.13,0.13,0.14,0.12,715,0.76,119,84,476,715,0.19,129,101,21,7
Grzegorz Krychowiak,28,Premier League,2017/2018,Midfielder,West Bromwich Albion,1643,673,970,Poland,27,8,12,0,0,0,2,1,1,0,0,7,4,3,28,13,15,2,0,0.11,0.11,0,0,0,0,1.53,59,61,822,822,0.11,266,120,-1,15
David Ospina Ramírez,30,Premier League,2017/2018,Goalkeeper,Arsenal,380,200,180,Colombia,5,2,2,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0.47,190,76,0,0,0,332,330,5,22
Monreal,32,Premier League,2017/2018,Defender,Arsenal,2244,1116,1128,Spain,28,14,12,5,3,2,2,2,0,0,0,11,7,4,26,9,17,3,0,0.28,0.08,0.2,0.24,0.16,449,1.04,86,80,748,1122,0.12,94,163,56,7
Laurent Koscielny,33,Premier League,2017/2018,Defender,Arsenal,2227,1080,1147,France,25,12,13,2,2,0,0,0,0,0,0,8,5,3,31,13,18,4,0,0.08,0,0.08,0.17,0,1114,1.25,72,89,557,0,0.16,169,277,74,14
Shkodran Mustafi,26,Premier League,2017/2018,Defender,Arsenal,2273,1212,1061,Germany,27,14,11,3,2,1,1,1,0,0,0,10,7,3,29,14,15,6,0,0.16,0.04,0.12,0.15,0.08,758,1.15,78,84,379,2273,0.24,136,219,64,11
Hector Bellerin,23,Premier League,2017/2018,Defender,Arsenal,3051,1604,1447,Spain,35,18,16,2,1,1,3,3,0,0,0,12,8,4,41,20,21,5,0,0.15,0.09,0.06,0.06,0.06,1526,1.21,74,87,610,1017,0.15,202,152,69,13
Mesut Özil,30,Premier League,2017/2018,Midfielder,Arsenal,2164,1243,921,Germany,26,14,10,4,3,1,8,6,2,0,0,8,7,1,35,16,19,4,0,0.5,0.33,0.17,0.22,0.1,541,1.46,62,83,541,271,0.17,107,13,-1,8
Francis Coquelin,27,Premier League,2017/2018,Midfielder,Arsenal,164,41,123,France,7,0,1,0,0,0,0,0,0,0,0,3,3,0,5,0,5,0,0,0,0,0,0,0,0,2.74,33,23,0,0,0,-1,-1,-1,24
Alex Oxlade-Chamberlain,25,Premier League,2017/2018,Midfielder,Arsenal,1726,835,891,England,35,8,9,3,2,1,7,5,2,0,0,13,8,5,24,9,15,3,0,0.52,0.37,0.16,0.22,0.1,575,1.25,72,49,575,247,0.16,112,10,-1,9
Alexis Sanchez,29,Premier League,2017/2018,Forward,Arsenal,2555,1405,1150,Chile,31,16,13,9,5,4,6,2,4,1,1,13,9,4,31,13,18,5,0,0.53,0.21,0.32,0.32,0.31,284,1.09,82,82,511,426,0.18,48,55,-1,3
Alex Iwobi,22,Premier League,2017/2018,Forward,Arsenal,1843,790,1053,Nigeria,26,9,13,3,3,0,5,4,1,0,0,9,5,4,24,9,15,1,0,0.39,0.24,0.15,0.34,0,614,1.17,77,71,1843,369,0.05,120,39,-1,10
Lucas Rodrigues Moura da Silva,26,Premier League,2017/2018,Midfielder,Tottenham Hotspur,208,98,110,Brazil,6,1,1,0,0,0,1,1,0,0,0,2,1,1,5,4,1,0,0,0.43,0.43,0,0,0,0,2.16,42,35,0,208,0,-1,-1,-1,23
Jesé,25,Premier League,2017/2018,Forward,Stoke City,617,405,212,Spain,13,5,3,1,1,0,1,0,1,0,0,2,1,1,16,11,5,0,0,0.29,0.15,0.15,0.22,0,617,2.33,39,47,0,617,0,118,87,-1,11
Olivier Giroud,32,Premier League,2017/2018,Forward,Arsenal,983,428,555,France,29,3,4,7,4,3,1,1,0,0,0,10,7,3,9,0,9,0,0,0.73,0.09,0.64,0.84,0.49,140,0.82,109,34,0,983,0,7,146,-1,5
Mohamed Elneny,26,Premier League,2017/2018,Midfielder,Arsenal,870,555,315,Egypt,13,7,4,0,0,0,1,1,0,0,0,5,4,1,11,6,5,4,1,0.1,0.1,0,0,0,0,1.14,79,67,174,870,0.52,331,136,-1,25
Kieran Gibbs,29,Premier League,2017/2018,Defender,West Bromwich Albion,2831,1367,1464,England,33,16,16,0,0,0,1,1,0,0,0,8,5,3,41,21,20,3,0,0.03,0.03,0,0,0,0,1.3,69,86,944,2831,0.1,275,237,84,14
Rob Holding,23,Premier League,2017/2018,Defender,Arsenal,820,365,455,England,12,4,5,0,0,0,0,0,0,0,0,3,2,1,15,5,10,3,0,0,0,0,0,0,0,1.65,55,68,273,0,0.33,330,329,163,26
Petr Čech,36,Premier League,2017/2018,Goalkeeper,Arsenal,3040,1510,1530,Czech Republic,34,17,17,0,0,0,0,0,0,0,0,11,8,3,45,19,26,1,0,0,0,0,0,0,0,1.33,68,89,3040,0,0.03,298,298,89,18
Manolo Gabbiadini,27,Premier League,2017/2018,Forward,Southampton,1072,673,399,Italy,28,7,4,5,3,2,0,0,0,1,0,7,3,4,17,10,7,2,0,0.42,0,0.42,0.4,0.45,214,1.43,63,38,536,0,0.17,28,390,-1,3
Ederson,25,Premier League,2017/2018,Goalkeeper,Manchester City,3195,1575,1620,Brazil,36,18,18,0,0,0,0,0,0,0,0,17,8,9,24,12,12,1,0,0,0,0,0,0,0,0.68,133,89,3195,0,0.03,383,370,12,16
Victor Nilsson Lindelöf,24,Premier League,2017/2018,Defender,Manchester United,1281,674,607,Sweden,17,7,6,0,0,0,0,0,0,0,0,6,3,3,13,5,8,1,0,0,0,0,0,0,0,0.91,99,75,1281,0,0.07,248,256,43,19
André Martín Carrillo Díaz,27,Premier League,2017/2018,Forward,Watford,1536,747,789,Peru,28,7,9,1,1,0,2,1,1,0,0,7,4,3,28,15,13,2,0,0.18,0.12,0.06,0.12,0,1536,1.64,55,55,768,768,0.12,201,107,-1,10
Cenk Tosun,27,Premier League,2017/2018,Forward,Everton,991,503,488,Turkey,14,6,6,5,1,4,0,0,0,0,0,4,3,1,13,5,8,0,0,0.45,0,0.45,0.18,0.74,198,1.18,76,71,0,0,0,25,290,-1,3
Davy Pröpper,27,Premier League,2017/2018,Midfielder,Brighton & Hove Albion,3120,1604,1516,Netherlands,35,18,17,0,0,0,4,2,2,0,0,9,5,4,48,22,26,3,1,0.12,0.12,0,0,0,0,1.38,65,89,780,780,0.12,384,109,-1,18
Luciano Narsingh,28,Premier League,2017/2018,Forward,Swansea City,616,404,212,Netherlands,18,4,1,1,0,1,0,0,0,0,0,2,2,0,14,9,5,0,0,0.15,0,0.15,0,0.42,616,2.05,44,34,0,0,0,119,396,-1,10
Claudio Andrés Bravo Muñoz,35,Premier League,2017/2018,Goalkeeper,Manchester City,225,135,90,Chile,3,1,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0.4,225,75,0,0,0,-1,-1,-1,19
Hugo Lloris,31,Premier League,2017/2018,Goalkeeper,Tottenham Hotspur,3240,1620,1620,France,36,18,18,0,0,0,0,0,0,0,0,15,9,6,31,15,16,1,0,0,0,0,0,0,0,0.86,105,90,3240,0,0.03,368,366,33,15
Jan Vertonghen,31,Premier League,2017/2018,Defender,Tottenham Hotspur,3205,1590,1615,Belgium,36,18,18,0,0,0,0,0,0,0,0,15,10,5,28,11,17,4,0,0,0,0,0,0,0,0.79,114,89,801,0,0.11,369,367,24,18
Kyle Walker,28,Premier League,2017/2018,Defender,Manchester City,2787,1394,1393,England,32,16,16,0,0,0,6,2,4,0,0,15,7,8,20,9,11,4,1,0.19,0.19,0,0,0,0,0.65,139,87,697,465,0.13,359,64,10,21
Toby Alderweireld,29,Premier League,2017/2018,Defender,Tottenham Hotspur,1177,547,630,Belgium,14,6,7,0,0,0,0,0,0,0,0,6,3,3,11,7,4,3,0,0,0,0,0,0,0,0.84,107,84,392,0,0.23,358,368,28,22
Ben Davies,25,Premier League,2017/2018,Defender,Tottenham Hotspur,2323,1062,1261,Wales,29,12,14,2,0,2,6,2,4,0,0,14,8,6,17,7,10,3,0,0.31,0.23,0.08,0,0.14,1162,0.66,137,80,774,387,0.12,179,46,11,6
Erik Lamela,26,Premier League,2017/2018,Midfielder,Tottenham Hotspur,832,343,489,Argentina,25,3,4,2,2,0,2,1,1,0,0,10,7,3,10,8,2,4,0,0.43,0.22,0.22,0.52,0,416,1.08,83,33,208,416,0.43,82,50,-1,5
Christian Eriksen,26,Premier League,2017/2018,Midfielder,Tottenham Hotspur,3226,1696,1530,Denmark,37,19,18,10,5,5,10,3,7,0,0,16,10,6,30,15,15,0,0,0.56,0.28,0.28,0.27,0.29,323,0.84,108,87,0,323,0,60,24,-1,3
Dele Alli,22,Premier League,2017/2018,Midfielder,Tottenham Hotspur,2972,1415,1557,England,36,16,18,9,4,5,10,6,4,0,0,15,9,6,26,10,16,7,0,0.58,0.3,0.27,0.25,0.29,330,0.79,114,83,425,297,0.21,63,19,-1,4
Eric Dier,24,Premier League,2017/2018,Midfielder,Tottenham Hotspur,2827,1485,1342,England,34,17,15,0,0,0,2,1,1,0,0,15,9,6,27,13,14,4,0,0.06,0.06,0,0,0,0,0.86,105,83,707,1414,0.13,372,186,-1,19
Harry Kane,25,Premier League,2017/2018,Forward,Tottenham Hotspur,3083,1690,1393,England,37,19,16,30,15,15,2,2,0,2,1,16,10,6,30,15,15,5,0,0.93,0.06,0.88,0.8,0.97,103,0.88,103,83,617,1542,0.15,3,180,-1,1
Moussa Dembele,31,Premier League,2017/2018,Midfielder,Tottenham Hotspur,1885,895,990,Belgium,28,10,11,0,0,0,0,0,0,0,0,11,7,4,20,6,14,6,0,0,0,0,0,0,0,0.95,94,67,314,0,0.29,370,357,-1,20
Moussa Sissoko,29,Premier League,2017/2018,Midfielder,Tottenham Hotspur,1393,650,743,France,33,6,9,1,0,1,1,0,1,0,0,14,9,5,16,9,7,3,0,0.13,0.06,0.06,0,0.12,1393,1.03,87,42,464,1393,0.19,192,182,-1,8
Victor Wanyama,27,Premier League,2017/2018,Midfielder,Tottenham Hotspur,838,332,506,Kenya,18,3,5,1,0,1,0,0,0,0,0,8,5,3,9,6,3,2,0,0.11,0,0.11,0,0.18,838,0.97,93,47,419,0,0.21,140,369,-1,10
Michel Vorm,35,Premier League,2017/2018,Goalkeeper,Tottenham Hotspur,90,0,90,Netherlands,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,16
Kieran Trippier,28,Premier League,2017/2018,Defender,Tottenham Hotspur,1914,1073,841,England,24,12,9,0,0,0,5,2,3,0,0,9,6,3,17,8,9,1,0,0.24,0.24,0,0,0,0,0.8,113,80,1914,383,0.05,283,41,25,11
Marvin Zeegelaar,28,Premier League,2017/2018,Defender,Watford,995,630,365,Netherlands,12,7,5,0,0,0,1,0,1,0,0,2,1,1,15,10,5,5,1,0.09,0.09,0,0,0,0,1.36,66,83,166,995,0.54,270,138,92,26
